IAPS,valence,cond,cue,sub,time,order
8492,pos,sub,umbrella2,8492,0,314
8470,pos,pre_new,stapler5,8470,0,315
4616,pos,sub,clock1,4616,0,316
7405,pos,pre_new,backpack6,7405,0,317
8118,pos,sub,cheesegrater14,8118,0,318
2594,pos,sub,butterfly8,2594,0,319
2341,pos,pre_new,ringbinder8,2341,0,320
5470,pos,sub,pokercard14,5470,0,321
8600,pos,sub,balloon10,8600,0,322
2791,pos,pre_new,bowtie11,2791,0,323
1419,pos,sub,bonzai14,1419,0,324
2030,pos,sub,garbagetrash14,2030,0,325
8162,pos,sub,rollerskates16,8162,0,326
1605,pos,pre_new,tent4,1605,0,327
5833,pos,sub,hanger9,5833,0,328
4612,pos,pre_new,turtle3,4612,0,329
7279,pos,sub,cheese8,7279,0,330
1463,pos,pre_new,bearteddy16,1463,0,331
8030,pos,sub,coin15,8030,0,332
5910,pos,sub,button5,5910,0,333
2370,pos,sub,frame10,2370,0,334
2391,pos,sub,chessboard14,2391,0,335
8031,pos,sub,camera7,8031,0,336
2158,pos,sub,powerstrip12,2158,0,337
2598,pos,sub,dresser12,2598,0,338
2346,pos,sub,glove6,2346,0,339
1650,pos,sub,hairbrush9,1650,0,340
8330,pos,sub,tape8,8330,0,341
8210,pos,sub,microscope1,8210,0,342
5780,pos,sub,windchime16,5780,0,343
4628,pos,sub,cookie1,4628,0,344
2389,pos,pre_new,lei9,2389,0,345
7280,pos,sub,doorknob4,7280,0,346
2156,pos,sub,microwave1,2156,0,347
2331,pos,sub,exercise_equipment5,2331,0,348
2314,pos,sub,suitcase9,2314,0,349
4700,pos,pre_new,broom11,4700,0,350
5726,pos,sub,scale13,5726,0,351
8205,pos,sub,fan2,8205,0,352
2302,pos,sub,compass1,2302,0,353
8161,pos,sub,abacus9,8161,0,354
8496,pos,sub,tennisracquet7,8496,0,355
4599,pos,pre_new,nunchaku16,4599,0,356
2035,pos,sub,key3,2035,0,357
2299,pos,sub,frisbee0,2299,0,358
8118,pos,sub,cheesegrater14,8118,1,369
8492,pos,sub,umbrella2,8492,1,370
5726,pos,sub,scale13,5726,1,371
5780,pos,sub,windchime16,5780,1,372
7279,pos,sub,cheese8,7279,1,373
5470,pos,sub,pokercard14,5470,1,374
8210,pos,sub,microscope1,8210,1,375
2391,pos,sub,chessboard14,2391,1,376
7280,pos,sub,doorknob4,7280,1,377
2156,pos,sub,microwave1,2156,1,378
4628,pos,sub,cookie1,4628,1,379
5910,pos,sub,button5,5910,1,380
2594,pos,sub,butterfly8,2594,1,381
8496,pos,sub,tennisracquet7,8496,1,382
2035,pos,sub,key3,2035,1,383
8330,pos,sub,tape8,8330,1,384
2299,pos,sub,frisbee0,2299,1,385
1419,pos,sub,bonzai14,1419,1,386
2302,pos,sub,compass1,2302,1,387
2030,pos,sub,garbagetrash14,2030,1,388
8162,pos,sub,rollerskates16,8162,1,389
8600,pos,sub,balloon10,8600,1,390
1650,pos,sub,hairbrush9,1650,1,391
8205,pos,sub,fan2,8205,1,392
8161,pos,sub,abacus9,8161,1,393
5833,pos,sub,hanger9,5833,1,394
8031,pos,sub,camera7,8031,1,395
2370,pos,sub,frame10,2370,1,396
4616,pos,sub,clock1,4616,1,397
2598,pos,sub,dresser12,2598,1,398
2331,pos,sub,exercise_equipment5,2331,1,399
8030,pos,sub,coin15,8030,1,400
2158,pos,sub,powerstrip12,2158,1,401
2346,pos,sub,glove6,2346,1,402
2314,pos,sub,suitcase9,2314,1,403
