subjID,gender,age,phaseName,order,itemID,TNTcond,valence,cue,tar
25,0,22,encoding,0,39,filler,pos,camera7,2398.0
25,0,22,encoding,1,36,filler,pos,cookie1,2154.0
25,0,22,encoding,2,34,filler,pos,hanger9,1920.0
25,0,22,encoding,3,48,filler,neu,bonzai14,2273.0
25,0,22,encoding,4,51,filler,neu,handbag3,2382.0
25,0,22,encoding,5,27,b,neg2,bowtie11,9599.0
25,0,22,encoding,6,0,nt,neg1,tape8,2683.0
25,0,22,encoding,7,19,b,neg2,binoculars14,2590.0
25,0,22,encoding,8,7,nt,neg1,microwave1,9075.0
25,0,22,encoding,9,44,t,pos,glove6,8120.0
25,0,22,encoding,10,3,nt,neg1,nunchaku16,3300.0
25,0,22,encoding,11,35,t,pos,cushion2,2091.0
25,0,22,encoding,12,26,b,neg2,coin15,9425.0
25,0,22,encoding,13,28,b,neg2,scale13,9910.0
25,0,22,encoding,14,25,b,neg2,bearteddy16,9321.0
25,0,22,encoding,15,14,nt,neg1,button5,9909.0
25,0,22,encoding,16,24,b,neg2,dresser12,9301.0
25,0,22,encoding,17,8,nt,neg1,turtle3,9187.0
25,0,22,encoding,18,16,b,neg2,key3,2345.1
25,0,22,encoding,19,49,t,neu,stapler5,2308.0
25,0,22,encoding,20,43,t,pos,garbagetrash14,7325.0
25,0,22,encoding,21,37,t,pos,umbrella2,2340.0
25,0,22,encoding,22,20,b,neg2,decorativescreen10,3195.0
25,0,22,encoding,23,41,t,pos,scissors5,4626.0
25,0,22,encoding,24,59,t,neu,butterfly8,7057.0
25,0,22,encoding,25,32,t,pos,cookpot16,1659.0
25,0,22,encoding,26,13,nt,neg1,cheese8,9908.0
25,0,22,encoding,27,33,t,pos,gift15,1710.0
25,0,22,encoding,28,4,nt,neg1,clock1,6212.0
25,0,22,encoding,29,56,t,neu,hourglass16,2749.0
25,0,22,encoding,30,18,b,neg2,microscope1,2490.0
25,0,22,encoding,31,22,b,neg2,exercise_equipment5,6821.0
25,0,22,encoding,32,58,t,neu,lei9,2980.0
25,0,22,encoding,33,17,b,neg2,lock14,2456.0
25,0,22,encoding,34,42,t,pos,pokercard14,7230.0
25,0,22,encoding,35,31,t,pos,frame10,1601.0
25,0,22,encoding,36,1,nt,neg1,rollerskates16,2750.0
25,0,22,encoding,37,55,t,neu,calculator3,2487.0
25,0,22,encoding,38,10,nt,neg1,chessboard14,9415.0
25,0,22,encoding,39,12,nt,neg1,seashell9,9611.0
25,0,22,encoding,40,21,b,neg2,fan2,3500.0
25,0,22,encoding,41,30,t,pos,powerstrip12,1340.0
25,0,22,encoding,42,2,nt,neg1,tennisracquet7,3216.0
25,0,22,encoding,43,23,b,neg2,windchime16,9163.0
25,0,22,encoding,44,29,b,neg2,hairbrush9,9921.0
25,0,22,encoding,45,46,t,neu,tent4,2102.0
25,0,22,encoding,46,53,t,neu,abacus9,2390.0
25,0,22,encoding,47,45,t,neu,cheesegrater14,1303.0
25,0,22,encoding,48,9,nt,neg1,cookingpan3,9290.0
25,0,22,encoding,49,54,t,neu,doorknob4,2396.0
25,0,22,encoding,50,6,nt,neg1,balloon10,6838.0
25,0,22,encoding,51,15,b,neg2,backpack6,2205.0
25,0,22,encoding,52,52,t,neu,ringbinder8,2383.0
25,0,22,encoding,53,11,nt,neg1,toothpaste14,9428.0
25,0,22,encoding,54,5,nt,neg1,compass1,6520.0
25,0,22,encoding,55,40,filler,pos,vase15,2530.0
25,0,22,encoding,56,47,filler,neu,broom11,2272.0
25,0,22,encoding,57,57,filler,neu,suitcase9,2870.0
25,0,22,encoding,58,50,filler,neu,dumbbell0,2309.0
25,0,22,encoding,59,38,filler,pos,frisbee0,2373.0
