IAPS,valence,cond,cue,sub,time,order
2156,pos,sub,lei9,2156,0,309
4599,pos,sub,button5,4599,0,310
2594,pos,sub,exercise_equipment5,2594,0,311
4614,pos,sub,powerstrip12,4614,0,312
8210,pos,sub,turtle3,8210,0,313
2388,pos,pre_new,chessboard14,2388,0,314
5833,pos,sub,rollerskates16,5833,0,315
7280,pos,sub,ringbinder8,7280,0,316
1750,pos,sub,gift15,1750,0,317
4700,pos,pre_new,vase15,4700,0,318
8497,pos,sub,handbag3,8497,0,319
8162,pos,sub,dresser12,8162,0,320
1731,pos,sub,hourglass16,1731,0,321
4628,pos,sub,cushion2,4628,0,322
2030,pos,sub,bowtie11,2030,0,323
2389,pos,sub,pokercard14,2389,0,324
2331,pos,sub,frisbee0,2331,0,325
5910,pos,sub,clock1,5910,0,326
5780,pos,sub,scale13,5780,0,327
7580,pos,pre_new,seashell9,7580,0,328
2158,pos,sub,tape8,2158,0,329
2224,pos,sub,microwave1,2224,0,330
8118,pos,pre_new,microscope1,8118,0,331
2598,pos,sub,tent4,2598,0,332
7440,pos,sub,toothpaste14,7440,0,333
8470,pos,pre_new,suitcase9,8470,0,334
4612,pos,pre_new,garbagetrash14,4612,0,335
2339,pos,sub,glove6,2339,0,336
7405,pos,sub,abacus9,7405,0,337
1811,pos,sub,hairbrush9,1811,0,338
5726,pos,sub,cookingpan3,5726,0,339
2655,pos,pre_new,doorknob4,2655,0,340
2037,pos,pre_new,bearteddy16,2037,0,341
1463,pos,sub,balloon10,1463,0,342
1419,pos,sub,hanger9,1419,0,343
5621,pos,sub,fan2,5621,0,344
1441,pos,sub,cookpot16,1441,0,345
8370,pos,sub,windchime16,8370,0,346
2791,pos,sub,broom11,2791,0,347
2560,pos,sub,calculator3,2560,0,348
1650,pos,sub,binoculars14,1650,0,349
8030,pos,sub,compass1,8030,0,350
8205,pos,pre_new,camera7,8205,0,351
8496,pos,pre_new,bonzai14,8496,0,352
2346,pos,sub,stapler5,2346,0,353
2594,pos,sub,exercise_equipment5,2594,1,364
5780,pos,sub,scale13,5780,1,365
1419,pos,sub,hanger9,1419,1,366
2331,pos,sub,frisbee0,2331,1,367
2560,pos,sub,calculator3,2560,1,368
8497,pos,sub,handbag3,8497,1,369
4599,pos,sub,button5,4599,1,370
2224,pos,sub,microwave1,2224,1,371
7280,pos,sub,ringbinder8,7280,1,372
5833,pos,sub,rollerskates16,5833,1,373
2346,pos,sub,stapler5,2346,1,374
1463,pos,sub,balloon10,1463,1,375
8370,pos,sub,windchime16,8370,1,376
8162,pos,sub,dresser12,8162,1,377
5726,pos,sub,cookingpan3,5726,1,378
5621,pos,sub,fan2,5621,1,379
1731,pos,sub,hourglass16,1731,1,380
1650,pos,sub,binoculars14,1650,1,381
2598,pos,sub,tent4,2598,1,382
2339,pos,sub,glove6,2339,1,383
2158,pos,sub,tape8,2158,1,384
4628,pos,sub,cushion2,4628,1,385
2791,pos,sub,broom11,2791,1,386
2156,pos,sub,lei9,2156,1,387
5910,pos,sub,clock1,5910,1,388
1441,pos,sub,cookpot16,1441,1,389
7440,pos,sub,toothpaste14,7440,1,390
8030,pos,sub,compass1,8030,1,391
7405,pos,sub,abacus9,7405,1,392
1750,pos,sub,gift15,1750,1,393
2389,pos,sub,pokercard14,2389,1,394
4614,pos,sub,powerstrip12,4614,1,395
1811,pos,sub,hairbrush9,1811,1,396
8210,pos,sub,turtle3,8210,1,397
2030,pos,sub,bowtie11,2030,1,398
