IAPS,valence,cond,cue,sub,time,order
2208,pos,pre_new,hourglass16,2208,0,329
1750,pos,sub,coin15,1750,0,330
7440,pos,sub,rollerskates16,7440,0,331
1605,pos,sub,nunchaku16,1605,0,332
2158,pos,pre_new,dresser12,2158,0,333
2035,pos,sub,microwave1,2035,0,334
2339,pos,sub,garbagetrash14,2339,0,335
5199,pos,sub,calculator3,5199,0,336
7580,pos,sub,chessboard14,7580,0,337
1463,pos,sub,windchime16,1463,0,338
2655,pos,sub,camera7,2655,0,339
4628,pos,sub,fan2,4628,0,340
7279,pos,sub,toothpaste14,7279,0,341
2594,pos,sub,butterfly8,2594,0,342
2216,pos,sub,tennisracquet7,2216,0,343
2791,pos,pre_new,cookingpan3,2791,0,344
2346,pos,pre_new,abacus9,2346,0,345
2299,pos,sub,bonzai14,2299,0,346
8600,pos,sub,glove6,8600,0,347
1731,pos,sub,compass1,1731,0,348
2314,pos,sub,handbag3,2314,0,349
4612,pos,sub,bearteddy16,4612,0,350
8497,pos,pre_new,lei9,8497,0,351
8162,pos,pre_new,cushion2,8162,0,352
4614,pos,sub,cookpot16,4614,0,353
8496,pos,sub,tape8,8496,0,354
8370,pos,sub,umbrella2,8370,0,355
8210,pos,sub,frisbee0,8210,0,356
5621,pos,sub,button5,5621,0,357
2224,pos,sub,stapler5,2224,0,358
2030,pos,sub,pokercard14,2030,0,359
7280,pos,pre_new,decorativescreen10,7280,0,360
5833,pos,sub,clock1,5833,0,361
8470,pos,sub,broom11,8470,0,362
2391,pos,sub,suitcase9,2391,0,363
8031,pos,pre_new,backpack6,8031,0,364
2370,pos,pre_new,lock14,2370,0,365
2598,pos,sub,microscope1,2598,0,366
2388,pos,sub,vase15,2388,0,367
5470,pos,sub,scissors5,5470,0,368
2302,pos,sub,seashell9,2302,0,369
1811,pos,sub,exercise_equipment5,1811,0,370
5910,pos,pre_new,balloon10,5910,0,371
8205,pos,sub,ringbinder8,8205,0,372
2341,pos,sub,tent4,2341,0,373
1605,pos,sub,nunchaku16,1605,1,384
2302,pos,sub,seashell9,2302,1,385
5470,pos,sub,scissors5,5470,1,386
5621,pos,sub,button5,5621,1,387
4628,pos,sub,fan2,4628,1,388
8600,pos,sub,glove6,8600,1,389
5833,pos,sub,clock1,5833,1,390
8370,pos,sub,umbrella2,8370,1,391
2388,pos,sub,vase15,2388,1,392
7580,pos,sub,chessboard14,7580,1,393
4612,pos,sub,bearteddy16,4612,1,394
2216,pos,sub,tennisracquet7,2216,1,395
2314,pos,sub,handbag3,2314,1,396
2598,pos,sub,microscope1,2598,1,397
1750,pos,sub,coin15,1750,1,398
7440,pos,sub,rollerskates16,7440,1,399
2035,pos,sub,microwave1,2035,1,400
8210,pos,sub,frisbee0,8210,1,401
5199,pos,sub,calculator3,5199,1,402
2655,pos,sub,camera7,2655,1,403
2341,pos,sub,tent4,2341,1,404
2030,pos,sub,pokercard14,2030,1,405
8470,pos,sub,broom11,8470,1,406
1463,pos,sub,windchime16,1463,1,407
8496,pos,sub,tape8,8496,1,408
1811,pos,sub,exercise_equipment5,1811,1,409
2224,pos,sub,stapler5,2224,1,410
2594,pos,sub,butterfly8,2594,1,411
1731,pos,sub,compass1,1731,1,412
7279,pos,sub,toothpaste14,7279,1,413
2339,pos,sub,garbagetrash14,2339,1,414
4614,pos,sub,cookpot16,4614,1,415
2299,pos,sub,bonzai14,2299,1,416
2391,pos,sub,suitcase9,2391,1,417
8205,pos,sub,ringbinder8,8205,1,418
