IAPS,valence,cond,cue,sub,time,order
2389,pos,sub,nunchaku16,2389,0,304
2158,pos,sub,compass1,2158,0,305
2037,pos,sub,pokercard14,2037,0,306
8492,pos,sub,handbag3,8492,0,307
4616,pos,sub,balloon10,4616,0,308
5199,pos,pre_new,calculator3,5199,0,309
2314,pos,sub,scissors5,2314,0,310
5621,pos,sub,cheese8,5621,0,311
2030,pos,sub,toothpaste14,2030,0,312
8162,pos,sub,cookie1,8162,0,313
8330,pos,sub,umbrella2,8330,0,314
7405,pos,sub,frame10,7405,0,315
5833,pos,sub,camera7,5833,0,316
1650,pos,pre_new,binoculars14,1650,0,317
2594,pos,sub,cookingpan3,2594,0,318
2339,pos,sub,powerstrip12,2339,0,319
2299,pos,sub,butterfly8,2299,0,320
5726,pos,sub,tent4,5726,0,321
2035,pos,sub,backpack6,2035,0,322
2655,pos,sub,ringbinder8,2655,0,323
8470,pos,pre_new,cookpot16,8470,0,324
2346,pos,sub,tape8,2346,0,325
5910,pos,sub,broom11,5910,0,326
4628,pos,pre_new,coin15,4628,0,327
8205,pos,pre_new,rollerskates16,8205,0,328
7280,pos,sub,cushion2,7280,0,329
8600,pos,sub,clock1,8600,0,330
4700,pos,pre_new,fan2,4700,0,331
1731,pos,sub,gift15,1731,0,332
2560,pos,sub,hairbrush9,2560,0,333
1811,pos,sub,cheesegrater14,1811,0,334
4612,pos,sub,key3,4612,0,335
8497,pos,sub,tennisracquet7,8497,0,336
8370,pos,sub,button5,8370,0,337
7440,pos,sub,turtle3,7440,0,338
2791,pos,sub,bonzai14,2791,0,339
4614,pos,pre_new,decorativescreen10,4614,0,340
8161,pos,pre_new,dumbbell0,8161,0,341
8031,pos,sub,suitcase9,8031,0,342
2216,pos,pre_new,stapler5,2216,0,343
8118,pos,pre_new,hanger9,8118,0,344
8496,pos,sub,microscope1,8496,0,345
2156,pos,sub,exercise_equipment5,2156,0,346
1463,pos,sub,chessboard14,1463,0,347
4599,pos,sub,doorknob4,4599,0,348
8330,pos,sub,umbrella2,8330,1,359
1811,pos,sub,cheesegrater14,1811,1,360
2035,pos,sub,backpack6,2035,1,361
1463,pos,sub,chessboard14,1463,1,362
5910,pos,sub,broom11,5910,1,363
2030,pos,sub,toothpaste14,2030,1,364
2560,pos,sub,hairbrush9,2560,1,365
8497,pos,sub,tennisracquet7,8497,1,366
2594,pos,sub,cookingpan3,2594,1,367
7405,pos,sub,frame10,7405,1,368
2037,pos,sub,pokercard14,2037,1,369
2158,pos,sub,compass1,2158,1,370
2314,pos,sub,scissors5,2314,1,371
5833,pos,sub,camera7,5833,1,372
8162,pos,sub,cookie1,8162,1,373
5621,pos,sub,cheese8,5621,1,374
8031,pos,sub,suitcase9,8031,1,375
8600,pos,sub,clock1,8600,1,376
2346,pos,sub,tape8,2346,1,377
4616,pos,sub,balloon10,4616,1,378
2339,pos,sub,powerstrip12,2339,1,379
2156,pos,sub,exercise_equipment5,2156,1,380
8370,pos,sub,button5,8370,1,381
1731,pos,sub,gift15,1731,1,382
2299,pos,sub,butterfly8,2299,1,383
4599,pos,sub,doorknob4,4599,1,384
2655,pos,sub,ringbinder8,2655,1,385
7440,pos,sub,turtle3,7440,1,386
8492,pos,sub,handbag3,8492,1,387
2389,pos,sub,nunchaku16,2389,1,388
4612,pos,sub,key3,4612,1,389
8496,pos,sub,microscope1,8496,1,390
5726,pos,sub,tent4,5726,1,391
2791,pos,sub,bonzai14,2791,1,392
7280,pos,sub,cushion2,7280,1,393
