IAPS,valence,cond,cue,sub,time,order
2594,pos,sub,windchime16,2594,0,319
5621,pos,sub,bonzai14,5621,0,320
7580,pos,sub,cookpot16,7580,0,321
4614,pos,sub,frisbee0,4614,0,322
2388,pos,pre_new,glove6,2388,0,323
5199,pos,sub,clock1,5199,0,324
2389,pos,sub,key3,2389,0,325
2391,pos,sub,pokercard14,2391,0,326
8470,pos,sub,tape8,8470,0,327
8210,pos,sub,camera7,8210,0,328
2370,pos,sub,handbag3,2370,0,329
1650,pos,pre_new,microwave1,1650,0,330
2037,pos,sub,cookingpan3,2037,0,331
2346,pos,sub,bearteddy16,2346,0,332
7440,pos,sub,cheese8,7440,0,333
1441,pos,pre_new,garbagetrash14,1441,0,334
8205,pos,sub,hanger9,8205,0,335
8600,pos,sub,gift15,8600,0,336
2339,pos,sub,turtle3,2339,0,337
8330,pos,sub,umbrella2,8330,0,338
4616,pos,pre_new,scissors5,4616,0,339
4612,pos,sub,lei9,4612,0,340
2156,pos,sub,cheesegrater14,2156,0,341
2299,pos,pre_new,lock14,2299,0,342
8499,pos,sub,butterfly8,8499,0,343
2224,pos,sub,scale13,2224,0,344
2655,pos,sub,dresser12,2655,0,345
8161,pos,pre_new,powerstrip12,8161,0,346
1605,pos,sub,calculator3,1605,0,347
4599,pos,sub,seashell9,4599,0,348
7279,pos,sub,nunchaku16,7279,0,349
1731,pos,sub,fan2,1731,0,350
8030,pos,sub,cookie1,8030,0,351
2030,pos,sub,dumbbell0,2030,0,352
5833,pos,sub,exercise_equipment5,5833,0,353
8031,pos,sub,broom11,8031,0,354
8118,pos,sub,backpack6,8118,0,355
7405,pos,pre_new,bowtie11,7405,0,356
2158,pos,pre_new,balloon10,2158,0,357
7280,pos,sub,chessboard14,7280,0,358
5470,pos,pre_new,compass1,5470,0,359
8496,pos,sub,ringbinder8,8496,0,360
8492,pos,sub,binoculars14,8492,0,361
1750,pos,sub,decorativescreen10,1750,0,362
5726,pos,pre_new,toothpaste14,5726,0,363
8600,pos,sub,gift15,8600,1,374
7580,pos,sub,cookpot16,7580,1,375
7280,pos,sub,chessboard14,7280,1,376
2037,pos,sub,cookingpan3,2037,1,377
2594,pos,sub,windchime16,2594,1,378
4614,pos,sub,frisbee0,4614,1,379
4599,pos,sub,seashell9,4599,1,380
2030,pos,sub,dumbbell0,2030,1,381
1750,pos,sub,decorativescreen10,1750,1,382
8499,pos,sub,butterfly8,8499,1,383
1605,pos,sub,calculator3,1605,1,384
2391,pos,sub,pokercard14,2391,1,385
8205,pos,sub,hanger9,8205,1,386
2370,pos,sub,handbag3,2370,1,387
8330,pos,sub,umbrella2,8330,1,388
8470,pos,sub,tape8,8470,1,389
2224,pos,sub,scale13,2224,1,390
8492,pos,sub,binoculars14,8492,1,391
8031,pos,sub,broom11,8031,1,392
7279,pos,sub,nunchaku16,7279,1,393
8496,pos,sub,ringbinder8,8496,1,394
5621,pos,sub,bonzai14,5621,1,395
5199,pos,sub,clock1,5199,1,396
8118,pos,sub,backpack6,8118,1,397
4612,pos,sub,lei9,4612,1,398
5833,pos,sub,exercise_equipment5,5833,1,399
1731,pos,sub,fan2,1731,1,400
2156,pos,sub,cheesegrater14,2156,1,401
8030,pos,sub,cookie1,8030,1,402
2346,pos,sub,bearteddy16,2346,1,403
8210,pos,sub,camera7,8210,1,404
2339,pos,sub,turtle3,2339,1,405
7440,pos,sub,cheese8,7440,1,406
2389,pos,sub,key3,2389,1,407
2655,pos,sub,dresser12,2655,1,408
