IAPS,valence,cond,cue,sub,time,order
5470,pos,sub,coin15,5470,0,330
2339,pos,sub,tent4,2339,0,331
8600,pos,sub,chessboard14,8600,0,332
2560,pos,pre_new,windchime16,2560,0,333
1419,pos,pre_new,umbrella2,1419,0,334
5726,pos,sub,frame10,5726,0,335
2370,pos,sub,garbagetrash14,2370,0,336
8492,pos,sub,key3,8492,0,337
8118,pos,sub,cookingpan3,8118,0,338
4628,pos,sub,ringbinder8,4628,0,339
8497,pos,sub,bearteddy16,8497,0,340
8030,pos,sub,butterfly8,8030,0,341
1605,pos,sub,stapler5,1605,0,342
2030,pos,sub,bowtie11,2030,0,343
1441,pos,pre_new,calculator3,1441,0,344
8330,pos,sub,cushion2,8330,0,345
2299,pos,sub,suitcase9,2299,0,346
2388,pos,sub,cheese8,2388,0,347
2216,pos,sub,handbag3,2216,0,348
7405,pos,sub,camera7,7405,0,349
8031,pos,pre_new,hourglass16,8031,0,350
7580,pos,sub,cheesegrater14,7580,0,351
4599,pos,sub,decorativescreen10,4599,0,352
1750,pos,sub,microscope1,1750,0,353
2314,pos,sub,backpack6,2314,0,354
8162,pos,sub,cookpot16,8162,0,355
2598,pos,sub,glove6,2598,0,356
5910,pos,sub,binoculars14,5910,0,357
2208,pos,sub,dumbbell0,2208,0,358
2035,pos,sub,vase15,2035,0,359
4616,pos,sub,dresser12,4616,0,360
5780,pos,pre_new,abacus9,5780,0,361
2037,pos,sub,seashell9,2037,0,362
2341,pos,sub,microwave1,2341,0,363
2391,pos,sub,turtle3,2391,0,364
8205,pos,pre_new,rollerskates16,8205,0,365
2346,pos,sub,cookie1,2346,0,366
1811,pos,pre_new,scale13,1811,0,367
8470,pos,sub,broom11,8470,0,368
2331,pos,pre_new,button5,2331,0,369
2389,pos,sub,balloon10,2389,0,370
7279,pos,sub,bonzai14,7279,0,371
4612,pos,sub,hanger9,4612,0,372
2156,pos,pre_new,compass1,2156,0,373
8370,pos,pre_new,nunchaku16,8370,0,374
7580,pos,sub,cheesegrater14,7580,1,385
8492,pos,sub,key3,8492,1,386
2208,pos,sub,dumbbell0,2208,1,387
4628,pos,sub,ringbinder8,4628,1,388
1605,pos,sub,stapler5,1605,1,389
2370,pos,sub,garbagetrash14,2370,1,390
2339,pos,sub,tent4,2339,1,391
5910,pos,sub,binoculars14,5910,1,392
7405,pos,sub,camera7,7405,1,393
2389,pos,sub,balloon10,2389,1,394
7279,pos,sub,bonzai14,7279,1,395
2030,pos,sub,bowtie11,2030,1,396
8497,pos,sub,bearteddy16,8497,1,397
8030,pos,sub,butterfly8,8030,1,398
8600,pos,sub,chessboard14,8600,1,399
5726,pos,sub,frame10,5726,1,400
8330,pos,sub,cushion2,8330,1,401
8162,pos,sub,cookpot16,8162,1,402
5470,pos,sub,coin15,5470,1,403
2037,pos,sub,seashell9,2037,1,404
2598,pos,sub,glove6,2598,1,405
2341,pos,sub,microwave1,2341,1,406
4599,pos,sub,decorativescreen10,4599,1,407
4616,pos,sub,dresser12,4616,1,408
2216,pos,sub,handbag3,2216,1,409
2391,pos,sub,turtle3,2391,1,410
8470,pos,sub,broom11,8470,1,411
2314,pos,sub,backpack6,2314,1,412
2346,pos,sub,cookie1,2346,1,413
8118,pos,sub,cookingpan3,8118,1,414
1750,pos,sub,microscope1,1750,1,415
4612,pos,sub,hanger9,4612,1,416
2299,pos,sub,suitcase9,2299,1,417
2388,pos,sub,cheese8,2388,1,418
2035,pos,sub,vase15,2035,1,419
