3,0,24,post-recog,540,69,post_new,neg_new,2691.0,1,0.9116841100003512
3,0,24,post-recog,541,4,nt,neg1,6212.0,1,0.7099717640012386
3,0,24,post-recog,542,9,nt,neg1,9290.0,1,1.7980757750010525
3,0,24,post-recog,543,107,post_new,neg_new,9424.0,1,0.7608838700034539
3,0,24,post-recog,544,48,t,neu,2273.0,1,0.7239011390011001
3,0,24,post-recog,545,28,b,neg2,9910.0,0,1.549241886001255
3,0,24,post-recog,546,37,filler,pos,2340.0,1,0.6769991500004835
3,0,24,post-recog,547,14,nt,neg1,9909.0,1,1.4215616389992647
3,0,24,post-recog,548,5,nt,neg1,6520.0,1,0.7026259740014211
3,0,24,post-recog,549,1,nt,neg1,2750.0,1,0.7002852010009519
3,0,24,post-recog,550,124,post_new,neu_new,2191.0,1,0.89381345700167
3,0,24,post-recog,551,79,post_new,neg_new,3350.0,1,0.9485089519985195
3,0,24,post-recog,552,76,post_new,neg_new,3185.0,1,0.6070034719996329
3,0,24,post-recog,553,50,filler,neu,2309.0,1,0.7884286699991208
3,0,24,post-recog,554,46,filler,neu,2102.0,1,0.7997336950029421
3,0,24,post-recog,555,35,filler,pos,2091.0,1,0.6273458899995603
3,0,24,post-recog,556,15,b,neg2,2205.0,1,0.7488633350003511
3,0,24,post-recog,557,7,nt,neg1,9075.0,1,0.7181935790031275
3,0,24,post-recog,558,8,nt,neg1,9187.0,1,0.8879167799968855
3,0,24,post-recog,559,80,post_new,neg_new,4621.0,1,1.07871728399914
3,0,24,post-recog,560,64,post_new,neg_new,2053.0,1,0.6983350019982026
3,0,24,post-recog,561,164,post_new,pos_new,2346.0,1,0.6993764170001668
3,0,24,post-recog,562,138,post_new,neu_new,2595.0,1,0.7767571190015587
3,0,24,post-recog,563,11,nt,neg1,9428.0,1,0.8061938249993545
3,0,24,post-recog,564,127,post_new,neu_new,2377.0,1,0.886649487001705
3,0,24,post-recog,565,66,post_new,neg_new,2120.0,1,0.6997050829995715
3,0,24,post-recog,566,136,post_new,neu_new,2580.0,1,0.8507134710016544
3,0,24,post-recog,567,58,filler,neu,2980.0,1,0.7097881570007303
3,0,24,post-recog,568,169,post_new,pos_new,2598.0,1,1.1042771540014655
3,0,24,post-recog,569,84,post_new,neg_new,6315.0,1,0.7684379409984103
3,0,24,post-recog,570,42,t,pos,7230.0,1,0.7940436190001492
3,0,24,post-recog,571,17,b,neg2,2456.0,1,0.7738726909992693
3,0,24,post-recog,572,54,t,neu,2396.0,1,0.6990338200012047
3,0,24,post-recog,573,55,t,neu,2487.0,1,0.6783112960001745
3,0,24,post-recog,574,40,t,pos,2530.0,1,0.7097776659975352
3,0,24,post-recog,575,176,post_new,pos_new,8161.0,1,0.6769239160021243
3,0,24,post-recog,576,117,post_new,neg_new,9903.0,1,0.6985707339990768
3,0,24,post-recog,577,104,post_new,neg_new,9419.0,1,0.7429105890005303
3,0,24,post-recog,578,170,post_new,pos_new,4612.0,1,0.7000218729990593
3,0,24,post-recog,579,13,nt,neg1,9908.0,1,0.8861278779986606
3,0,24,post-recog,580,23,b,neg2,9163.0,1,0.7396379459969467
3,0,24,post-recog,581,43,filler,pos,7325.0,1,0.6986133209975378
3,0,24,post-recog,582,92,post_new,neg_new,9040.0,1,1.2480683290013985
3,0,24,post-recog,583,77,post_new,neg_new,3220.0,1,0.6206375540023146
3,0,24,post-recog,584,108,post_new,neg_new,9427.0,1,0.7716688760010584
3,0,24,post-recog,585,24,b,neg2,9301.0,1,0.8012346069990599
3,0,24,post-recog,586,57,t,neu,2870.0,1,0.7939204079993942
3,0,24,post-recog,587,18,b,neg2,2490.0,1,0.7763778119988274
3,0,24,post-recog,588,101,post_new,neg_new,9332.0,1,0.8235851249992265
3,0,24,post-recog,589,25,b,neg2,9321.0,1,0.7375753349988372
3,0,24,post-recog,590,154,post_new,pos_new,2035.0,1,0.6995924469993042
3,0,24,post-recog,591,31,t,pos,1601.0,1,0.6690894210005354
3,0,24,post-recog,592,111,post_new,neg_new,9452.0,1,0.7627093390001392
3,0,24,post-recog,593,34,filler,pos,1920.0,1,0.7102698349990533
3,0,24,post-recog,594,3,nt,neg1,3300.0,1,1.1265457549998246
3,0,24,post-recog,595,178,post_new,pos_new,8497.0,1,1.0485384439998597
3,0,24,post-recog,596,26,b,neg2,9425.0,1,1.7741319319975446
3,0,24,post-recog,597,30,t,pos,1340.0,1,0.7483024850007496
3,0,24,post-recog,598,44,t,pos,8120.0,1,0.7986259930003143
3,0,24,post-recog,599,123,post_new,neu_new,2036.0,1,0.9388097420014674
3,0,24,post-recog,600,159,post_new,pos_new,2216.0,1,0.6800481370009948
3,0,24,post-recog,601,21,b,neg2,3500.0,1,0.8982416459984961
3,0,24,post-recog,602,88,post_new,neg_new,6834.0,1,1.0789934389977134
3,0,24,post-recog,603,82,post_new,neg_new,6312.0,1,0.7985119320001104
3,0,24,post-recog,604,118,post_new,neg_new,9922.0,1,0.6137461109974538
3,0,24,post-recog,605,38,t,pos,2373.0,1,0.6126106650008296
3,0,24,post-recog,606,132,post_new,neu_new,2489.0,1,0.802574014000129
3,0,24,post-recog,607,36,t,pos,2154.0,1,0.700711452998803
3,0,24,post-recog,608,163,post_new,pos_new,2331.0,1,1.2636323169972457
3,0,24,post-recog,609,20,b,neg2,3195.0,1,0.7398576359992148
3,0,24,post-recog,610,67,post_new,neg_new,2141.0,1,0.899081990999548
3,0,24,post-recog,611,61,post_new,neg_new,1271.0,1,0.6718649739996181
3,0,24,post-recog,612,53,t,neu,2390.0,1,0.8554711079996196
3,0,24,post-recog,613,112,post_new,neg_new,9600.0,1,0.8457361219989252
3,0,24,post-recog,614,141,post_new,neu_new,4605.0,1,0.763741579001362
3,0,24,post-recog,615,139,post_new,neu_new,3211.0,1,0.755740713000705
3,0,24,post-recog,616,122,post_new,neu_new,2032.0,1,0.6745749220026482
3,0,24,post-recog,617,6,nt,neg1,6838.0,1,1.0486451920005493
3,0,24,post-recog,618,47,t,neu,2272.0,1,0.7934342049993575
