IAPS,valence,cond,cue,sub,time,order
2370,pos,sub,frisbee0,2370,0,318
1750,pos,sub,broom11,1750,0,319
5726,pos,sub,dresser12,5726,0,320
7440,pos,sub,suitcase9,7440,0,321
2156,pos,sub,abacus9,2156,0,322
8499,pos,sub,cheesegrater14,8499,0,323
2560,pos,sub,butterfly8,2560,0,324
1441,pos,sub,cushion2,1441,0,325
2598,pos,sub,hairbrush9,2598,0,326
2314,pos,sub,backpack6,2314,0,327
5621,pos,sub,lei9,5621,0,328
2341,pos,sub,gift15,2341,0,329
1419,pos,pre_new,handbag3,1419,0,330
8118,pos,pre_new,bonzai14,8118,0,331
7280,pos,sub,tent4,7280,0,332
2035,pos,sub,clock1,2035,0,333
7405,pos,pre_new,binoculars14,7405,0,334
1811,pos,sub,tape8,1811,0,335
2655,pos,sub,camera7,2655,0,336
2594,pos,sub,button5,2594,0,337
2391,pos,sub,scale13,2391,0,338
4599,pos,sub,cookingpan3,4599,0,339
8330,pos,sub,tennisracquet7,8330,0,340
2388,pos,sub,exercise_equipment5,2388,0,341
8496,pos,sub,microwave1,8496,0,342
4612,pos,sub,doorknob4,4612,0,343
2299,pos,pre_new,balloon10,2299,0,344
5780,pos,pre_new,ringbinder8,5780,0,345
8470,pos,sub,cookie1,8470,0,346
5833,pos,sub,fan2,5833,0,347
8162,pos,sub,calculator3,8162,0,348
8210,pos,sub,hourglass16,8210,0,349
8030,pos,pre_new,cookpot16,8030,0,350
8497,pos,pre_new,compass1,8497,0,351
2208,pos,sub,pokercard14,2208,0,352
1605,pos,pre_new,scissors5,1605,0,353
2037,pos,sub,hanger9,2037,0,354
8031,pos,sub,chessboard14,8031,0,355
2158,pos,sub,windchime16,2158,0,356
5910,pos,sub,lock14,5910,0,357
4616,pos,pre_new,powerstrip12,4616,0,358
2791,pos,sub,glove6,2791,0,359
8205,pos,sub,frame10,8205,0,360
5199,pos,sub,rollerskates16,5199,0,361
2216,pos,pre_new,toothpaste14,2216,0,362
8496,pos,sub,microwave1,8496,1,373
2560,pos,sub,butterfly8,2560,1,374
5726,pos,sub,dresser12,5726,1,375
2341,pos,sub,gift15,2341,1,376
2037,pos,sub,hanger9,2037,1,377
8470,pos,sub,cookie1,8470,1,378
1441,pos,sub,cushion2,1441,1,379
8031,pos,sub,chessboard14,8031,1,380
8330,pos,sub,tennisracquet7,8330,1,381
4612,pos,sub,doorknob4,4612,1,382
2391,pos,sub,scale13,2391,1,383
2594,pos,sub,button5,2594,1,384
8162,pos,sub,calculator3,8162,1,385
2158,pos,sub,windchime16,2158,1,386
2655,pos,sub,camera7,2655,1,387
5833,pos,sub,fan2,5833,1,388
2370,pos,sub,frisbee0,2370,1,389
8210,pos,sub,hourglass16,8210,1,390
8205,pos,sub,frame10,8205,1,391
1750,pos,sub,broom11,1750,1,392
7440,pos,sub,suitcase9,7440,1,393
4599,pos,sub,cookingpan3,4599,1,394
1811,pos,sub,tape8,1811,1,395
7280,pos,sub,tent4,7280,1,396
2791,pos,sub,glove6,2791,1,397
2388,pos,sub,exercise_equipment5,2388,1,398
2208,pos,sub,pokercard14,2208,1,399
2156,pos,sub,abacus9,2156,1,400
5199,pos,sub,rollerskates16,5199,1,401
5910,pos,sub,lock14,5910,1,402
2598,pos,sub,hairbrush9,2598,1,403
8499,pos,sub,cheesegrater14,8499,1,404
2035,pos,sub,clock1,2035,1,405
5621,pos,sub,lei9,5621,1,406
2314,pos,sub,backpack6,2314,1,407
