IAPS,valence,cond,cue,sub,time,order
1650,pos,sub,cookie1,1650,0,312
8470,pos,sub,coin15,8470,0,313
8210,pos,pre_new,lei9,8210,0,314
2389,pos,sub,backpack6,2389,0,315
8205,pos,sub,exercise_equipment5,8205,0,316
5833,pos,sub,compass1,5833,0,317
1441,pos,sub,dresser12,1441,0,318
2030,pos,sub,binoculars14,2030,0,319
2560,pos,pre_new,clock1,2560,0,320
2314,pos,sub,windchime16,2314,0,321
1811,pos,sub,hairbrush9,1811,0,322
5780,pos,sub,cookpot16,5780,0,323
4616,pos,sub,dumbbell0,4616,0,324
5621,pos,sub,garbagetrash14,5621,0,325
5470,pos,sub,gift15,5470,0,326
2370,pos,sub,pokercard14,2370,0,327
7280,pos,sub,suitcase9,7280,0,328
2224,pos,sub,lock14,2224,0,329
1419,pos,pre_new,seashell9,1419,0,330
2156,pos,pre_new,broom11,2156,0,331
8497,pos,sub,abacus9,8497,0,332
5910,pos,sub,tennisracquet7,5910,0,333
1463,pos,sub,microscope1,1463,0,334
4628,pos,sub,cheese8,4628,0,335
7440,pos,pre_new,doorknob4,7440,0,336
1731,pos,sub,bonzai14,1731,0,337
8118,pos,sub,nunchaku16,8118,0,338
5726,pos,pre_new,decorativescreen10,5726,0,339
8499,pos,sub,cushion2,8499,0,340
2655,pos,sub,vase15,2655,0,341
7279,pos,pre_new,microwave1,7279,0,342
2339,pos,pre_new,turtle3,2339,0,343
2302,pos,sub,butterfly8,2302,0,344
2208,pos,sub,button5,2208,0,345
2035,pos,sub,fan2,2035,0,346
8161,pos,sub,calculator3,8161,0,347
2791,pos,pre_new,cheesegrater14,2791,0,348
2391,pos,sub,toothpaste14,2391,0,349
8492,pos,sub,key3,8492,0,350
7580,pos,sub,glove6,7580,0,351
8030,pos,sub,tent4,8030,0,352
8162,pos,sub,camera7,8162,0,353
4614,pos,sub,frame10,4614,0,354
2388,pos,sub,bearteddy16,2388,0,355
2299,pos,pre_new,ringbinder8,2299,0,356
2370,pos,sub,pokercard14,2370,1,367
4616,pos,sub,dumbbell0,4616,1,368
5833,pos,sub,compass1,5833,1,369
2035,pos,sub,fan2,2035,1,370
8118,pos,sub,nunchaku16,8118,1,371
4628,pos,sub,cheese8,4628,1,372
1811,pos,sub,hairbrush9,1811,1,373
2208,pos,sub,button5,2208,1,374
5780,pos,sub,cookpot16,5780,1,375
8492,pos,sub,key3,8492,1,376
2030,pos,sub,binoculars14,2030,1,377
8161,pos,sub,calculator3,8161,1,378
2389,pos,sub,backpack6,2389,1,379
8470,pos,sub,coin15,8470,1,380
2391,pos,sub,toothpaste14,2391,1,381
2224,pos,sub,lock14,2224,1,382
1650,pos,sub,cookie1,1650,1,383
5910,pos,sub,tennisracquet7,5910,1,384
7580,pos,sub,glove6,7580,1,385
5621,pos,sub,garbagetrash14,5621,1,386
2655,pos,sub,vase15,2655,1,387
2314,pos,sub,windchime16,2314,1,388
8499,pos,sub,cushion2,8499,1,389
8205,pos,sub,exercise_equipment5,8205,1,390
2302,pos,sub,butterfly8,2302,1,391
8030,pos,sub,tent4,8030,1,392
2388,pos,sub,bearteddy16,2388,1,393
5470,pos,sub,gift15,5470,1,394
4614,pos,sub,frame10,4614,1,395
1463,pos,sub,microscope1,1463,1,396
1731,pos,sub,bonzai14,1731,1,397
8162,pos,sub,camera7,8162,1,398
7280,pos,sub,suitcase9,7280,1,399
8497,pos,sub,abacus9,8497,1,400
1441,pos,sub,dresser12,1441,1,401
