8,0,21,cycles,0,60,4,b,neg1,glove6,6212.0,1
8,0,21,cycles,0,61,50,t,neu,broom11,2309.0,1
8,0,21,cycles,0,62,29,nt,neg2,pokercard14,9921.0,1
8,0,21,cycles,0,63,47,t,neu,umbrella2,2272.0,0
8,0,21,cycles,0,64,36,t,pos,bearteddy16,2154.0,1
8,0,21,cycles,0,65,38,filler,pos,decorativescreen10,2373.0,1
8,0,21,cycles,0,66,19,nt,neg2,ringbinder8,2590.0,1
8,0,21,cycles,0,67,39,filler,pos,microscope1,2398.0,1
8,0,21,cycles,0,68,54,t,neu,garbagetrash14,2396.0,1
8,0,21,cycles,0,69,46,t,neu,hanger9,2102.0,1
8,0,21,cycles,0,70,55,filler,neu,frisbee0,2487.0,1
8,0,21,cycles,0,71,21,nt,neg2,button5,3500.0,1
8,0,21,cycles,0,72,28,nt,neg2,hairbrush9,9910.0,1
8,0,21,cycles,0,73,20,nt,neg2,microwave1,3195.0,1
8,0,21,cycles,0,74,25,nt,neg2,tent4,9321.0,0
8,0,21,cycles,0,75,3,b,neg1,butterfly8,3300.0,1
8,0,21,cycles,0,76,12,b,neg1,frame10,9611.0,1
8,0,21,cycles,0,77,1,b,neg1,windchime16,2750.0,1
8,0,21,cycles,0,78,6,b,neg1,vase15,6838.0,1
8,0,21,cycles,0,79,35,t,pos,toothpaste14,2091.0,1
8,0,21,cycles,0,80,42,t,pos,bowtie11,7230.0,1
8,0,21,cycles,0,81,23,nt,neg2,powerstrip12,9163.0,1
8,0,21,cycles,0,82,2,b,neg1,camera7,3216.0,1
8,0,21,cycles,0,83,9,b,neg1,scissors5,9290.0,0
8,0,21,cycles,0,84,57,t,neu,calculator3,2870.0,1
8,0,21,cycles,0,85,45,filler,neu,clock1,1303.0,1
8,0,21,cycles,0,86,37,t,pos,suitcase9,2340.0,1
8,0,21,cycles,0,87,22,nt,neg2,doorknob4,6821.0,1
8,0,21,cycles,0,88,24,nt,neg2,lei9,9301.0,1
8,0,21,cycles,0,89,59,t,neu,cheesegrater14,7057.0,1
8,0,21,cycles,0,90,41,t,pos,cookingpan3,4626.0,1
8,0,21,cycles,0,91,56,filler,neu,balloon10,2749.0,1
8,0,21,cycles,0,92,17,nt,neg2,tennisracquet7,2456.0,1
8,0,21,cycles,0,93,15,nt,neg2,backpack6,2205.0,1
8,0,21,cycles,0,94,34,t,pos,scale13,1920.0,1
8,0,21,cycles,0,95,44,t,pos,compass1,8120.0,1
8,0,21,cycles,0,96,52,t,neu,cheese8,2383.0,1
8,0,21,cycles,0,97,13,b,neg1,rollerskates16,9908.0,1
8,0,21,cycles,0,98,32,filler,pos,nunchaku16,1659.0,1
8,0,21,cycles,0,99,27,nt,neg2,gift15,9599.0,1
8,0,21,cycles,0,100,14,b,neg1,bonzai14,9909.0,1
8,0,21,cycles,0,101,5,b,neg1,coin15,6520.0,1
8,0,21,cycles,0,102,33,t,pos,dumbbell0,1710.0,1
8,0,21,cycles,0,103,43,t,pos,key3,7325.0,1
8,0,21,cycles,0,104,31,filler,pos,exercise_equipment5,1601.0,1
8,0,21,cycles,0,105,48,t,neu,seashell9,2273.0,1
8,0,21,cycles,0,106,0,b,neg1,lock14,2683.0,1
8,0,21,cycles,0,107,18,nt,neg2,abacus9,2490.0,1
8,0,21,cycles,0,108,26,nt,neg2,cookie1,9425.0,1
8,0,21,cycles,0,109,40,filler,pos,binoculars14,2530.0,1
8,0,21,cycles,0,110,7,b,neg1,cookpot16,9075.0,1
8,0,21,cycles,0,111,30,t,pos,tape8,1340.0,1
8,0,21,cycles,0,112,58,t,neu,cushion2,2980.0,1
8,0,21,cycles,0,113,10,b,neg1,dresser12,9415.0,1
8,0,21,cycles,0,114,8,b,neg1,chessboard14,9187.0,1
8,0,21,cycles,0,115,51,t,neu,handbag3,2382.0,0
8,0,21,cycles,0,116,16,nt,neg2,fan2,2345.1,1
8,0,21,cycles,0,117,49,filler,neu,stapler5,2308.0,1
8,0,21,cycles,0,118,53,filler,neu,turtle3,2390.0,1
8,0,21,cycles,0,119,11,b,neg1,hourglass16,9428.0,1
8,0,21,cycles,1,120,9,b,neg1,scissors5,9290.0,1
8,0,21,cycles,1,121,25,nt,neg2,tent4,9321.0,1
8,0,21,cycles,1,122,47,t,neu,umbrella2,2272.0,1
8,0,21,cycles,1,123,51,t,neu,handbag3,2382.0,1
