itemID,cond,value,subjID,gender,age,CB
0,r,3,23,1,19,1
1,n,2,23,1,19,1
2,r,2,23,1,19,1
3,n,3,23,1,19,1
4,r,3,23,1,19,1
5,r,3,23,1,19,1
6,n,2,23,1,19,1
7,n,3,23,1,19,1
8,r,3,23,1,19,1
9,n,2,23,1,19,1
10,n,3,23,1,19,1
11,r,3,23,1,19,1
12,r,2,23,1,19,1
13,n,3,23,1,19,1
14,r,2,23,1,19,1
15,n,3,23,1,19,1
16,n,2,23,1,19,1
17,r,3,23,1,19,1
18,n,4,23,1,19,1
19,r,3,23,1,19,1
