IAPS,TNTcond,cue,itemID,valence,subjID,gender,age,CB,order
2154,filler,cookingpan3,36,pos,37,1,23,2,0
2487,filler,tennisracquet7,55,neu,37,1,23,2,1
2308,filler,dresser12,49,neu,37,1,23,2,2
1659,filler,turtle3,32,pos,37,1,23,2,3
2309,filler,cushion2,50,neu,37,1,23,2,4
3216,b,cheesegrater14,2,neg1,37,1,23,2,5
2683,b,button5,0,neg1,37,1,23,2,6
9075,b,cookie1,7,neg1,37,1,23,2,7
7325,t,umbrella2,43,pos,37,1,23,2,8
2345.1,nt,camera7,16,neg2,37,1,23,2,9
3300,b,fan2,3,neg1,37,1,23,2,10
2273,t,doorknob4,48,neu,37,1,23,2,11
2749,t,frame10,56,neu,37,1,23,2,12
9425,nt,broom11,26,neg2,37,1,23,2,13
6821,nt,tent4,22,neg2,37,1,23,2,14
2980,t,pokercard14,58,neu,37,1,23,2,15
9921,nt,dumbbell0,29,neg2,37,1,23,2,16
2870,t,cheese8,57,neu,37,1,23,2,17
1920,t,calculator3,34,pos,37,1,23,2,18
9321,nt,chessboard14,25,neg2,37,1,23,2,19
2390,t,hanger9,53,neu,37,1,23,2,20
9908,b,garbagetrash14,13,neg1,37,1,23,2,21
2590,nt,hourglass16,19,neg2,37,1,23,2,22
2456,nt,glove6,17,neg2,37,1,23,2,23
2091,t,lei9,35,pos,37,1,23,2,24
9909,b,binoculars14,14,neg1,37,1,23,2,25
9290,b,coin15,9,neg1,37,1,23,2,26
2530,t,exercise_equipment5,40,pos,37,1,23,2,27
9301,nt,stapler5,24,neg2,37,1,23,2,28
1303,t,microscope1,45,neu,37,1,23,2,29
9611,b,scissors5,12,neg1,37,1,23,2,30
9415,b,rollerskates16,10,neg1,37,1,23,2,31
2750,b,toothpaste14,1,neg1,37,1,23,2,32
4626,t,vase15,41,pos,37,1,23,2,33
2340,t,ringbinder8,37,pos,37,1,23,2,34
2383,t,bearteddy16,52,neu,37,1,23,2,35
8120,t,tape8,44,pos,37,1,23,2,36
3500,nt,backpack6,21,neg2,37,1,23,2,37
2102,t,butterfly8,46,neu,37,1,23,2,38
2205,nt,windchime16,15,neg2,37,1,23,2,39
2272,t,gift15,47,neu,37,1,23,2,40
3195,nt,handbag3,20,neg2,37,1,23,2,41
6838,b,bonzai14,6,neg1,37,1,23,2,42
2396,t,decorativescreen10,54,neu,37,1,23,2,43
9428,b,microwave1,11,neg1,37,1,23,2,44
6520,b,cookpot16,5,neg1,37,1,23,2,45
2490,nt,lock14,18,neg2,37,1,23,2,46
9910,nt,scale13,28,neg2,37,1,23,2,47
2398,t,compass1,39,pos,37,1,23,2,48
9187,b,bowtie11,8,neg1,37,1,23,2,49
1710,t,balloon10,33,pos,37,1,23,2,50
6212,b,abacus9,4,neg1,37,1,23,2,51
1601,t,powerstrip12,31,pos,37,1,23,2,52
9599,nt,key3,27,neg2,37,1,23,2,53
9163,nt,frisbee0,23,neg2,37,1,23,2,54
2373,filler,suitcase9,38,pos,37,1,23,2,55
1340,filler,hairbrush9,30,pos,37,1,23,2,56
7057,filler,clock1,59,neu,37,1,23,2,57
7230,filler,seashell9,42,pos,37,1,23,2,58
2382,filler,nunchaku16,51,neu,37,1,23,2,59
