IAPS,valence,cond,cue,sub,time,order
5780,pos,sub,calculator3,5780,0,309
2030,pos,sub,cookpot16,2030,0,310
2208,pos,sub,rollerskates16,2208,0,311
2035,pos,sub,cookingpan3,2035,0,312
2314,pos,sub,broom11,2314,0,313
5833,pos,pre_new,stapler5,5833,0,314
2339,pos,pre_new,lock14,2339,0,315
2389,pos,pre_new,clock1,2389,0,316
7440,pos,sub,microscope1,7440,0,317
2299,pos,sub,chessboard14,2299,0,318
8205,pos,sub,powerstrip12,8205,0,319
2370,pos,pre_new,hourglass16,2370,0,320
2224,pos,sub,dresser12,2224,0,321
7405,pos,sub,binoculars14,7405,0,322
4599,pos,sub,pokercard14,4599,0,323
2341,pos,sub,cheesegrater14,2341,0,324
2216,pos,pre_new,nunchaku16,2216,0,325
2594,pos,sub,cushion2,2594,0,326
8470,pos,sub,tent4,8470,0,327
8600,pos,sub,bonzai14,8600,0,328
8030,pos,sub,backpack6,8030,0,329
5910,pos,sub,frisbee0,5910,0,330
2598,pos,sub,cheese8,2598,0,331
1731,pos,sub,coin15,1731,0,332
1750,pos,sub,toothpaste14,1750,0,333
7279,pos,sub,fan2,7279,0,334
8031,pos,sub,windchime16,8031,0,335
1811,pos,sub,glove6,1811,0,336
2655,pos,pre_new,exercise_equipment5,2655,0,337
2388,pos,sub,seashell9,2388,0,338
4700,pos,sub,turtle3,4700,0,339
8499,pos,sub,suitcase9,8499,0,340
5470,pos,sub,gift15,5470,0,341
8492,pos,sub,microwave1,8492,0,342
4614,pos,sub,doorknob4,4614,0,343
2158,pos,sub,butterfly8,2158,0,344
8370,pos,sub,scissors5,8370,0,345
8497,pos,sub,abacus9,8497,0,346
8161,pos,pre_new,dumbbell0,8161,0,347
8162,pos,pre_new,bearteddy16,8162,0,348
1441,pos,sub,garbagetrash14,1441,0,349
2560,pos,sub,frame10,2560,0,350
2037,pos,pre_new,button5,2037,0,351
4628,pos,sub,hairbrush9,4628,0,352
7580,pos,pre_new,decorativescreen10,7580,0,353
5470,pos,sub,gift15,5470,1,364
7279,pos,sub,fan2,7279,1,365
1811,pos,sub,glove6,1811,1,366
2341,pos,sub,cheesegrater14,2341,1,367
2388,pos,sub,seashell9,2388,1,368
1441,pos,sub,garbagetrash14,1441,1,369
1731,pos,sub,coin15,1731,1,370
2208,pos,sub,rollerskates16,2208,1,371
2158,pos,sub,butterfly8,2158,1,372
2560,pos,sub,frame10,2560,1,373
8470,pos,sub,tent4,8470,1,374
8370,pos,sub,scissors5,8370,1,375
8205,pos,sub,powerstrip12,8205,1,376
2030,pos,sub,cookpot16,2030,1,377
8492,pos,sub,microwave1,8492,1,378
2299,pos,sub,chessboard14,2299,1,379
8031,pos,sub,windchime16,8031,1,380
5910,pos,sub,frisbee0,5910,1,381
5780,pos,sub,calculator3,5780,1,382
2035,pos,sub,cookingpan3,2035,1,383
8600,pos,sub,bonzai14,8600,1,384
4628,pos,sub,hairbrush9,4628,1,385
4614,pos,sub,doorknob4,4614,1,386
4599,pos,sub,pokercard14,4599,1,387
8499,pos,sub,suitcase9,8499,1,388
4700,pos,sub,turtle3,4700,1,389
2594,pos,sub,cushion2,2594,1,390
1750,pos,sub,toothpaste14,1750,1,391
8497,pos,sub,abacus9,8497,1,392
7405,pos,sub,binoculars14,7405,1,393
2598,pos,sub,cheese8,2598,1,394
2314,pos,sub,broom11,2314,1,395
7440,pos,sub,microscope1,7440,1,396
2224,pos,sub,dresser12,2224,1,397
8030,pos,sub,backpack6,8030,1,398
