itemID,cond,value,subjID,gender,age,CB
0,r,1,30,1,22,2
1,r,1,30,1,22,2
2,n,2,30,1,22,2
3,n,4,30,1,22,2
4,r,3,30,1,22,2
5,n,1,30,1,22,2
6,n,1,30,1,22,2
7,r,2,30,1,22,2
8,n,1,30,1,22,2
9,r,1,30,1,22,2
10,r,2,30,1,22,2
11,n,1,30,1,22,2
12,n,4,30,1,22,2
13,n,1,30,1,22,2
14,r,1,30,1,22,2
15,r,1,30,1,22,2
16,n,2,30,1,22,2
17,n,1,30,1,22,2
18,r,3,30,1,22,2
19,r,1,30,1,22,2
