IAPS,TNTcond,cue,itemID,valence,subjID,gender,age,CB,order,cycleN,correct
2373,t,pokercard14,38,pos,33,1,23,1,60,0,1
8120,filler,gift15,44,pos,33,1,23,1,61,0,1
9428,nt,scissors5,11,neg1,33,1,23,1,62,0,1
9301,b,compass1,24,neg2,33,1,23,1,63,0,0
2749,t,balloon10,56,neu,33,1,23,1,64,0,1
2530,t,decorativescreen10,40,pos,33,1,23,1,65,0,1
9425,b,frisbee0,26,neg2,33,1,23,1,66,0,1
2272,t,hanger9,47,neu,33,1,23,1,67,0,1
6821,b,microwave1,22,neg2,33,1,23,1,68,0,1
2750,nt,exercise_equipment5,1,neg1,33,1,23,1,69,0,0
9910,b,calculator3,28,neg2,33,1,23,1,70,0,0
9290,nt,butterfly8,9,neg1,33,1,23,1,71,0,1
2308,t,nunchaku16,49,neu,33,1,23,1,72,0,1
2683,nt,turtle3,0,neg1,33,1,23,1,73,0,0
2870,t,dresser12,57,neu,33,1,23,1,74,0,0
9921,b,vase15,29,neg2,33,1,23,1,75,0,0
2398,filler,coin15,39,pos,33,1,23,1,76,0,1
2383,filler,lei9,52,neu,33,1,23,1,77,0,1
9321,b,toothpaste14,25,neg2,33,1,23,1,78,0,1
2980,filler,broom11,58,neu,33,1,23,1,79,0,1
9075,nt,hourglass16,7,neg1,33,1,23,1,80,0,1
1659,filler,tent4,32,pos,33,1,23,1,81,0,1
7325,t,lock14,43,pos,33,1,23,1,82,0,0
1920,filler,suitcase9,34,pos,33,1,23,1,83,0,1
2456,b,stapler5,17,neg2,33,1,23,1,84,0,0
2154,t,windchime16,36,pos,33,1,23,1,85,0,1
9611,nt,binoculars14,12,neg1,33,1,23,1,86,0,1
9187,nt,clock1,8,neg1,33,1,23,1,87,0,0
2490,b,seashell9,18,neg2,33,1,23,1,88,0,1
3195,b,abacus9,20,neg2,33,1,23,1,89,0,0
6838,nt,glove6,6,neg1,33,1,23,1,90,0,1
2390,t,bearteddy16,53,neu,33,1,23,1,91,0,1
2487,t,cookie1,55,neu,33,1,23,1,92,0,1
1710,t,doorknob4,33,pos,33,1,23,1,93,0,1
1303,filler,cheesegrater14,45,neu,33,1,23,1,94,0,0
2396,t,button5,54,neu,33,1,23,1,95,0,1
6520,nt,rollerskates16,5,neg1,33,1,23,1,96,0,0
6212,nt,bowtie11,4,neg1,33,1,23,1,97,0,1
9415,nt,garbagetrash14,10,neg1,33,1,23,1,98,0,1
1340,filler,handbag3,30,pos,33,1,23,1,99,0,1
2273,filler,ringbinder8,48,neu,33,1,23,1,100,0,0
1601,t,tennisracquet7,31,pos,33,1,23,1,101,0,1
9909,nt,backpack6,14,neg1,33,1,23,1,102,0,0
2382,t,cookingpan3,51,neu,33,1,23,1,103,0,0
9599,b,powerstrip12,27,neg2,33,1,23,1,104,0,0
2205,b,dumbbell0,15,neg2,33,1,23,1,105,0,1
2309,t,chessboard14,50,neu,33,1,23,1,106,0,1
3500,b,microscope1,21,neg2,33,1,23,1,107,0,0
2091,t,umbrella2,35,pos,33,1,23,1,108,0,1
3300,nt,bonzai14,3,neg1,33,1,23,1,109,0,1
9163,b,fan2,23,neg2,33,1,23,1,110,0,0
2102,t,hairbrush9,46,neu,33,1,23,1,111,0,1
3216,nt,frame10,2,neg1,33,1,23,1,112,0,0
7057,filler,cookpot16,59,neu,33,1,23,1,113,0,1
2590,b,key3,19,neg2,33,1,23,1,114,0,1
2340,t,tape8,37,pos,33,1,23,1,115,0,1
9908,nt,scale13,13,neg1,33,1,23,1,116,0,1
4626,t,camera7,41,pos,33,1,23,1,117,0,1
2345.1,b,cushion2,16,neg2,33,1,23,1,118,0,1
7230,t,cheese8,42,pos,33,1,23,1,119,0,1
6520,nt,rollerskates16,5,neg1,33,1,23,1,120,1,0
9910,b,calculator3,28,neg2,33,1,23,1,121,1,1
1303,filler,cheesegrater14,45,neu,33,1,23,1,122,1,1
2870,t,dresser12,57,neu,33,1,23,1,123,1,1
9301,b,compass1,24,neg2,33,1,23,1,124,1,1
3195,b,abacus9,20,neg2,33,1,23,1,125,1,1
9599,b,powerstrip12,27,neg2,33,1,23,1,126,1,1
2456,b,stapler5,17,neg2,33,1,23,1,127,1,0
7325,t,lock14,43,pos,33,1,23,1,128,1,0
2683,nt,turtle3,0,neg1,33,1,23,1,129,1,0
2750,nt,exercise_equipment5,1,neg1,33,1,23,1,130,1,0
9187,nt,clock1,8,neg1,33,1,23,1,131,1,0
2273,filler,ringbinder8,48,neu,33,1,23,1,132,1,1
3216,nt,frame10,2,neg1,33,1,23,1,133,1,0
9921,b,vase15,29,neg2,33,1,23,1,134,1,1
3500,b,microscope1,21,neg2,33,1,23,1,135,1,1
2382,t,cookingpan3,51,neu,33,1,23,1,136,1,0
9909,nt,backpack6,14,neg1,33,1,23,1,137,1,1
9163,b,fan2,23,neg2,33,1,23,1,138,1,1
2456,b,stapler5,17,neg2,33,1,23,1,139,2,1
9187,nt,clock1,8,neg1,33,1,23,1,140,2,1
2750,nt,exercise_equipment5,1,neg1,33,1,23,1,141,2,0
2683,nt,turtle3,0,neg1,33,1,23,1,142,2,1
6520,nt,rollerskates16,5,neg1,33,1,23,1,143,2,0
2382,t,cookingpan3,51,neu,33,1,23,1,144,2,1
3216,nt,frame10,2,neg1,33,1,23,1,145,2,1
7325,t,lock14,43,pos,33,1,23,1,146,2,0
2750,nt,exercise_equipment5,1,neg1,33,1,23,1,147,3,1
6520,nt,rollerskates16,5,neg1,33,1,23,1,148,3,1
7325,t,lock14,43,pos,33,1,23,1,149,3,1
