IAPS,TNTcond,cue,itemID,valence,subjID,gender,age,CB,order,block,intrusion,RT
2398,filler,coin15,39,pos,33,1,23,1,375,0,,0.0
1659,filler,tent4,32,pos,33,1,23,1,376,0,0,0.654
2980,filler,broom11,58,neu,33,1,23,1,377,0,2,0.621
2273,filler,ringbinder8,48,neu,33,1,23,1,378,0,1,0.387
8120,filler,gift15,44,pos,33,1,23,1,379,0,0,0.571
7057,filler,cookpot16,59,neu,33,1,23,1,380,0,0,0.602
1303,filler,cheesegrater14,45,neu,33,1,23,1,381,0,2,0.404
2383,filler,lei9,52,neu,33,1,23,1,382,0,2,0.421
1920,filler,suitcase9,34,pos,33,1,23,1,383,0,2,0.354
1340,filler,handbag3,30,pos,33,1,23,1,384,0,0,0.587
9908,nt,scale13,13,neg1,33,1,23,1,420,1,2,0.537
2390,t,bearteddy16,53,neu,33,1,23,1,421,1,1,0.887
2382,t,cookingpan3,51,neu,33,1,23,1,422,1,1,1.104
2154,t,windchime16,36,pos,33,1,23,1,423,1,2,0.404
6520,nt,rollerskates16,5,neg1,33,1,23,1,424,1,2,0.32
2340,t,tape8,37,pos,33,1,23,1,425,1,2,0.27
3300,nt,bonzai14,3,neg1,33,1,23,1,426,1,2,0.303
9909,nt,backpack6,14,neg1,33,1,23,1,427,1,2,0.37
2373,t,pokercard14,38,pos,33,1,23,1,428,1,2,0.404
9415,nt,garbagetrash14,10,neg1,33,1,23,1,429,1,2,0.27
2530,t,decorativescreen10,40,pos,33,1,23,1,430,1,0,0.587
9075,nt,hourglass16,7,neg1,33,1,23,1,431,1,2,0.286
2091,t,umbrella2,35,pos,33,1,23,1,432,1,2,0.271
9187,nt,clock1,8,neg1,33,1,23,1,433,1,2,0.27
2396,t,button5,54,neu,33,1,23,1,434,1,2,0.271
3216,nt,frame10,2,neg1,33,1,23,1,435,1,2,0.27
1601,t,tennisracquet7,31,pos,33,1,23,1,436,1,1,0.603
2309,t,chessboard14,50,neu,33,1,23,1,437,1,2,0.354
2750,nt,exercise_equipment5,1,neg1,33,1,23,1,438,1,2,0.27
