IAPS,valence,cond,cue,sub,time,order
8161,pos,pre_new,button5,8161,0,317
2346,pos,sub,tennisracquet7,2346,0,318
1441,pos,pre_new,scissors5,1441,0,319
1650,pos,pre_new,broom11,1650,0,320
8497,pos,sub,ringbinder8,8497,0,321
2391,pos,sub,clock1,2391,0,322
4700,pos,sub,tent4,4700,0,323
2388,pos,sub,exercise_equipment5,2388,0,324
8496,pos,sub,calculator3,8496,0,325
8492,pos,sub,cheesegrater14,8492,0,326
5621,pos,sub,abacus9,5621,0,327
4616,pos,sub,umbrella2,4616,0,328
2208,pos,sub,vase15,2208,0,329
2560,pos,pre_new,fan2,2560,0,330
1811,pos,sub,hairbrush9,1811,0,331
2314,pos,sub,turtle3,2314,0,332
7440,pos,pre_new,bonzai14,7440,0,333
4614,pos,sub,suitcase9,4614,0,334
4628,pos,pre_new,hourglass16,4628,0,335
8210,pos,sub,cookingpan3,8210,0,336
1463,pos,pre_new,cushion2,1463,0,337
8600,pos,pre_new,bearteddy16,8600,0,338
2791,pos,sub,handbag3,2791,0,339
2299,pos,sub,butterfly8,2299,0,340
2030,pos,pre_new,pokercard14,2030,0,341
1731,pos,pre_new,bowtie11,1731,0,342
8499,pos,sub,binoculars14,8499,0,343
2224,pos,sub,lei9,2224,0,344
8162,pos,sub,decorativescreen10,8162,0,345
1605,pos,sub,balloon10,1605,0,346
8031,pos,sub,microscope1,8031,0,347
8205,pos,sub,cookpot16,8205,0,348
7405,pos,sub,scale13,7405,0,349
2156,pos,sub,seashell9,2156,0,350
1750,pos,sub,toothpaste14,1750,0,351
5910,pos,sub,stapler5,5910,0,352
2655,pos,sub,camera7,2655,0,353
2370,pos,sub,powerstrip12,2370,0,354
5470,pos,sub,frisbee0,5470,0,355
2037,pos,sub,chessboard14,2037,0,356
2598,pos,sub,cookie1,2598,0,357
7580,pos,sub,dumbbell0,7580,0,358
2158,pos,sub,microwave1,2158,0,359
8330,pos,sub,nunchaku16,8330,0,360
2302,pos,sub,compass1,2302,0,361
2037,pos,sub,chessboard14,2037,1,372
1750,pos,sub,toothpaste14,1750,1,373
2791,pos,sub,handbag3,2791,1,374
2299,pos,sub,butterfly8,2299,1,375
1811,pos,sub,hairbrush9,1811,1,376
7580,pos,sub,dumbbell0,7580,1,377
8210,pos,sub,cookingpan3,8210,1,378
2302,pos,sub,compass1,2302,1,379
2388,pos,sub,exercise_equipment5,2388,1,380
2598,pos,sub,cookie1,2598,1,381
8205,pos,sub,cookpot16,8205,1,382
2314,pos,sub,turtle3,2314,1,383
7405,pos,sub,scale13,7405,1,384
2346,pos,sub,tennisracquet7,2346,1,385
8497,pos,sub,ringbinder8,8497,1,386
8031,pos,sub,microscope1,8031,1,387
2208,pos,sub,vase15,2208,1,388
4700,pos,sub,tent4,4700,1,389
8499,pos,sub,binoculars14,8499,1,390
5470,pos,sub,frisbee0,5470,1,391
8162,pos,sub,decorativescreen10,8162,1,392
1605,pos,sub,balloon10,1605,1,393
8492,pos,sub,cheesegrater14,8492,1,394
8496,pos,sub,calculator3,8496,1,395
2370,pos,sub,powerstrip12,2370,1,396
2391,pos,sub,clock1,2391,1,397
5910,pos,sub,stapler5,5910,1,398
8330,pos,sub,nunchaku16,8330,1,399
2224,pos,sub,lei9,2224,1,400
4614,pos,sub,suitcase9,4614,1,401
2158,pos,sub,microwave1,2158,1,402
4616,pos,sub,umbrella2,4616,1,403
5621,pos,sub,abacus9,5621,1,404
2156,pos,sub,seashell9,2156,1,405
2655,pos,sub,camera7,2655,1,406
