IAPS,TNTcond,cue,itemID,valence,subjID,gender,age,CB,order,val,aro,correct
2373,filler,key3,38,pos,15,1,22,1,898,5,1,1
2383,filler,fan2,52,neu,15,1,22,1,899,5,3,1
2308,filler,cushion2,49,neu,15,1,22,1,900,5,2,1
2980,filler,tennisracquet7,58,neu,15,1,22,1,901,5,3,0
2273,filler,scale13,48,neu,15,1,22,1,902,4,3,0
9301,b,nunchaku16,24,neg2,15,1,22,1,903,2,6,1
9163,b,windchime16,23,neg2,15,1,22,1,904,2,7,1
1601,t,powerstrip12,31,pos,15,1,22,1,905,,,0
2309,t,camera7,50,neu,15,1,22,1,906,4,4,1
6821,b,hanger9,22,neg2,15,1,22,1,907,3,6,1
9425,b,stapler5,26,neg2,15,1,22,1,908,3,6,1
2091,t,scissors5,35,pos,15,1,22,1,909,8,2,1
6520,nt,cookpot16,5,neg1,15,1,22,1,910,,,0
9415,nt,lei9,10,neg1,15,1,22,1,911,3,3,1
9909,nt,umbrella2,14,neg1,15,1,22,1,912,5,6,1
3195,b,button5,20,neg2,15,1,22,1,913,3,8,1
2272,t,frisbee0,47,neu,15,1,22,1,914,5,2,1
2487,t,toothpaste14,55,neu,15,1,22,1,915,,,0
9910,b,exercise_equipment5,28,neg2,15,1,22,1,916,5,5,1
3500,b,bowtie11,21,neg2,15,1,22,1,917,5,3,1
2490,b,pokercard14,18,neg2,15,1,22,1,918,3,2,1
2456,b,dumbbell0,17,neg2,15,1,22,1,919,5,5,1
9611,nt,lock14,12,neg1,15,1,22,1,920,3,7,1
9321,b,cookie1,25,neg2,15,1,22,1,921,2,5,1
1920,t,microscope1,34,pos,15,1,22,1,922,9,1,1
9428,nt,suitcase9,11,neg1,15,1,22,1,923,,,0
2102,t,compass1,46,neu,15,1,22,1,924,5,1,1
2340,t,cookingpan3,37,pos,15,1,22,1,925,8,3,1
2590,b,tape8,19,neg2,15,1,22,1,926,5,4,1
2683,nt,microwave1,0,neg1,15,1,22,1,927,5,7,1
6838,nt,hourglass16,6,neg1,15,1,22,1,928,5,4,1
2382,t,broom11,51,neu,15,1,22,1,929,5,3,1
1659,t,backpack6,32,pos,15,1,22,1,930,,,0
2749,t,bonzai14,56,neu,15,1,22,1,931,5,3,1
2390,t,frame10,53,neu,15,1,22,1,932,5,4,1
9075,nt,vase15,7,neg1,15,1,22,1,933,3,6,1
7057,t,butterfly8,59,neu,15,1,22,1,934,5,5,1
3300,nt,dresser12,3,neg1,15,1,22,1,935,4,2,1
9908,nt,bearteddy16,13,neg1,15,1,22,1,936,,,0
2205,b,rollerskates16,15,neg2,15,1,22,1,937,5,1,1
2396,t,abacus9,54,neu,15,1,22,1,938,6,4,1
7325,t,doorknob4,43,pos,15,1,22,1,939,5,2,1
9599,b,balloon10,27,neg2,15,1,22,1,940,2,6,1
6212,nt,chessboard14,4,neg1,15,1,22,1,941,4,6,1
1710,t,handbag3,33,pos,15,1,22,1,942,8,4,1
9921,b,seashell9,29,neg2,15,1,22,1,943,5,6,1
3216,nt,decorativescreen10,2,neg1,15,1,22,1,944,5,7,1
9290,nt,garbagetrash14,9,neg1,15,1,22,1,945,3,5,1
2345.1,b,hairbrush9,16,neg2,15,1,22,1,946,2,9,1
1303,t,ringbinder8,45,neu,15,1,22,1,947,7,4,1
2750,nt,coin15,1,neg1,15,1,22,1,948,5,4,1
1340,t,tent4,30,pos,15,1,22,1,949,6,4,1
2154,t,cheesegrater14,36,pos,15,1,22,1,950,5,5,1
9187,nt,turtle3,8,neg1,15,1,22,1,951,,,0
2530,t,clock1,40,pos,15,1,22,1,952,5,3,1
8120,filler,gift15,44,pos,15,1,22,1,953,8,5,1
2398,filler,binoculars14,39,pos,15,1,22,1,954,8,4,1
7230,filler,glove6,42,pos,15,1,22,1,955,8,5,1
2870,filler,cheese8,57,neu,15,1,22,1,956,,,0
4626,filler,calculator3,41,pos,15,1,22,1,957,7,3,1
