IAPS,valence,cond,cue,sub,time,order
8030,pos,sub,handbag3,8030,0,302
8161,pos,sub,chessboard14,8161,0,303
7440,pos,sub,frame10,7440,0,304
2299,pos,pre_new,powerstrip12,2299,0,305
5910,pos,sub,exercise_equipment5,5910,0,306
8205,pos,pre_new,stapler5,8205,0,307
2341,pos,sub,clock1,2341,0,308
2314,pos,sub,microwave1,2314,0,309
8162,pos,pre_new,seashell9,8162,0,310
2655,pos,sub,gift15,2655,0,311
2560,pos,sub,cookpot16,2560,0,312
1750,pos,sub,button5,1750,0,313
8492,pos,pre_new,hourglass16,8492,0,314
2594,pos,sub,doorknob4,2594,0,315
2224,pos,pre_new,dumbbell0,2224,0,316
2346,pos,pre_new,decorativescreen10,2346,0,317
1605,pos,sub,backpack6,1605,0,318
2216,pos,sub,turtle3,2216,0,319
4612,pos,sub,glove6,4612,0,320
5621,pos,sub,cookingpan3,5621,0,321
4628,pos,sub,cheesegrater14,4628,0,322
7580,pos,sub,lock14,7580,0,323
7279,pos,sub,tent4,7279,0,324
8210,pos,sub,tennisracquet7,8210,0,325
2030,pos,sub,bowtie11,2030,0,326
4599,pos,sub,scale13,4599,0,327
5780,pos,sub,toothpaste14,5780,0,328
5199,pos,sub,umbrella2,5199,0,329
8499,pos,sub,windchime16,8499,0,330
1441,pos,pre_new,rollerskates16,1441,0,331
7280,pos,sub,hairbrush9,7280,0,332
2370,pos,sub,cheese8,2370,0,333
2791,pos,sub,coin15,2791,0,334
4700,pos,pre_new,lei9,4700,0,335
1419,pos,sub,pokercard14,1419,0,336
8118,pos,sub,cushion2,8118,0,337
8470,pos,sub,butterfly8,8470,0,338
2037,pos,sub,bonzai14,2037,0,339
5726,pos,sub,garbagetrash14,5726,0,340
4614,pos,sub,abacus9,4614,0,341
2391,pos,sub,ringbinder8,2391,0,342
2339,pos,pre_new,microscope1,2339,0,343
8031,pos,sub,camera7,8031,0,344
8600,pos,sub,key3,8600,0,345
8330,pos,pre_new,fan2,8330,0,346
8470,pos,sub,butterfly8,8470,1,357
1605,pos,sub,backpack6,1605,1,358
8499,pos,sub,windchime16,8499,1,359
2560,pos,sub,cookpot16,2560,1,360
5910,pos,sub,exercise_equipment5,5910,1,361
4628,pos,sub,cheesegrater14,4628,1,362
2216,pos,sub,turtle3,2216,1,363
7580,pos,sub,lock14,7580,1,364
8030,pos,sub,handbag3,8030,1,365
5726,pos,sub,garbagetrash14,5726,1,366
4614,pos,sub,abacus9,4614,1,367
2655,pos,sub,gift15,2655,1,368
2791,pos,sub,coin15,2791,1,369
1750,pos,sub,button5,1750,1,370
2341,pos,sub,clock1,2341,1,371
5621,pos,sub,cookingpan3,5621,1,372
2314,pos,sub,microwave1,2314,1,373
2391,pos,sub,ringbinder8,2391,1,374
2037,pos,sub,bonzai14,2037,1,375
7440,pos,sub,frame10,7440,1,376
4599,pos,sub,scale13,4599,1,377
2370,pos,sub,cheese8,2370,1,378
7279,pos,sub,tent4,7279,1,379
7280,pos,sub,hairbrush9,7280,1,380
4612,pos,sub,glove6,4612,1,381
5199,pos,sub,umbrella2,5199,1,382
2594,pos,sub,doorknob4,2594,1,383
8118,pos,sub,cushion2,8118,1,384
8031,pos,sub,camera7,8031,1,385
2030,pos,sub,bowtie11,2030,1,386
1419,pos,sub,pokercard14,1419,1,387
8600,pos,sub,key3,8600,1,388
8161,pos,sub,chessboard14,8161,1,389
8210,pos,sub,tennisracquet7,8210,1,390
5780,pos,sub,toothpaste14,5780,1,391
