IAPS,TNTcond,cue,itemID,valence,subjID,gender,age,CB,order,cycleN,correct
2530,filler,vase15,40,pos,1,1,21,1,60,0,0
2373,t,frame10,38,pos,1,1,21,1,61,0,1
2980,t,pokercard14,58,neu,1,1,21,1,62,0,0
2309,t,coin15,50,neu,1,1,21,1,63,0,1
9908,nt,bearteddy16,13,neg1,1,1,21,1,64,0,0
7057,t,key3,59,neu,1,1,21,1,65,0,1
9321,b,glove6,25,neg2,1,1,21,1,66,0,0
1659,filler,garbagetrash14,32,pos,1,1,21,1,67,0,1
9909,nt,exercise_equipment5,14,neg1,1,1,21,1,68,0,1
2383,t,clock1,52,neu,1,1,21,1,69,0,0
2205,b,hourglass16,15,neg2,1,1,21,1,70,0,1
2345.1,b,cushion2,16,neg2,1,1,21,1,71,0,1
6520,nt,powerstrip12,5,neg1,1,1,21,1,72,0,1
2154,t,chessboard14,36,pos,1,1,21,1,73,0,1
3195,b,nunchaku16,20,neg2,1,1,21,1,74,0,1
3300,nt,scissors5,3,neg1,1,1,21,1,75,0,0
9425,b,scale13,26,neg2,1,1,21,1,76,0,0
9290,nt,fan2,9,neg1,1,1,21,1,77,0,1
3500,b,turtle3,21,neg2,1,1,21,1,78,0,0
2272,t,broom11,47,neu,1,1,21,1,79,0,1
2102,filler,ringbinder8,46,neu,1,1,21,1,80,0,1
9428,nt,tennisracquet7,11,neg1,1,1,21,1,81,0,0
9611,nt,rollerskates16,12,neg1,1,1,21,1,82,0,1
2396,t,camera7,54,neu,1,1,21,1,83,0,1
9163,b,gift15,23,neg2,1,1,21,1,84,0,1
1303,t,bowtie11,45,neu,1,1,21,1,85,0,0
2683,nt,lock14,0,neg1,1,1,21,1,86,0,0
3216,nt,balloon10,2,neg1,1,1,21,1,87,0,0
4626,t,cookie1,41,pos,1,1,21,1,88,0,0
1920,t,doorknob4,34,pos,1,1,21,1,89,0,0
9301,b,seashell9,24,neg2,1,1,21,1,90,0,1
1340,t,decorativescreen10,30,pos,1,1,21,1,91,0,1
2870,t,cheese8,57,neu,1,1,21,1,92,0,1
2750,nt,microwave1,1,neg1,1,1,21,1,93,0,0
2308,filler,backpack6,49,neu,1,1,21,1,94,0,1
6838,nt,hairbrush9,6,neg1,1,1,21,1,95,0,1
2390,filler,bonzai14,53,neu,1,1,21,1,96,0,0
9415,nt,dresser12,10,neg1,1,1,21,1,97,0,0
2340,t,frisbee0,37,pos,1,1,21,1,98,0,1
2590,b,cookingpan3,19,neg2,1,1,21,1,99,0,0
9187,nt,microscope1,8,neg1,1,1,21,1,100,0,1
6821,b,compass1,22,neg2,1,1,21,1,101,0,1
2382,t,abacus9,51,neu,1,1,21,1,102,0,1
9921,b,cheesegrater14,29,neg2,1,1,21,1,103,0,1
1710,filler,handbag3,33,pos,1,1,21,1,104,0,1
7325,t,cookpot16,43,pos,1,1,21,1,105,0,0
2487,filler,button5,55,neu,1,1,21,1,106,0,0
8120,t,dumbbell0,44,pos,1,1,21,1,107,0,0
2490,b,tape8,18,neg2,1,1,21,1,108,0,1
2273,filler,umbrella2,48,neu,1,1,21,1,109,0,1
9075,nt,hanger9,7,neg1,1,1,21,1,110,0,1
9599,b,lei9,27,neg2,1,1,21,1,111,0,1
7230,t,windchime16,42,pos,1,1,21,1,112,0,1
2091,t,binoculars14,35,pos,1,1,21,1,113,0,0
1601,filler,suitcase9,31,pos,1,1,21,1,114,0,1
2749,t,butterfly8,56,neu,1,1,21,1,115,0,1
9910,b,toothpaste14,28,neg2,1,1,21,1,116,0,0
2398,filler,tent4,39,pos,1,1,21,1,117,0,1
6212,nt,stapler5,4,neg1,1,1,21,1,118,0,1
2456,b,calculator3,17,neg2,1,1,21,1,119,0,1
2390,filler,bonzai14,53,neu,1,1,21,1,120,1,1
9425,b,scale13,26,neg2,1,1,21,1,121,1,1
2750,nt,microwave1,1,neg1,1,1,21,1,122,1,1
2383,t,clock1,52,neu,1,1,21,1,123,1,1
1303,t,bowtie11,45,neu,1,1,21,1,124,1,1
9908,nt,bearteddy16,13,neg1,1,1,21,1,125,1,1
7325,t,cookpot16,43,pos,1,1,21,1,126,1,1
2590,b,cookingpan3,19,neg2,1,1,21,1,127,1,1
9321,b,glove6,25,neg2,1,1,21,1,128,1,1
2091,t,binoculars14,35,pos,1,1,21,1,129,1,1
2980,t,pokercard14,58,neu,1,1,21,1,130,1,1
1920,t,doorknob4,34,pos,1,1,21,1,131,1,1
3300,nt,scissors5,3,neg1,1,1,21,1,132,1,1
4626,t,cookie1,41,pos,1,1,21,1,133,1,1
9415,nt,dresser12,10,neg1,1,1,21,1,134,1,0
3500,b,turtle3,21,neg2,1,1,21,1,135,1,1
9910,b,toothpaste14,28,neg2,1,1,21,1,136,1,1
2683,nt,lock14,0,neg1,1,1,21,1,137,1,1
2530,filler,vase15,40,pos,1,1,21,1,138,1,1
3216,nt,balloon10,2,neg1,1,1,21,1,139,1,1
9428,nt,tennisracquet7,11,neg1,1,1,21,1,140,1,1
2487,filler,button5,55,neu,1,1,21,1,141,1,1
8120,t,dumbbell0,44,pos,1,1,21,1,142,1,1
9415,nt,dresser12,10,neg1,1,1,21,1,143,2,1
