IAPS,TNTcond,cue,itemID,valence,subjID,gender,age,CB,order,block,intrusion,RT
2398,filler,bonzai14,39,pos,22,1,20,2,363,0,0,1.437
2870,filler,powerstrip12,57,neu,22,1,20,2,364,0,0,0.538
1303,filler,ringbinder8,45,neu,22,1,20,2,365,0,2,0.487
1340,filler,balloon10,30,pos,22,1,20,2,366,0,0,0.719
7325,filler,scissors5,43,pos,22,1,20,2,367,0,0,0.421
4626,filler,handbag3,41,pos,22,1,20,2,368,0,2,0.987
1710,filler,compass1,33,pos,22,1,20,2,369,0,2,0.537
2980,filler,binoculars14,58,neu,22,1,20,2,370,0,0,0.637
2308,filler,toothpaste14,49,neu,22,1,20,2,371,0,1,0.604
2383,filler,cookpot16,52,neu,22,1,20,2,372,0,0,0.554
2340,t,tape8,37,pos,22,1,20,2,408,1,1,1.021
3500,nt,camera7,21,neg2,22,1,20,2,409,1,0,1.187
1920,t,scale13,34,pos,22,1,20,2,410,1,2,1.038
9301,nt,rollerskates16,24,neg2,22,1,20,2,411,1,1,0.454
7057,t,tennisracquet7,59,neu,22,1,20,2,412,1,2,0.371
2345.1,nt,backpack6,16,neg2,22,1,20,2,413,1,1,1.371
1659,t,cookingpan3,32,pos,22,1,20,2,414,1,2,0.504
7230,t,lock14,42,pos,22,1,20,2,415,1,1,0.52
9163,nt,calculator3,23,neg2,22,1,20,2,416,1,1,0.586
9599,nt,hanger9,27,neg2,22,1,20,2,417,1,1,0.486
2396,t,lei9,54,neu,22,1,20,2,418,1,0,0.386
1601,t,glove6,31,pos,22,1,20,2,419,1,2,0.437
9425,nt,frame10,26,neg2,22,1,20,2,420,1,0,0.803
2590,nt,cushion2,19,neg2,22,1,20,2,421,1,1,0.82
2390,t,pokercard14,53,neu,22,1,20,2,422,1,2,0.387
9321,nt,doorknob4,25,neg2,22,1,20,2,423,1,0,0.37
2272,t,cookie1,47,neu,22,1,20,2,424,1,2,0.42
2382,t,butterfly8,51,neu,22,1,20,2,425,1,1,0.72
2749,t,abacus9,56,neu,22,1,20,2,426,1,1,0.619
2205,nt,hairbrush9,15,neg2,22,1,20,2,427,1,2,1.087
2309,t,gift15,50,neu,22,1,20,2,428,1,2,0.953
6821,nt,button5,22,neg2,22,1,20,2,429,1,1,0.353
2102,t,chessboard14,46,neu,22,1,20,2,430,1,1,0.187
2530,t,suitcase9,40,pos,22,1,20,2,431,1,0,0.454
9921,nt,tent4,29,neg2,22,1,20,2,432,1,2,0.637
2487,t,hourglass16,55,neu,22,1,20,2,433,1,0,1.37
8120,t,dresser12,44,pos,22,1,20,2,434,1,2,0.787
2273,t,frisbee0,48,neu,22,1,20,2,435,1,2,0.321
2456,nt,clock1,17,neg2,22,1,20,2,436,1,1,0.421
