IAPS,TNTcond,cue,itemID,valence,subjID,gender,age,CB,order,correct,RT
5199,pre_new,NA,70,pos,15,1,22,1,123,1,0.9638257600008728
2730,pre_new,NA,102,neg,15,1,22,1,124,1,1.1615299779996349
9050,pre_new,NA,123,neg,15,1,22,1,125,1,0.8485974760005774
7234,pre_new,NA,173,neu,15,1,22,1,126,1,1.070401764000053
2053,pre_new,NA,94,neg,15,1,22,1,127,1,0.7625814299999547
2340,t,cookingpan3,37,pos,15,1,22,1,128,1,0.7265220250001221
3500,b,bowtie11,21,neg2,15,1,22,1,129,1,0.5995818760002294
9300,pre_new,NA,128,neg,15,1,22,1,130,1,0.749996915000338
7057,t,butterfly8,59,neu,15,1,22,1,131,1,0.6000258610001765
2396,t,abacus9,54,neu,15,1,22,1,132,1,0.5786338329999126
2091,t,scissors5,35,pos,15,1,22,1,133,1,0.7002229899999293
1601,t,powerstrip12,31,pos,15,1,22,1,134,1,0.6510246130001178
2272,t,frisbee0,47,neu,15,1,22,1,135,1,0.5268447270000252
2579,pre_new,NA,165,neu,15,1,22,1,136,1,0.6493349620004665
1303,t,ringbinder8,45,neu,15,1,22,1,137,1,0.6306400220000796
9611,nt,lock14,12,neg1,15,1,22,1,138,1,0.8004296760000216
3211,pre_new,NA,169,neu,15,1,22,1,139,1,0.8407000240003981
2560,pre_new,NA,79,pos,15,1,22,1,140,1,0.8767331050003122
2390,t,frame10,53,neu,15,1,22,1,141,1,0.6900733149996086
9921,b,seashell9,29,neg2,15,1,22,1,142,1,0.7625037879997763
9160,pre_new,NA,124,neg,15,1,22,1,143,1,0.7632421529997373
2487,t,toothpaste14,55,neu,15,1,22,1,144,1,0.6214947369999209
9909,nt,umbrella2,14,neg1,15,1,22,1,145,1,0.5726942210003472
2032,pre_new,NA,152,neu,15,1,22,1,146,1,0.6422222659994077
6550,pre_new,NA,115,neg,15,1,22,1,147,1,0.7630439980002848
3280,pre_new,NA,108,neg,15,1,22,1,148,1,0.7797482480000326
6834,pre_new,NA,118,neg,15,1,22,1,149,1,0.6284081699996023
3300,nt,dresser12,3,neg1,15,1,22,1,150,0,0.6138141709998308
2456,b,dumbbell0,17,neg2,15,1,22,1,151,1,0.6686354489993391
9302,pre_new,NA,129,neg,15,1,22,1,152,1,0.7745971769991229
2870,filler,cheese8,57,neu,15,1,22,1,153,1,0.5775427920007132
9922,pre_new,NA,148,neg,15,1,22,1,154,1,0.6520378909999636
1710,t,handbag3,33,pos,15,1,22,1,155,1,0.7622189129997423
2490,b,pokercard14,18,neg2,15,1,22,1,156,1,0.5989205689993469
