IAPS,TNTcond,cue,itemID,valence,subjID,gender,age,CB,order
2340,filler,fan2,37,pos,6,1,22,2,0
1340,filler,decorativescreen10,30,pos,6,1,22,2,1
2870,filler,hanger9,57,neu,6,1,22,2,2
7057,filler,calculator3,59,neu,6,1,22,2,3
2309,filler,dumbbell0,50,neu,6,1,22,2,4
3216,b,lock14,2,neg1,6,1,22,2,5
1659,t,tennisracquet7,32,pos,6,1,22,2,6
3195,nt,cushion2,20,neg2,6,1,22,2,7
2396,t,ringbinder8,54,neu,6,1,22,2,8
2102,t,exercise_equipment5,46,neu,6,1,22,2,9
9428,b,windchime16,11,neg1,6,1,22,2,10
2590,nt,cookingpan3,19,neg2,6,1,22,2,11
8120,t,powerstrip12,44,pos,6,1,22,2,12
2308,t,backpack6,49,neu,6,1,22,2,13
9075,b,vase15,7,neg1,6,1,22,2,14
6212,b,glove6,4,neg1,6,1,22,2,15
2373,t,turtle3,38,pos,6,1,22,2,16
4626,t,butterfly8,41,pos,6,1,22,2,17
2456,nt,doorknob4,17,neg2,6,1,22,2,18
2272,t,cheesegrater14,47,neu,6,1,22,2,19
9415,b,frisbee0,10,neg1,6,1,22,2,20
9321,nt,compass1,25,neg2,6,1,22,2,21
9425,nt,key3,26,neg2,6,1,22,2,22
2345.1,nt,chessboard14,16,neg2,6,1,22,2,23
2091,t,microscope1,35,pos,6,1,22,2,24
2154,t,gift15,36,pos,6,1,22,2,25
9921,nt,cookie1,29,neg2,6,1,22,2,26
1303,t,hairbrush9,45,neu,6,1,22,2,27
2490,nt,frame10,18,neg2,6,1,22,2,28
9910,nt,scissors5,28,neg2,6,1,22,2,29
2530,t,balloon10,40,pos,6,1,22,2,30
9301,nt,pokercard14,24,neg2,6,1,22,2,31
2383,t,toothpaste14,52,neu,6,1,22,2,32
9290,b,bearteddy16,9,neg1,6,1,22,2,33
9163,nt,tape8,23,neg2,6,1,22,2,34
6838,b,seashell9,6,neg1,6,1,22,2,35
3500,nt,umbrella2,21,neg2,6,1,22,2,36
9187,b,scale13,8,neg1,6,1,22,2,37
6821,nt,suitcase9,22,neg2,6,1,22,2,38
9908,b,hourglass16,13,neg1,6,1,22,2,39
3300,b,garbagetrash14,3,neg1,6,1,22,2,40
9611,b,bowtie11,12,neg1,6,1,22,2,41
7230,t,tent4,42,pos,6,1,22,2,42
6520,b,lei9,5,neg1,6,1,22,2,43
2390,t,clock1,53,neu,6,1,22,2,44
2205,nt,broom11,15,neg2,6,1,22,2,45
2683,b,abacus9,0,neg1,6,1,22,2,46
2750,b,dresser12,1,neg1,6,1,22,2,47
2398,t,cheese8,39,pos,6,1,22,2,48
9599,nt,handbag3,27,neg2,6,1,22,2,49
1920,t,bonzai14,34,pos,6,1,22,2,50
2273,t,camera7,48,neu,6,1,22,2,51
2487,t,nunchaku16,55,neu,6,1,22,2,52
9909,b,microwave1,14,neg1,6,1,22,2,53
2980,t,button5,58,neu,6,1,22,2,54
2382,filler,coin15,51,neu,6,1,22,2,55
1710,filler,rollerskates16,33,pos,6,1,22,2,56
1601,filler,stapler5,31,pos,6,1,22,2,57
2749,filler,cookpot16,56,neu,6,1,22,2,58
7325,filler,binoculars14,43,pos,6,1,22,2,59
