IAPS,TNTcond,cue,itemID,valence,subjID,gender,age,CB,order
1303,filler,cheese8,45,neu,39,1,22,1,0
2383,filler,scissors5,52,neu,39,1,22,1,1
2390,filler,hanger9,53,neu,39,1,22,1,2
2154,filler,hourglass16,36,pos,39,1,22,1,3
2749,filler,abacus9,56,neu,39,1,22,1,4
9301,b,frisbee0,24,neg2,39,1,22,1,5
2382,t,binoculars14,51,neu,39,1,22,1,6
1340,t,ringbinder8,30,pos,39,1,22,1,7
2590,b,handbag3,19,neg2,39,1,22,1,8
2373,t,glove6,38,pos,39,1,22,1,9
9611,nt,key3,12,neg1,39,1,22,1,10
6520,nt,broom11,5,neg1,39,1,22,1,11
3216,nt,coin15,2,neg1,39,1,22,1,12
1710,t,rollerskates16,33,pos,39,1,22,1,13
9415,nt,backpack6,10,neg1,39,1,22,1,14
9599,b,frame10,27,neg2,39,1,22,1,15
2530,t,toothpaste14,40,pos,39,1,22,1,16
2490,b,cushion2,18,neg2,39,1,22,1,17
9908,nt,lei9,13,neg1,39,1,22,1,18
2273,t,cheesegrater14,48,neu,39,1,22,1,19
7057,t,button5,59,neu,39,1,22,1,20
2340,t,chessboard14,37,pos,39,1,22,1,21
9910,b,butterfly8,28,neg2,39,1,22,1,22
2345.1,b,cookingpan3,16,neg2,39,1,22,1,23
4626,t,compass1,41,pos,39,1,22,1,24
2980,t,microwave1,58,neu,39,1,22,1,25
7325,t,dresser12,43,pos,39,1,22,1,26
2205,b,clock1,15,neg2,39,1,22,1,27
6212,nt,pokercard14,4,neg1,39,1,22,1,28
9921,b,doorknob4,29,neg2,39,1,22,1,29
2750,nt,stapler5,1,neg1,39,1,22,1,30
9163,b,umbrella2,23,neg2,39,1,22,1,31
2308,t,gift15,49,neu,39,1,22,1,32
9909,nt,exercise_equipment5,14,neg1,39,1,22,1,33
8120,t,powerstrip12,44,pos,39,1,22,1,34
9425,b,fan2,26,neg2,39,1,22,1,35
3195,b,lock14,20,neg2,39,1,22,1,36
9428,nt,bearteddy16,11,neg1,39,1,22,1,37
9290,nt,nunchaku16,9,neg1,39,1,22,1,38
2309,t,camera7,50,neu,39,1,22,1,39
1601,t,bonzai14,31,pos,39,1,22,1,40
6821,b,calculator3,22,neg2,39,1,22,1,41
9187,nt,cookie1,8,neg1,39,1,22,1,42
9075,nt,turtle3,7,neg1,39,1,22,1,43
3500,b,windchime16,21,neg2,39,1,22,1,44
2456,b,suitcase9,17,neg2,39,1,22,1,45
2396,t,bowtie11,54,neu,39,1,22,1,46
7230,t,scale13,42,pos,39,1,22,1,47
3300,nt,decorativescreen10,3,neg1,39,1,22,1,48
2102,t,tape8,46,neu,39,1,22,1,49
2272,t,garbagetrash14,47,neu,39,1,22,1,50
2487,t,cookpot16,55,neu,39,1,22,1,51
2683,nt,balloon10,0,neg1,39,1,22,1,52
6838,nt,seashell9,6,neg1,39,1,22,1,53
9321,b,hairbrush9,25,neg2,39,1,22,1,54
2870,filler,vase15,57,neu,39,1,22,1,55
2398,filler,dumbbell0,39,pos,39,1,22,1,56
1659,filler,tent4,32,pos,39,1,22,1,57
1920,filler,tennisracquet7,34,pos,39,1,22,1,58
2091,filler,microscope1,35,pos,39,1,22,1,59
