subjID,gender,age,phaseName,order,itemID,TNTcond,valence,cue,tar
15,1,20,encoding,0,47,filler,neu,stapler5,2272.0
15,1,20,encoding,1,30,filler,pos,cheesegrater14,1340.0
15,1,20,encoding,2,44,filler,pos,dumbbell0,8120.0
15,1,20,encoding,3,55,filler,neu,butterfly8,2487.0
15,1,20,encoding,4,52,filler,neu,gift15,2383.0
15,1,20,encoding,5,58,t,neu,pokercard14,2980.0
15,1,20,encoding,6,17,b,neg2,chessboard14,2456.0
15,1,20,encoding,7,34,t,pos,nunchaku16,1920.0
15,1,20,encoding,8,42,t,pos,lock14,7230.0
15,1,20,encoding,9,37,t,pos,calculator3,2340.0
15,1,20,encoding,10,49,t,neu,ringbinder8,2308.0
15,1,20,encoding,11,38,t,pos,powerstrip12,2373.0
15,1,20,encoding,12,33,t,pos,balloon10,1710.0
15,1,20,encoding,13,26,b,neg2,tennisracquet7,9425.0
15,1,20,encoding,14,27,b,neg2,cushion2,9599.0
15,1,20,encoding,15,7,nt,neg1,glove6,9075.0
15,1,20,encoding,16,39,t,pos,binoculars14,2398.0
15,1,20,encoding,17,54,t,neu,cookingpan3,2396.0
15,1,20,encoding,18,46,t,neu,bowtie11,2102.0
15,1,20,encoding,19,18,b,neg2,cookie1,2490.0
15,1,20,encoding,20,40,t,pos,scissors5,2530.0
15,1,20,encoding,21,10,nt,neg1,clock1,9415.0
15,1,20,encoding,22,13,nt,neg1,umbrella2,9908.0
15,1,20,encoding,23,20,b,neg2,microscope1,3195.0
15,1,20,encoding,24,11,nt,neg1,bearteddy16,9428.0
15,1,20,encoding,25,1,nt,neg1,frisbee0,2750.0
15,1,20,encoding,26,59,t,neu,fan2,7057.0
15,1,20,encoding,27,12,nt,neg1,tent4,9611.0
15,1,20,encoding,28,8,nt,neg1,hairbrush9,9187.0
15,1,20,encoding,29,5,nt,neg1,turtle3,6520.0
15,1,20,encoding,30,25,b,neg2,camera7,9321.0
15,1,20,encoding,31,15,b,neg2,button5,2205.0
15,1,20,encoding,32,23,b,neg2,decorativescreen10,9163.0
15,1,20,encoding,33,57,t,neu,cookpot16,2870.0
15,1,20,encoding,34,22,b,neg2,rollerskates16,6821.0
15,1,20,encoding,35,3,nt,neg1,backpack6,3300.0
15,1,20,encoding,36,48,t,neu,hanger9,2273.0
15,1,20,encoding,37,41,t,pos,dresser12,4626.0
15,1,20,encoding,38,14,nt,neg1,microwave1,9909.0
15,1,20,encoding,39,21,b,neg2,garbagetrash14,3500.0
15,1,20,encoding,40,0,nt,neg1,seashell9,2683.0
15,1,20,encoding,41,16,b,neg2,lei9,2345.1
15,1,20,encoding,42,56,t,neu,windchime16,2749.0
15,1,20,encoding,43,2,nt,neg1,cheese8,3216.0
15,1,20,encoding,44,29,b,neg2,scale13,9921.0
15,1,20,encoding,45,19,b,neg2,abacus9,2590.0
15,1,20,encoding,46,6,nt,neg1,exercise_equipment5,6838.0
15,1,20,encoding,47,9,nt,neg1,frame10,9290.0
15,1,20,encoding,48,4,nt,neg1,bonzai14,6212.0
15,1,20,encoding,49,51,t,neu,tape8,2382.0
15,1,20,encoding,50,35,t,pos,hourglass16,2091.0
15,1,20,encoding,51,53,t,neu,vase15,2390.0
15,1,20,encoding,52,28,b,neg2,doorknob4,9910.0
15,1,20,encoding,53,24,b,neg2,key3,9301.0
15,1,20,encoding,54,32,t,pos,coin15,1659.0
15,1,20,encoding,55,50,filler,neu,compass1,2309.0
15,1,20,encoding,56,43,filler,pos,suitcase9,7325.0
15,1,20,encoding,57,31,filler,pos,toothpaste14,1601.0
15,1,20,encoding,58,36,filler,pos,handbag3,2154.0
15,1,20,encoding,59,45,filler,neu,broom11,1303.0
