IAPS,TNTcond,cue,itemID,valence,subjID,gender,age,CB,order
8120,filler,hanger9,44,pos,38,1,22,1,0
2272,filler,calculator3,47,neu,38,1,22,1,1
2273,filler,garbagetrash14,48,neu,38,1,22,1,2
2309,filler,frame10,50,neu,38,1,22,1,3
2398,filler,pokercard14,39,pos,38,1,22,1,4
3300,nt,suitcase9,3,neg1,38,1,22,1,5
9415,nt,decorativescreen10,10,neg1,38,1,22,1,6
9908,nt,rollerskates16,13,neg1,38,1,22,1,7
2345.1,b,button5,16,neg2,38,1,22,1,8
2396,t,balloon10,54,neu,38,1,22,1,9
9910,b,clock1,28,neg2,38,1,22,1,10
6212,nt,abacus9,4,neg1,38,1,22,1,11
2340,t,frisbee0,37,pos,38,1,22,1,12
2205,b,nunchaku16,15,neg2,38,1,22,1,13
9909,nt,lock14,14,neg1,38,1,22,1,14
2154,t,gift15,36,pos,38,1,22,1,15
9599,b,toothpaste14,27,neg2,38,1,22,1,16
2870,t,tennisracquet7,57,neu,38,1,22,1,17
2590,b,lei9,19,neg2,38,1,22,1,18
2490,b,cushion2,18,neg2,38,1,22,1,19
6821,b,bonzai14,22,neg2,38,1,22,1,20
7057,t,hairbrush9,59,neu,38,1,22,1,21
9321,b,turtle3,25,neg2,38,1,22,1,22
1340,t,cheese8,30,pos,38,1,22,1,23
4626,t,ringbinder8,41,pos,38,1,22,1,24
3216,nt,compass1,2,neg1,38,1,22,1,25
9921,b,cookpot16,29,neg2,38,1,22,1,26
7230,t,broom11,42,pos,38,1,22,1,27
9301,b,hourglass16,24,neg2,38,1,22,1,28
2749,t,cookingpan3,56,neu,38,1,22,1,29
9290,nt,stapler5,9,neg1,38,1,22,1,30
2390,t,windchime16,53,neu,38,1,22,1,31
9075,nt,bowtie11,7,neg1,38,1,22,1,32
3500,b,powerstrip12,21,neg2,38,1,22,1,33
2091,t,bearteddy16,35,pos,38,1,22,1,34
9428,nt,key3,11,neg1,38,1,22,1,35
6520,nt,tent4,5,neg1,38,1,22,1,36
6838,nt,coin15,6,neg1,38,1,22,1,37
9611,nt,exercise_equipment5,12,neg1,38,1,22,1,38
2487,t,binoculars14,55,neu,38,1,22,1,39
9187,nt,vase15,8,neg1,38,1,22,1,40
7325,t,umbrella2,43,pos,38,1,22,1,41
2750,nt,butterfly8,1,neg1,38,1,22,1,42
9425,b,scale13,26,neg2,38,1,22,1,43
2456,b,microscope1,17,neg2,38,1,22,1,44
3195,b,dresser12,20,neg2,38,1,22,1,45
2530,t,microwave1,40,pos,38,1,22,1,46
1659,t,handbag3,32,pos,38,1,22,1,47
2980,t,camera7,58,neu,38,1,22,1,48
1920,t,chessboard14,34,pos,38,1,22,1,49
1303,t,cheesegrater14,45,neu,38,1,22,1,50
2683,nt,glove6,0,neg1,38,1,22,1,51
2308,t,scissors5,49,neu,38,1,22,1,52
2383,t,doorknob4,52,neu,38,1,22,1,53
9163,b,tape8,23,neg2,38,1,22,1,54
2373,filler,cookie1,38,pos,38,1,22,1,55
2382,filler,dumbbell0,51,neu,38,1,22,1,56
2102,filler,backpack6,46,neu,38,1,22,1,57
1710,filler,seashell9,33,pos,38,1,22,1,58
1601,filler,fan2,31,pos,38,1,22,1,59
