IAPS,TNTcond,cue,itemID,valence,subjID,gender,age,CB,order,cycleN,correct
2749,t,cushion2,56,neu,43,1,20,1,60,0,0
2308,filler,garbagetrash14,49,neu,43,1,20,1,61,0,1
9910,b,lei9,28,neg2,43,1,20,1,62,0,0
9921,b,cookpot16,29,neg2,43,1,20,1,63,0,0
2870,filler,seashell9,57,neu,43,1,20,1,64,0,1
2456,b,exercise_equipment5,17,neg2,43,1,20,1,65,0,1
9599,b,lock14,27,neg2,43,1,20,1,66,0,1
2490,b,gift15,18,neg2,43,1,20,1,67,0,1
9909,nt,cheesegrater14,14,neg1,43,1,20,1,68,0,1
9163,b,clock1,23,neg2,43,1,20,1,69,0,0
6838,nt,chessboard14,6,neg1,43,1,20,1,70,0,1
2590,b,bearteddy16,19,neg2,43,1,20,1,71,0,0
2154,filler,cheese8,36,pos,43,1,20,1,72,0,1
2373,t,windchime16,38,pos,43,1,20,1,73,0,0
2396,filler,suitcase9,54,neu,43,1,20,1,74,0,1
2102,t,hanger9,46,neu,43,1,20,1,75,0,1
3500,b,turtle3,21,neg2,43,1,20,1,76,0,1
1659,t,button5,32,pos,43,1,20,1,77,0,1
3300,nt,powerstrip12,3,neg1,43,1,20,1,78,0,1
6821,b,butterfly8,22,neg2,43,1,20,1,79,0,0
2530,t,tent4,40,pos,43,1,20,1,80,0,0
9321,b,broom11,25,neg2,43,1,20,1,81,0,1
2487,t,coin15,55,neu,43,1,20,1,82,0,0
2345.1,b,microwave1,16,neg2,43,1,20,1,83,0,1
9075,nt,decorativescreen10,7,neg1,43,1,20,1,84,0,1
2309,t,rollerskates16,50,neu,43,1,20,1,85,0,0
7230,filler,handbag3,42,pos,43,1,20,1,86,0,0
2383,t,fan2,52,neu,43,1,20,1,87,0,0
1340,filler,toothpaste14,30,pos,43,1,20,1,88,0,1
2273,filler,doorknob4,48,neu,43,1,20,1,89,0,1
2091,t,dresser12,35,pos,43,1,20,1,90,0,1
2272,t,vase15,47,neu,43,1,20,1,91,0,1
2340,t,hourglass16,37,pos,43,1,20,1,92,0,0
9611,nt,bowtie11,12,neg1,43,1,20,1,93,0,1
4626,t,ringbinder8,41,pos,43,1,20,1,94,0,1
2980,t,abacus9,58,neu,43,1,20,1,95,0,1
6520,nt,cookie1,5,neg1,43,1,20,1,96,0,1
7057,t,binoculars14,59,neu,43,1,20,1,97,0,0
9415,nt,umbrella2,10,neg1,43,1,20,1,98,0,1
2390,filler,compass1,53,neu,43,1,20,1,99,0,0
2398,t,stapler5,39,pos,43,1,20,1,100,0,0
3195,b,scale13,20,neg2,43,1,20,1,101,0,1
8120,t,dumbbell0,44,pos,43,1,20,1,102,0,1
3216,nt,pokercard14,2,neg1,43,1,20,1,103,0,1
9428,nt,hairbrush9,11,neg1,43,1,20,1,104,0,1
6212,nt,cookingpan3,4,neg1,43,1,20,1,105,0,1
9290,nt,bonzai14,9,neg1,43,1,20,1,106,0,0
2205,b,tennisracquet7,15,neg2,43,1,20,1,107,0,1
9187,nt,scissors5,8,neg1,43,1,20,1,108,0,1
1303,t,camera7,45,neu,43,1,20,1,109,0,0
2750,nt,frame10,1,neg1,43,1,20,1,110,0,1
7325,t,backpack6,43,pos,43,1,20,1,111,0,0
2382,t,balloon10,51,neu,43,1,20,1,112,0,0
1710,t,calculator3,33,pos,43,1,20,1,113,0,1
9425,b,nunchaku16,26,neg2,43,1,20,1,114,0,1
1920,filler,glove6,34,pos,43,1,20,1,115,0,1
2683,nt,key3,0,neg1,43,1,20,1,116,0,1
1601,filler,microscope1,31,pos,43,1,20,1,117,0,1
9908,nt,tape8,13,neg1,43,1,20,1,118,0,1
9301,b,frisbee0,24,neg2,43,1,20,1,119,0,1
7230,filler,handbag3,42,pos,43,1,20,1,120,1,1
2390,filler,compass1,53,neu,43,1,20,1,121,1,1
2487,t,coin15,55,neu,43,1,20,1,122,1,1
2749,t,cushion2,56,neu,43,1,20,1,123,1,1
2373,t,windchime16,38,pos,43,1,20,1,124,1,1
2383,t,fan2,52,neu,43,1,20,1,125,1,1
2530,t,tent4,40,pos,43,1,20,1,126,1,1
9921,b,cookpot16,29,neg2,43,1,20,1,127,1,1
7325,t,backpack6,43,pos,43,1,20,1,128,1,1
9163,b,clock1,23,neg2,43,1,20,1,129,1,1
6821,b,butterfly8,22,neg2,43,1,20,1,130,1,1
1303,t,camera7,45,neu,43,1,20,1,131,1,1
9910,b,lei9,28,neg2,43,1,20,1,132,1,1
9290,nt,bonzai14,9,neg1,43,1,20,1,133,1,1
2398,t,stapler5,39,pos,43,1,20,1,134,1,1
2590,b,bearteddy16,19,neg2,43,1,20,1,135,1,1
7057,t,binoculars14,59,neu,43,1,20,1,136,1,1
2340,t,hourglass16,37,pos,43,1,20,1,137,1,1
2309,t,rollerskates16,50,neu,43,1,20,1,138,1,1
2382,t,balloon10,51,neu,43,1,20,1,139,1,1
