IAPS,TNTcond,cue,itemID,valence,subjID,gender,age,CB,order,val,aro,correct
4626,filler,bearteddy16,41,pos,35,1,19,1,919,8,4,1
1303,filler,tennisracquet7,45,neu,35,1,19,1,920,5,4,0
2382,filler,camera7,51,neu,35,1,19,1,921,4,6,1
2373,filler,windchime16,38,pos,35,1,19,1,922,9,7,1
1659,filler,backpack6,32,pos,35,1,19,1,923,6,3,1
2272,t,tent4,47,neu,35,1,19,1,924,3,6,0
2456,b,pokercard14,17,neg2,35,1,19,1,925,5,4,1
6520,nt,exercise_equipment5,5,neg1,35,1,19,1,926,2,7,1
2870,t,powerstrip12,57,neu,35,1,19,1,927,7,6,1
1340,t,turtle3,30,pos,35,1,19,1,928,6,2,1
2205,b,vase15,15,neg2,35,1,19,1,929,2,6,1
2683,nt,hourglass16,0,neg1,35,1,19,1,930,2,5,1
3500,b,handbag3,21,neg2,35,1,19,1,931,2,7,1
3195,b,cheesegrater14,20,neg2,35,1,19,1,932,1,6,0
2345.1,b,binoculars14,16,neg2,35,1,19,1,933,3,5,1
9187,nt,cookpot16,8,neg1,35,1,19,1,934,1,9,1
9415,nt,compass1,10,neg1,35,1,19,1,935,1,8,1
2490,b,decorativescreen10,18,neg2,35,1,19,1,936,2,6,1
2590,b,glove6,19,neg2,35,1,19,1,937,3,8,1
9909,nt,chessboard14,14,neg1,35,1,19,1,938,4,5,1
8120,t,microwave1,44,pos,35,1,19,1,939,5,2,1
2398,t,tape8,39,pos,35,1,19,1,940,7,6,1
3216,nt,rollerskates16,2,neg1,35,1,19,1,941,3,8,1
9428,nt,lock14,11,neg1,35,1,19,1,942,5,2,0
9075,nt,broom11,7,neg1,35,1,19,1,943,3,8,1
9921,b,calculator3,29,neg2,35,1,19,1,944,2,9,1
9301,b,cookie1,24,neg2,35,1,19,1,945,1,8,1
2383,t,microscope1,52,neu,35,1,19,1,946,4,4,1
9908,nt,frame10,13,neg1,35,1,19,1,947,3,4,0
3300,nt,stapler5,3,neg1,35,1,19,1,948,4,3,0
9611,nt,key3,12,neg1,35,1,19,1,949,5,8,1
9910,b,gift15,28,neg2,35,1,19,1,950,4,8,1
2396,t,umbrella2,54,neu,35,1,19,1,951,5,4,0
2308,t,butterfly8,49,neu,35,1,19,1,952,3,6,1
2530,t,cookingpan3,40,pos,35,1,19,1,953,5,1,1
2309,t,suitcase9,50,neu,35,1,19,1,954,7,4,0
7325,t,cheese8,43,pos,35,1,19,1,955,9,7,1
2487,t,hairbrush9,55,neu,35,1,19,1,956,9,7,1
2749,t,toothpaste14,56,neu,35,1,19,1,957,8,1,1
6212,nt,lei9,4,neg1,35,1,19,1,958,1,9,1
9599,b,ringbinder8,27,neg2,35,1,19,1,959,1,8,1
9425,b,frisbee0,26,neg2,35,1,19,1,960,5,2,0
9321,b,balloon10,25,neg2,35,1,19,1,961,2,8,1
2750,nt,hanger9,1,neg1,35,1,19,1,962,5,8,1
9290,nt,doorknob4,9,neg1,35,1,19,1,963,1,8,1
2340,t,dresser12,37,pos,35,1,19,1,964,7,4,1
7230,t,cushion2,42,pos,35,1,19,1,965,9,6,1
2154,t,bonzai14,36,pos,35,1,19,1,966,8,6,1
2980,t,clock1,58,neu,35,1,19,1,967,4,5,0
6821,b,scale13,22,neg2,35,1,19,1,968,1,8,1
9163,b,nunchaku16,23,neg2,35,1,19,1,969,2,9,1
2102,t,fan2,46,neu,35,1,19,1,970,7,2,1
1920,t,coin15,34,pos,35,1,19,1,971,8,7,1
1601,t,dumbbell0,31,pos,35,1,19,1,972,8,3,1
6838,nt,seashell9,6,neg1,35,1,19,1,973,1,9,1
2273,filler,garbagetrash14,48,neu,35,1,19,1,974,5,1,1
2091,filler,bowtie11,35,pos,35,1,19,1,975,7,2,1
2390,filler,abacus9,53,neu,35,1,19,1,976,5,2,1
1710,filler,scissors5,33,pos,35,1,19,1,977,9,2,1
7057,filler,button5,59,neu,35,1,19,1,978,5,5,0
