IAPS,TNTcond,cue,itemID,valence,subjID,gender,age,CB,order,val,aro,correct
1303,filler,cheesegrater14,45,neu,33,1,23,1,270,5,3,1
2398,filler,coin15,39,pos,33,1,23,1,271,7,7,1
1920,filler,suitcase9,34,pos,33,1,23,1,272,8,5,1
8120,filler,gift15,44,pos,33,1,23,1,273,6,2,1
7057,filler,cookpot16,59,neu,33,1,23,1,274,7,1,1
2308,t,nunchaku16,49,neu,33,1,23,1,275,,,0
7230,t,cheese8,42,pos,33,1,23,1,276,5,2,1
9301,b,compass1,24,neg2,33,1,23,1,277,1,9,1
2102,t,hairbrush9,46,neu,33,1,23,1,278,7,3,1
2373,t,pokercard14,38,pos,33,1,23,1,279,6,2,1
2749,t,balloon10,56,neu,33,1,23,1,280,4,2,1
9187,nt,clock1,8,neg1,33,1,23,1,281,1,9,1
3500,b,microscope1,21,neg2,33,1,23,1,282,2,7,1
2530,t,decorativescreen10,40,pos,33,1,23,1,283,8,4,1
1601,t,tennisracquet7,31,pos,33,1,23,1,284,7,2,1
9428,nt,scissors5,11,neg1,33,1,23,1,285,1,8,1
2091,t,umbrella2,35,pos,33,1,23,1,286,9,5,1
2683,nt,turtle3,0,neg1,33,1,23,1,287,2,8,1
9611,nt,binoculars14,12,neg1,33,1,23,1,288,2,7,1
3216,nt,frame10,2,neg1,33,1,23,1,289,2,8,1
2345.1,b,cushion2,16,neg2,33,1,23,1,290,1,8,1
9425,b,frisbee0,26,neg2,33,1,23,1,291,2,8,1
2309,t,chessboard14,50,neu,33,1,23,1,292,8,2,1
6821,b,microwave1,22,neg2,33,1,23,1,293,6,7,1
2590,b,key3,19,neg2,33,1,23,1,294,5,2,1
9909,nt,backpack6,14,neg1,33,1,23,1,295,3,4,1
2272,t,hanger9,47,neu,33,1,23,1,296,6,2,1
9321,b,toothpaste14,25,neg2,33,1,23,1,297,2,7,1
2456,b,stapler5,17,neg2,33,1,23,1,298,6,2,1
9415,nt,garbagetrash14,10,neg1,33,1,23,1,299,3,5,1
1710,t,doorknob4,33,pos,33,1,23,1,300,3,7,1
4626,t,camera7,41,pos,33,1,23,1,301,9,5,1
7325,t,lock14,43,pos,33,1,23,1,302,,,0
9075,nt,hourglass16,7,neg1,33,1,23,1,303,2,7,1
6520,nt,rollerskates16,5,neg1,33,1,23,1,304,2,7,1
2487,t,cookie1,55,neu,33,1,23,1,305,6,2,1
6212,nt,bowtie11,4,neg1,33,1,23,1,306,2,7,1
2205,b,dumbbell0,15,neg2,33,1,23,1,307,3,5,1
3195,b,abacus9,20,neg2,33,1,23,1,308,1,9,1
6838,nt,glove6,6,neg1,33,1,23,1,309,2,8,1
9163,b,fan2,23,neg2,33,1,23,1,310,2,7,1
2750,nt,exercise_equipment5,1,neg1,33,1,23,1,311,3,6,1
2490,b,seashell9,18,neg2,33,1,23,1,312,8,3,1
3300,nt,bonzai14,3,neg1,33,1,23,1,313,,,0
9599,b,powerstrip12,27,neg2,33,1,23,1,314,1,9,1
2390,t,bearteddy16,53,neu,33,1,23,1,315,7,4,1
2340,t,tape8,37,pos,33,1,23,1,316,8,4,1
9921,b,vase15,29,neg2,33,1,23,1,317,,,0
2396,t,button5,54,neu,33,1,23,1,318,5,1,1
9910,b,calculator3,28,neg2,33,1,23,1,319,,,0
2382,t,cookingpan3,51,neu,33,1,23,1,320,5,5,1
9908,nt,scale13,13,neg1,33,1,23,1,321,2,8,1
2870,t,dresser12,57,neu,33,1,23,1,322,,,0
9290,nt,butterfly8,9,neg1,33,1,23,1,323,2,6,1
2154,t,windchime16,36,pos,33,1,23,1,324,6,2,1
1340,filler,handbag3,30,pos,33,1,23,1,325,6,1,1
1659,filler,tent4,32,pos,33,1,23,1,326,8,4,1
2383,filler,lei9,52,neu,33,1,23,1,327,6,2,1
2980,filler,broom11,58,neu,33,1,23,1,328,6,1,1
2273,filler,ringbinder8,48,neu,33,1,23,1,329,7,2,1
