IAPS,TNTcond,cue,itemID,valence,subjID,gender,age,CB,order,cycleN,correct
2490,b,lock14,18,neg2,32,0,20,1,60,0,1
3216,nt,windchime16,2,neg1,32,0,20,1,61,0,1
9075,nt,vase15,7,neg1,32,0,20,1,62,0,1
7057,t,doorknob4,59,neu,32,0,20,1,63,0,1
2383,t,dumbbell0,52,neu,32,0,20,1,64,0,1
7230,filler,handbag3,42,pos,32,0,20,1,65,0,1
6821,b,chessboard14,22,neg2,32,0,20,1,66,0,1
2091,filler,umbrella2,35,pos,32,0,20,1,67,0,1
9163,b,bowtie11,23,neg2,32,0,20,1,68,0,1
6838,nt,turtle3,6,neg1,32,0,20,1,69,0,1
6212,nt,cushion2,4,neg1,32,0,20,1,70,0,0
9910,b,stapler5,28,neg2,32,0,20,1,71,0,1
2205,b,powerstrip12,15,neg2,32,0,20,1,72,0,0
9187,nt,frame10,8,neg1,32,0,20,1,73,0,1
9425,b,clock1,26,neg2,32,0,20,1,74,0,1
2456,b,microwave1,17,neg2,32,0,20,1,75,0,0
2750,nt,cheese8,1,neg1,32,0,20,1,76,0,1
2273,t,button5,48,neu,32,0,20,1,77,0,1
9908,nt,balloon10,13,neg1,32,0,20,1,78,0,1
2390,filler,broom11,53,neu,32,0,20,1,79,0,1
9611,nt,butterfly8,12,neg1,32,0,20,1,80,0,1
2398,t,cookie1,39,pos,32,0,20,1,81,0,0
2487,t,dresser12,55,neu,32,0,20,1,82,0,1
1920,filler,cheesegrater14,34,pos,32,0,20,1,83,0,1
2980,filler,pokercard14,58,neu,32,0,20,1,84,0,1
2340,t,cookpot16,37,pos,32,0,20,1,85,0,1
9321,b,abacus9,25,neg2,32,0,20,1,86,0,1
2309,t,key3,50,neu,32,0,20,1,87,0,0
8120,filler,suitcase9,44,pos,32,0,20,1,88,0,1
2345.1,b,lei9,16,neg2,32,0,20,1,89,0,1
2683,nt,ringbinder8,0,neg1,32,0,20,1,90,0,0
9301,b,glove6,24,neg2,32,0,20,1,91,0,0
2396,t,cookingpan3,54,neu,32,0,20,1,92,0,0
2272,filler,binoculars14,47,neu,32,0,20,1,93,0,1
9290,nt,decorativescreen10,9,neg1,32,0,20,1,94,0,1
9921,b,frisbee0,29,neg2,32,0,20,1,95,0,0
2154,t,hourglass16,36,pos,32,0,20,1,96,0,0
1659,t,hairbrush9,32,pos,32,0,20,1,97,0,1
2382,filler,bearteddy16,51,neu,32,0,20,1,98,0,1
9428,nt,gift15,11,neg1,32,0,20,1,99,0,0
3500,b,scale13,21,neg2,32,0,20,1,100,0,1
7325,t,backpack6,43,pos,32,0,20,1,101,0,1
1601,t,microscope1,31,pos,32,0,20,1,102,0,1
1303,t,compass1,45,neu,32,0,20,1,103,0,1
3195,b,scissors5,20,neg2,32,0,20,1,104,0,0
2530,filler,toothpaste14,40,pos,32,0,20,1,105,0,1
9415,nt,fan2,10,neg1,32,0,20,1,106,0,0
1710,t,rollerskates16,33,pos,32,0,20,1,107,0,1
1340,t,exercise_equipment5,30,pos,32,0,20,1,108,0,1
2870,t,bonzai14,57,neu,32,0,20,1,109,0,1
2308,filler,nunchaku16,49,neu,32,0,20,1,110,0,0
2102,t,camera7,46,neu,32,0,20,1,111,0,0
2749,t,tent4,56,neu,32,0,20,1,112,0,1
9599,b,garbagetrash14,27,neg2,32,0,20,1,113,0,0
2590,b,coin15,19,neg2,32,0,20,1,114,0,0
3300,nt,tape8,3,neg1,32,0,20,1,115,0,0
4626,t,hanger9,41,pos,32,0,20,1,116,0,1
9909,nt,seashell9,14,neg1,32,0,20,1,117,0,1
2373,t,calculator3,38,pos,32,0,20,1,118,0,1
6520,nt,tennisracquet7,5,neg1,32,0,20,1,119,0,1
2396,t,cookingpan3,54,neu,32,0,20,1,120,1,1
3195,b,scissors5,20,neg2,32,0,20,1,121,1,1
9301,b,glove6,24,neg2,32,0,20,1,122,1,1
9415,nt,fan2,10,neg1,32,0,20,1,123,1,1
9921,b,frisbee0,29,neg2,32,0,20,1,124,1,1
2590,b,coin15,19,neg2,32,0,20,1,125,1,1
2154,t,hourglass16,36,pos,32,0,20,1,126,1,1
2308,filler,nunchaku16,49,neu,32,0,20,1,127,1,1
2683,nt,ringbinder8,0,neg1,32,0,20,1,128,1,0
9599,b,garbagetrash14,27,neg2,32,0,20,1,129,1,1
2102,t,camera7,46,neu,32,0,20,1,130,1,1
2309,t,key3,50,neu,32,0,20,1,131,1,0
2456,b,microwave1,17,neg2,32,0,20,1,132,1,1
9428,nt,gift15,11,neg1,32,0,20,1,133,1,1
3300,nt,tape8,3,neg1,32,0,20,1,134,1,1
2398,t,cookie1,39,pos,32,0,20,1,135,1,1
6212,nt,cushion2,4,neg1,32,0,20,1,136,1,1
2205,b,powerstrip12,15,neg2,32,0,20,1,137,1,1
2309,t,key3,50,neu,32,0,20,1,138,2,1
2683,nt,ringbinder8,0,neg1,32,0,20,1,139,2,1
