IAPS,TNTcond,cue,itemID,valence,subjID,gender,age,CB,order,correct,RT
1645,pre_new,NA,150,neu,41,1,25,1,120,1,1.3514825449999535
3220,pre_new,NA,107,neg,41,1,25,1,121,1,1.2224892169999748
5470,pre_new,NA,75,pos,41,1,25,1,122,1,0.8348947220001719
9295,pre_new,NA,127,neg,41,1,25,1,123,1,0.9912900570000147
8600,pre_new,NA,80,pos,41,1,25,1,124,1,1.2195154050000383
2205,b,scale13,15,neg2,41,1,25,1,125,1,0.6625201429999379
2703,pre_new,NA,101,neg,41,1,25,1,126,1,0.7858120299999882
9599,b,garbagetrash14,27,neg2,41,1,25,1,127,1,0.8393386279999504
9187,nt,toothpaste14,8,neg1,41,1,25,1,128,1,0.772494019000078
7230,filler,decorativescreen10,42,pos,41,1,25,1,129,1,0.6991076230001454
2489,pre_new,NA,162,neu,41,1,25,1,130,1,0.8800998440001422
7234,pre_new,NA,173,neu,41,1,25,1,131,1,0.7280931689999761
7325,filler,cookpot16,43,pos,41,1,25,1,132,1,0.7499504919999254
2141,pre_new,NA,97,neg,41,1,25,1,133,1,0.9985832450001908
8065,pre_new,NA,178,neu,41,1,25,1,134,1,0.8012697489998573
2400,pre_new,NA,159,neu,41,1,25,1,135,1,0.8232318329999089
6838,nt,clock1,6,neg1,41,1,25,1,136,1,1.3628124639999442
9611,nt,pokercard14,12,neg1,41,1,25,1,137,1,0.8505354680000892
3280,pre_new,NA,108,neg,41,1,25,1,138,1,0.8196014019999893
2308,filler,exercise_equipment5,49,neu,41,1,25,1,139,1,0.7813806610001848
9415,nt,nunchaku16,10,neg1,41,1,25,1,140,1,0.9490055050000592
6821,b,cookie1,22,neg2,41,1,25,1,141,1,0.7622463640000205
2235,pre_new,NA,155,neu,41,1,25,1,142,1,0.8059540699998706
9163,b,lock14,23,neg2,41,1,25,1,143,1,0.7108344030000353
2373,t,camera7,38,pos,41,1,25,1,144,1,0.7007252640000843
9421,pre_new,NA,135,neg,41,1,25,1,145,1,0.9200544200000422
4616,pre_new,NA,65,pos,41,1,25,1,146,1,1.1642386050000368
2037,pre_new,NA,64,pos,41,1,25,1,147,1,0.9001497090000612
2091,t,turtle3,35,pos,41,1,25,1,148,1,0.7784969880001427
2302,pre_new,NA,82,pos,41,1,25,1,149,1,0.850574972000004
2273,t,ringbinder8,48,neu,41,1,25,1,150,1,0.7250432529999671
3300,nt,windchime16,3,neg1,41,1,25,1,151,1,1.1202710860000025
2398,t,dresser12,39,pos,41,1,25,1,152,1,0.6994834749998518
1601,filler,cheesegrater14,31,pos,41,1,25,1,153,1,0.8293858239999281
7580,pre_new,NA,73,pos,41,1,25,1,154,1,0.801893629999995
