IAPS,valence,cond,cue,sub,time,order
4700,pos,sub,bowtie11,4700,0,321
7580,pos,sub,cheesegrater14,7580,0,322
8205,pos,sub,cookingpan3,8205,0,323
5470,pos,sub,camera7,5470,0,324
4612,pos,sub,scissors5,4612,0,325
2594,pos,sub,butterfly8,2594,0,326
2037,pos,sub,tent4,2037,0,327
2655,pos,sub,gift15,2655,0,328
7405,pos,sub,scale13,7405,0,329
2388,pos,pre_new,powerstrip12,2388,0,330
4599,pos,pre_new,microwave1,4599,0,331
2035,pos,sub,tennisracquet7,2035,0,332
8162,pos,sub,turtle3,8162,0,333
8600,pos,sub,umbrella2,8600,0,334
8161,pos,sub,dresser12,8161,0,335
2389,pos,sub,balloon10,2389,0,336
2331,pos,sub,lock14,2331,0,337
1419,pos,sub,fan2,1419,0,338
1750,pos,sub,windchime16,1750,0,339
8499,pos,sub,doorknob4,8499,0,340
2156,pos,sub,glove6,2156,0,341
2346,pos,pre_new,frame10,2346,0,342
2158,pos,sub,hourglass16,2158,0,343
2302,pos,sub,broom11,2302,0,344
1650,pos,pre_new,tape8,1650,0,345
1605,pos,pre_new,binoculars14,1605,0,346
7280,pos,pre_new,exercise_equipment5,7280,0,347
2341,pos,pre_new,lei9,2341,0,348
8030,pos,sub,coin15,8030,0,349
2030,pos,sub,calculator3,2030,0,350
2224,pos,pre_new,chessboard14,2224,0,351
2791,pos,sub,pokercard14,2791,0,352
8492,pos,pre_new,handbag3,8492,0,353
2391,pos,sub,backpack6,2391,0,354
8370,pos,sub,stapler5,8370,0,355
4628,pos,sub,cheese8,4628,0,356
2299,pos,pre_new,key3,2299,0,357
7440,pos,sub,button5,7440,0,358
5199,pos,sub,frisbee0,5199,0,359
1811,pos,sub,cushion2,1811,0,360
5621,pos,sub,rollerskates16,5621,0,361
1441,pos,sub,toothpaste14,1441,0,362
8118,pos,sub,dumbbell0,8118,0,363
4614,pos,sub,microscope1,4614,0,364
8497,pos,sub,decorativescreen10,8497,0,365
7580,pos,sub,cheesegrater14,7580,1,376
2030,pos,sub,calculator3,2030,1,377
8499,pos,sub,doorknob4,8499,1,378
4628,pos,sub,cheese8,4628,1,379
2302,pos,sub,broom11,2302,1,380
4612,pos,sub,scissors5,4612,1,381
4700,pos,sub,bowtie11,4700,1,382
2331,pos,sub,lock14,2331,1,383
2594,pos,sub,butterfly8,2594,1,384
2035,pos,sub,tennisracquet7,2035,1,385
7405,pos,sub,scale13,7405,1,386
8600,pos,sub,umbrella2,8600,1,387
8162,pos,sub,turtle3,8162,1,388
8118,pos,sub,dumbbell0,8118,1,389
8205,pos,sub,cookingpan3,8205,1,390
5199,pos,sub,frisbee0,5199,1,391
8497,pos,sub,decorativescreen10,8497,1,392
8030,pos,sub,coin15,8030,1,393
2389,pos,sub,balloon10,2389,1,394
1811,pos,sub,cushion2,1811,1,395
8161,pos,sub,dresser12,8161,1,396
1750,pos,sub,windchime16,1750,1,397
7440,pos,sub,button5,7440,1,398
8370,pos,sub,stapler5,8370,1,399
1419,pos,sub,fan2,1419,1,400
2791,pos,sub,pokercard14,2791,1,401
4614,pos,sub,microscope1,4614,1,402
5470,pos,sub,camera7,5470,1,403
1441,pos,sub,toothpaste14,1441,1,404
5621,pos,sub,rollerskates16,5621,1,405
2655,pos,sub,gift15,2655,1,406
2158,pos,sub,hourglass16,2158,1,407
2156,pos,sub,glove6,2156,1,408
2391,pos,sub,backpack6,2391,1,409
2037,pos,sub,tent4,2037,1,410
