IAPS,valence,cond,cue,sub,time,order
8492,pos,sub,nunchaku16,8492,0,300
5470,pos,sub,cheese8,5470,0,301
2560,pos,sub,tennisracquet7,2560,0,302
1441,pos,pre_new,frame10,1441,0,303
2389,pos,sub,cheesegrater14,2389,0,304
2331,pos,sub,lock14,2331,0,305
8162,pos,sub,scissors5,8162,0,306
2598,pos,sub,suitcase9,2598,0,307
8497,pos,sub,glove6,8497,0,308
8031,pos,sub,coin15,8031,0,309
1463,pos,pre_new,umbrella2,1463,0,310
1750,pos,sub,abacus9,1750,0,311
2655,pos,sub,clock1,2655,0,312
8330,pos,sub,hourglass16,8330,0,313
4614,pos,sub,frisbee0,4614,0,314
2391,pos,sub,stapler5,2391,0,315
2156,pos,pre_new,powerstrip12,2156,0,316
4616,pos,sub,seashell9,4616,0,317
5726,pos,sub,binoculars14,5726,0,318
8030,pos,sub,microscope1,8030,0,319
4612,pos,sub,exercise_equipment5,4612,0,320
8470,pos,sub,decorativescreen10,8470,0,321
4599,pos,sub,toothpaste14,4599,0,322
7279,pos,sub,backpack6,7279,0,323
1419,pos,sub,cushion2,1419,0,324
1731,pos,sub,tent4,1731,0,325
2302,pos,sub,broom11,2302,0,326
2037,pos,pre_new,chessboard14,2037,0,327
2030,pos,sub,bowtie11,2030,0,328
8499,pos,pre_new,garbagetrash14,8499,0,329
2299,pos,sub,handbag3,2299,0,330
8205,pos,pre_new,dresser12,8205,0,331
8600,pos,sub,compass1,8600,0,332
2594,pos,sub,microwave1,2594,0,333
7280,pos,sub,hairbrush9,7280,0,334
2791,pos,sub,tape8,2791,0,335
2208,pos,sub,scale13,2208,0,336
7580,pos,sub,vase15,7580,0,337
2370,pos,pre_new,bearteddy16,2370,0,338
5833,pos,pre_new,doorknob4,5833,0,339
2388,pos,sub,bonzai14,2388,0,340
2341,pos,sub,calculator3,2341,0,341
8161,pos,pre_new,windchime16,8161,0,342
1811,pos,sub,dumbbell0,1811,0,343
2339,pos,pre_new,butterfly8,2339,0,344
2208,pos,sub,scale13,2208,1,355
7280,pos,sub,hairbrush9,7280,1,356
4612,pos,sub,exercise_equipment5,4612,1,357
8031,pos,sub,coin15,8031,1,358
2302,pos,sub,broom11,2302,1,359
8030,pos,sub,microscope1,8030,1,360
8492,pos,sub,nunchaku16,8492,1,361
2791,pos,sub,tape8,2791,1,362
2560,pos,sub,tennisracquet7,2560,1,363
2391,pos,sub,stapler5,2391,1,364
4614,pos,sub,frisbee0,4614,1,365
1750,pos,sub,abacus9,1750,1,366
8470,pos,sub,decorativescreen10,8470,1,367
8330,pos,sub,hourglass16,8330,1,368
1419,pos,sub,cushion2,1419,1,369
7580,pos,sub,vase15,7580,1,370
2331,pos,sub,lock14,2331,1,371
2299,pos,sub,handbag3,2299,1,372
8162,pos,sub,scissors5,8162,1,373
7279,pos,sub,backpack6,7279,1,374
2389,pos,sub,cheesegrater14,2389,1,375
2594,pos,sub,microwave1,2594,1,376
2030,pos,sub,bowtie11,2030,1,377
2388,pos,sub,bonzai14,2388,1,378
1811,pos,sub,dumbbell0,1811,1,379
8497,pos,sub,glove6,8497,1,380
4616,pos,sub,seashell9,4616,1,381
2341,pos,sub,calculator3,2341,1,382
5470,pos,sub,cheese8,5470,1,383
8600,pos,sub,compass1,8600,1,384
4599,pos,sub,toothpaste14,4599,1,385
1731,pos,sub,tent4,1731,1,386
5726,pos,sub,binoculars14,5726,1,387
2598,pos,sub,suitcase9,2598,1,388
2655,pos,sub,clock1,2655,1,389
