itemID,cond,value,subjID,gender,age,CB
0,r,2,5,1,23,5
1,n,2,5,1,23,5
2,r,2,5,1,23,5
3,n,1,5,1,23,5
4,r,2,5,1,23,5
5,r,3,5,1,23,5
6,n,1,5,1,23,5
7,n,3,5,1,23,5
8,r,2,5,1,23,5
9,n,3,5,1,23,5
10,n,3,5,1,23,5
11,r,2,5,1,23,5
12,r,1,5,1,23,5
13,n,3,5,1,23,5
14,r,2,5,1,23,5
15,n,2,5,1,23,5
16,n,4,5,1,23,5
17,r,2,5,1,23,5
18,n,3,5,1,23,5
19,r,2,5,1,23,5
