IAPS,TNTcond,cue,itemID,valence,subjID,gender,age,CB,order,cycleN,correct
6838,nt,nunchaku16,6,neg1,9,1,20,1,60,0,0
9290,nt,rollerskates16,9,neg1,9,1,20,1,61,0,0
2683,nt,handbag3,0,neg1,9,1,20,1,62,0,0
3500,b,binoculars14,21,neg2,9,1,20,1,63,0,0
2487,filler,decorativescreen10,55,neu,9,1,20,1,64,0,0
2390,t,toothpaste14,53,neu,9,1,20,1,65,0,0
2340,filler,hanger9,37,pos,9,1,20,1,66,0,0
2398,t,vase15,39,pos,9,1,20,1,67,0,1
9599,b,microwave1,27,neg2,9,1,20,1,68,0,1
9415,nt,gift15,10,neg1,9,1,20,1,69,0,1
2456,b,scissors5,17,neg2,9,1,20,1,70,0,1
2345.1,b,cushion2,16,neg2,9,1,20,1,71,0,0
1920,t,button5,34,pos,9,1,20,1,72,0,1
6821,b,butterfly8,22,neg2,9,1,20,1,73,0,0
7057,t,frame10,59,neu,9,1,20,1,74,0,1
2980,t,tennisracquet7,58,neu,9,1,20,1,75,0,0
2308,filler,fan2,49,neu,9,1,20,1,76,0,0
2590,b,ringbinder8,19,neg2,9,1,20,1,77,0,0
1659,t,cheesegrater14,32,pos,9,1,20,1,78,0,1
9301,b,dumbbell0,24,neg2,9,1,20,1,79,0,0
6520,nt,balloon10,5,neg1,9,1,20,1,80,0,0
2205,b,clock1,15,neg2,9,1,20,1,81,0,0
9611,nt,powerstrip12,12,neg1,9,1,20,1,82,0,1
1710,filler,coin15,33,pos,9,1,20,1,83,0,0
2091,t,cookingpan3,35,pos,9,1,20,1,84,0,1
9187,nt,doorknob4,8,neg1,9,1,20,1,85,0,0
2273,t,hairbrush9,48,neu,9,1,20,1,86,0,0
1601,filler,stapler5,31,pos,9,1,20,1,87,0,0
2870,t,tent4,57,neu,9,1,20,1,88,0,1
7230,t,scale13,42,pos,9,1,20,1,89,0,0
2530,t,cookie1,40,pos,9,1,20,1,90,0,0
9908,nt,compass1,13,neg1,9,1,20,1,91,0,1
2102,t,windchime16,46,neu,9,1,20,1,92,0,0
4626,t,cheese8,41,pos,9,1,20,1,93,0,0
9163,b,suitcase9,23,neg2,9,1,20,1,94,0,0
2490,b,pokercard14,18,neg2,9,1,20,1,95,0,0
1303,filler,abacus9,45,neu,9,1,20,1,96,0,0
2382,t,microscope1,51,neu,9,1,20,1,97,0,0
2749,t,turtle3,56,neu,9,1,20,1,98,0,0
9921,b,lei9,29,neg2,9,1,20,1,99,0,1
3195,b,bearteddy16,20,neg2,9,1,20,1,100,0,0
6212,nt,hourglass16,4,neg1,9,1,20,1,101,0,1
7325,filler,calculator3,43,pos,9,1,20,1,102,0,1
9909,nt,bonzai14,14,neg1,9,1,20,1,103,0,1
2272,filler,frisbee0,47,neu,9,1,20,1,104,0,0
8120,t,dresser12,44,pos,9,1,20,1,105,0,0
9428,nt,cookpot16,11,neg1,9,1,20,1,106,0,1
2309,t,seashell9,50,neu,9,1,20,1,107,0,0
2396,filler,backpack6,54,neu,9,1,20,1,108,0,0
1340,t,exercise_equipment5,30,pos,9,1,20,1,109,0,0
9321,b,lock14,25,neg2,9,1,20,1,110,0,0
2383,t,tape8,52,neu,9,1,20,1,111,0,1
2154,filler,camera7,36,pos,9,1,20,1,112,0,1
9910,b,glove6,28,neg2,9,1,20,1,113,0,0
2373,t,umbrella2,38,pos,9,1,20,1,114,0,1
2750,nt,chessboard14,1,neg1,9,1,20,1,115,0,0
9425,b,garbagetrash14,26,neg2,9,1,20,1,116,0,0
3300,nt,broom11,3,neg1,9,1,20,1,117,0,0
9075,nt,key3,7,neg1,9,1,20,1,118,0,0
3216,nt,bowtie11,2,neg1,9,1,20,1,119,0,1
4626,t,cheese8,41,pos,9,1,20,1,120,1,0
1340,t,exercise_equipment5,30,pos,9,1,20,1,121,1,1
9290,nt,rollerskates16,9,neg1,9,1,20,1,122,1,0
1710,filler,coin15,33,pos,9,1,20,1,123,1,0
8120,t,dresser12,44,pos,9,1,20,1,124,1,0
2309,t,seashell9,50,neu,9,1,20,1,125,1,1
3500,b,binoculars14,21,neg2,9,1,20,1,126,1,0
2749,t,turtle3,56,neu,9,1,20,1,127,1,0
9301,b,dumbbell0,24,neg2,9,1,20,1,128,1,1
