IAPS,valence,cond,cue,sub,time,order
1441,pos,sub,cookingpan3,1441,0,377
8210,pos,sub,compass1,8210,0,378
2341,pos,sub,toothpaste14,2341,0,379
8370,pos,sub,scale13,8370,0,380
2598,pos,sub,handbag3,2598,0,381
8030,pos,sub,balloon10,8030,0,382
1463,pos,sub,microscope1,1463,0,383
2156,pos,pre_new,backpack6,2156,0,384
2370,pos,sub,bowtie11,2370,0,385
2655,pos,pre_new,frisbee0,2655,0,386
5470,pos,sub,gift15,5470,0,387
2791,pos,sub,powerstrip12,2791,0,388
4628,pos,sub,hairbrush9,4628,0,389
2302,pos,sub,cookie1,2302,0,390
8600,pos,sub,seashell9,8600,0,391
7280,pos,sub,exercise_equipment5,7280,0,392
7580,pos,sub,umbrella2,7580,0,393
2314,pos,sub,dresser12,2314,0,394
1811,pos,sub,turtle3,1811,0,395
5621,pos,pre_new,coin15,5621,0,396
2158,pos,pre_new,calculator3,2158,0,397
8118,pos,pre_new,fan2,8118,0,398
1419,pos,sub,tape8,1419,0,399
8330,pos,sub,button5,8330,0,400
1605,pos,sub,hourglass16,1605,0,401
2389,pos,sub,key3,2389,0,402
2388,pos,sub,bonzai14,2388,0,403
5910,pos,sub,windchime16,5910,0,404
5780,pos,sub,broom11,5780,0,405
1731,pos,sub,tennisracquet7,1731,0,406
2560,pos,pre_new,decorativescreen10,2560,0,407
5833,pos,sub,rollerskates16,5833,0,408
1750,pos,sub,nunchaku16,1750,0,409
7279,pos,sub,vase15,7279,0,410
2339,pos,sub,doorknob4,2339,0,411
8162,pos,sub,tent4,8162,0,412
2594,pos,sub,frame10,2594,0,413
7405,pos,sub,cheesegrater14,7405,0,414
4614,pos,pre_new,stapler5,4614,0,415
4616,pos,sub,chessboard14,4616,0,416
2224,pos,pre_new,hanger9,2224,0,417
2299,pos,sub,cookpot16,2299,0,418
2035,pos,pre_new,camera7,2035,0,419
2391,pos,pre_new,abacus9,2391,0,420
8205,pos,sub,cheese8,8205,0,421
8600,pos,sub,seashell9,8600,1,432
5780,pos,sub,broom11,5780,1,433
4616,pos,sub,chessboard14,4616,1,434
7580,pos,sub,umbrella2,7580,1,435
7405,pos,sub,cheesegrater14,7405,1,436
1463,pos,sub,microscope1,1463,1,437
1731,pos,sub,tennisracquet7,1731,1,438
2341,pos,sub,toothpaste14,2341,1,439
5910,pos,sub,windchime16,5910,1,440
2389,pos,sub,key3,2389,1,441
5470,pos,sub,gift15,5470,1,442
1441,pos,sub,cookingpan3,1441,1,443
8370,pos,sub,scale13,8370,1,444
2791,pos,sub,powerstrip12,2791,1,445
8205,pos,sub,cheese8,8205,1,446
1750,pos,sub,nunchaku16,1750,1,447
1419,pos,sub,tape8,1419,1,448
7280,pos,sub,exercise_equipment5,7280,1,449
7279,pos,sub,vase15,7279,1,450
2299,pos,sub,cookpot16,2299,1,451
2598,pos,sub,handbag3,2598,1,452
8030,pos,sub,balloon10,8030,1,453
5833,pos,sub,rollerskates16,5833,1,454
4628,pos,sub,hairbrush9,4628,1,455
2302,pos,sub,cookie1,2302,1,456
2339,pos,sub,doorknob4,2339,1,457
1605,pos,sub,hourglass16,1605,1,458
2370,pos,sub,bowtie11,2370,1,459
1811,pos,sub,turtle3,1811,1,460
2388,pos,sub,bonzai14,2388,1,461
2594,pos,sub,frame10,2594,1,462
8210,pos,sub,compass1,8210,1,463
2314,pos,sub,dresser12,2314,1,464
8330,pos,sub,button5,8330,1,465
8162,pos,sub,tent4,8162,1,466
