IAPS,TNTcond,cue,itemID,valence,subjID,gender,age,CB,order,val,aro,correct
7057,filler,bowtie11,59,neu,40,1,19,1,937,5,5,1
1340,filler,lei9,30,pos,40,1,19,1,938,7,4,1
2749,filler,key3,56,neu,40,1,19,1,939,5,5,1
7230,filler,butterfly8,42,pos,40,1,19,1,940,,,0
2373,filler,frame10,38,pos,40,1,19,1,941,7,4,1
2340,t,scissors5,37,pos,40,1,19,1,942,7,3,1
9301,b,hanger9,24,neg2,40,1,19,1,943,3,6,1
2870,t,broom11,57,neu,40,1,19,1,944,4,5,1
6212,nt,exercise_equipment5,4,neg1,40,1,19,1,945,4,6,1
9187,nt,coin15,8,neg1,40,1,19,1,946,3,6,1
2383,t,umbrella2,52,neu,40,1,19,1,947,6,4,1
9415,nt,cookpot16,10,neg1,40,1,19,1,948,,,0
3500,b,camera7,21,neg2,40,1,19,1,949,3,5,1
2154,t,decorativescreen10,36,pos,40,1,19,1,950,7,4,1
2396,t,backpack6,54,neu,40,1,19,1,951,6,4,1
9075,nt,windchime16,7,neg1,40,1,19,1,952,3,6,1
3300,nt,binoculars14,3,neg1,40,1,19,1,953,5,5,1
2683,nt,dumbbell0,0,neg1,40,1,19,1,954,4,5,1
3216,nt,cushion2,2,neg1,40,1,19,1,955,5,5,1
2750,nt,seashell9,1,neg1,40,1,19,1,956,3,5,1
2273,t,calculator3,48,neu,40,1,19,1,957,6,4,1
1710,t,tape8,33,pos,40,1,19,1,958,7,4,1
6821,b,lock14,22,neg2,40,1,19,1,959,,,0
7325,t,ringbinder8,43,pos,40,1,19,1,960,,,0
2345.1,b,microwave1,16,neg2,40,1,19,1,961,3,6,1
9321,b,microscope1,25,neg2,40,1,19,1,962,6,6,1
2487,t,stapler5,55,neu,40,1,19,1,963,6,4,1
1601,t,frisbee0,31,pos,40,1,19,1,964,6,5,1
2590,b,turtle3,19,neg2,40,1,19,1,965,3,5,1
6838,nt,hourglass16,6,neg1,40,1,19,1,966,5,5,1
3195,b,dresser12,20,neg2,40,1,19,1,967,2,6,1
2530,t,clock1,40,pos,40,1,19,1,968,7,3,1
2456,b,doorknob4,17,neg2,40,1,19,1,969,,,0
9910,b,bonzai14,28,neg2,40,1,19,1,970,4,5,1
2205,b,abacus9,15,neg2,40,1,19,1,971,4,5,1
9908,nt,hairbrush9,13,neg1,40,1,19,1,972,4,5,1
2490,b,balloon10,18,neg2,40,1,19,1,973,4,5,1
4626,t,garbagetrash14,41,pos,40,1,19,1,974,,,0
9163,b,tennisracquet7,23,neg2,40,1,19,1,975,3,5,1
9428,nt,pokercard14,11,neg1,40,1,19,1,976,4,5,1
9425,b,handbag3,26,neg2,40,1,19,1,977,3,5,1
6520,nt,powerstrip12,5,neg1,40,1,19,1,978,,,0
2102,t,vase15,46,neu,40,1,19,1,979,6,4,1
9290,nt,nunchaku16,9,neg1,40,1,19,1,980,3,6,1
9611,nt,compass1,12,neg1,40,1,19,1,981,,,0
1303,t,button5,45,neu,40,1,19,1,982,4,5,1
9921,b,cheesegrater14,29,neg2,40,1,19,1,983,4,5,1
8120,t,glove6,44,pos,40,1,19,1,984,7,4,1
2382,t,toothpaste14,51,neu,40,1,19,1,985,6,4,1
9909,nt,tent4,14,neg1,40,1,19,1,986,4,5,1
2398,t,chessboard14,39,pos,40,1,19,1,987,6,5,1
9599,b,cookie1,27,neg2,40,1,19,1,988,3,6,1
2272,t,suitcase9,47,neu,40,1,19,1,989,5,5,1
2308,t,gift15,49,neu,40,1,19,1,990,7,4,1
2091,t,bearteddy16,35,pos,40,1,19,1,991,9,3,1
1659,filler,scale13,32,pos,40,1,19,1,992,6,4,1
2980,filler,fan2,58,neu,40,1,19,1,993,3,6,1
2309,filler,cookingpan3,50,neu,40,1,19,1,994,4,5,1
2390,filler,cheese8,53,neu,40,1,19,1,995,,,0
1920,filler,rollerskates16,34,pos,40,1,19,1,996,7,4,1
