IAPS,TNTcond,cue,itemID,valence,subjID,gender,age,CB,order
2273,filler,bowtie11,48,neu,31,0,22,1,0
2487,filler,vase15,55,neu,31,0,22,1,1
2749,filler,handbag3,56,neu,31,0,22,1,2
2398,filler,camera7,39,pos,31,0,22,1,3
1340,filler,lock14,30,pos,31,0,22,1,4
9163,b,stapler5,23,neg2,31,0,22,1,5
2456,b,scissors5,17,neg2,31,0,22,1,6
2383,t,lei9,52,neu,31,0,22,1,7
9909,nt,abacus9,14,neg1,31,0,22,1,8
6520,nt,garbagetrash14,5,neg1,31,0,22,1,9
3500,b,button5,21,neg2,31,0,22,1,10
9921,b,clock1,29,neg2,31,0,22,1,11
9611,nt,microwave1,12,neg1,31,0,22,1,12
2308,t,rollerskates16,49,neu,31,0,22,1,13
2590,b,cheese8,19,neg2,31,0,22,1,14
9290,nt,umbrella2,9,neg1,31,0,22,1,15
2205,b,cushion2,15,neg2,31,0,22,1,16
3216,nt,hourglass16,2,neg1,31,0,22,1,17
3195,b,chessboard14,20,neg2,31,0,22,1,18
9075,nt,bearteddy16,7,neg1,31,0,22,1,19
2390,t,frisbee0,53,neu,31,0,22,1,20
4626,t,calculator3,41,pos,31,0,22,1,21
9908,nt,tennisracquet7,13,neg1,31,0,22,1,22
6821,b,ringbinder8,22,neg2,31,0,22,1,23
2980,t,doorknob4,58,neu,31,0,22,1,24
9599,b,turtle3,27,neg2,31,0,22,1,25
2154,t,seashell9,36,pos,31,0,22,1,26
9321,b,powerstrip12,25,neg2,31,0,22,1,27
2382,t,tent4,51,neu,31,0,22,1,28
9187,nt,glove6,8,neg1,31,0,22,1,29
2091,t,dresser12,35,pos,31,0,22,1,30
2309,t,nunchaku16,50,neu,31,0,22,1,31
7325,t,toothpaste14,43,pos,31,0,22,1,32
7057,t,cookie1,59,neu,31,0,22,1,33
2396,t,frame10,54,neu,31,0,22,1,34
9301,b,hairbrush9,24,neg2,31,0,22,1,35
1303,t,dumbbell0,45,neu,31,0,22,1,36
6212,nt,balloon10,4,neg1,31,0,22,1,37
2345.1,b,decorativescreen10,16,neg2,31,0,22,1,38
6838,nt,butterfly8,6,neg1,31,0,22,1,39
2750,nt,bonzai14,1,neg1,31,0,22,1,40
1601,t,microscope1,31,pos,31,0,22,1,41
9910,b,key3,28,neg2,31,0,22,1,42
2683,nt,binoculars14,0,neg1,31,0,22,1,43
2490,b,cookingpan3,18,neg2,31,0,22,1,44
8120,t,compass1,44,pos,31,0,22,1,45
3300,nt,cheesegrater14,3,neg1,31,0,22,1,46
2272,t,windchime16,47,neu,31,0,22,1,47
9428,nt,broom11,11,neg1,31,0,22,1,48
1659,t,fan2,32,pos,31,0,22,1,49
2530,t,cookpot16,40,pos,31,0,22,1,50
9415,nt,pokercard14,10,neg1,31,0,22,1,51
1710,t,backpack6,33,pos,31,0,22,1,52
1920,t,gift15,34,pos,31,0,22,1,53
9425,b,exercise_equipment5,26,neg2,31,0,22,1,54
2102,filler,scale13,46,neu,31,0,22,1,55
2340,filler,tape8,37,pos,31,0,22,1,56
2870,filler,coin15,57,neu,31,0,22,1,57
2373,filler,hanger9,38,pos,31,0,22,1,58
7230,filler,suitcase9,42,pos,31,0,22,1,59
