subjID,gender,age,phaseName,order,itemID,TNTcond,valence,cue,tar
16,1,20,encoding,0,50,filler,neu,nunchaku16,2309.0
16,1,20,encoding,1,30,filler,pos,tennisracquet7,1340.0
16,1,20,encoding,2,53,filler,neu,key3,2390.0
16,1,20,encoding,3,37,filler,pos,fan2,2340.0
16,1,20,encoding,4,42,filler,pos,handbag3,7230.0
16,1,20,encoding,5,8,b,neg1,cheese8,9187.0
16,1,20,encoding,6,9,b,neg1,frisbee0,9290.0
16,1,20,encoding,7,39,t,pos,hanger9,2398.0
16,1,20,encoding,8,40,t,pos,compass1,2530.0
16,1,20,encoding,9,0,b,neg1,binoculars14,2683.0
16,1,20,encoding,10,17,nt,neg2,tape8,2456.0
16,1,20,encoding,11,3,b,neg1,scale13,3300.0
16,1,20,encoding,12,16,nt,neg2,powerstrip12,2345.1
16,1,20,encoding,13,31,t,pos,cushion2,1601.0
16,1,20,encoding,14,15,nt,neg2,microscope1,2205.0
16,1,20,encoding,15,33,t,pos,umbrella2,1710.0
16,1,20,encoding,16,58,t,neu,garbagetrash14,2980.0
16,1,20,encoding,17,47,t,neu,calculator3,2272.0
16,1,20,encoding,18,36,t,pos,windchime16,2154.0
16,1,20,encoding,19,27,nt,neg2,doorknob4,9599.0
16,1,20,encoding,20,45,t,neu,cheesegrater14,1303.0
16,1,20,encoding,21,11,b,neg1,bonzai14,9428.0
16,1,20,encoding,22,41,t,pos,cookpot16,4626.0
16,1,20,encoding,23,38,t,pos,dresser12,2373.0
16,1,20,encoding,24,48,t,neu,camera7,2273.0
16,1,20,encoding,25,14,b,neg1,pokercard14,9909.0
16,1,20,encoding,26,4,b,neg1,dumbbell0,6212.0
16,1,20,encoding,27,28,nt,neg2,stapler5,9910.0
16,1,20,encoding,28,7,b,neg1,toothpaste14,9075.0
16,1,20,encoding,29,23,nt,neg2,exercise_equipment5,9163.0
16,1,20,encoding,30,6,b,neg1,abacus9,6838.0
16,1,20,encoding,31,32,t,pos,button5,1659.0
16,1,20,encoding,32,19,nt,neg2,glove6,2590.0
16,1,20,encoding,33,22,nt,neg2,cookingpan3,6821.0
16,1,20,encoding,34,5,b,neg1,chessboard14,6520.0
16,1,20,encoding,35,25,nt,neg2,broom11,9321.0
16,1,20,encoding,36,49,t,neu,balloon10,2308.0
16,1,20,encoding,37,24,nt,neg2,scissors5,9301.0
16,1,20,encoding,38,20,nt,neg2,vase15,3195.0
16,1,20,encoding,39,13,b,neg1,hourglass16,9908.0
16,1,20,encoding,40,21,nt,neg2,clock1,3500.0
16,1,20,encoding,41,57,t,neu,lei9,2870.0
16,1,20,encoding,42,18,nt,neg2,frame10,2490.0
16,1,20,encoding,43,10,b,neg1,ringbinder8,9415.0
16,1,20,encoding,44,1,b,neg1,bearteddy16,2750.0
16,1,20,encoding,45,29,nt,neg2,tent4,9921.0
16,1,20,encoding,46,55,t,neu,decorativescreen10,2487.0
16,1,20,encoding,47,52,t,neu,coin15,2383.0
16,1,20,encoding,48,2,b,neg1,lock14,3216.0
16,1,20,encoding,49,59,t,neu,turtle3,7057.0
16,1,20,encoding,50,12,b,neg1,butterfly8,9611.0
16,1,20,encoding,51,35,t,pos,hairbrush9,2091.0
16,1,20,encoding,52,44,t,pos,suitcase9,8120.0
16,1,20,encoding,53,26,nt,neg2,rollerskates16,9425.0
16,1,20,encoding,54,51,t,neu,backpack6,2382.0
16,1,20,encoding,55,56,filler,neu,cookie1,2749.0
16,1,20,encoding,56,46,filler,neu,gift15,2102.0
16,1,20,encoding,57,34,filler,pos,bowtie11,1920.0
16,1,20,encoding,58,54,filler,neu,seashell9,2396.0
16,1,20,encoding,59,43,filler,pos,microwave1,7325.0
