IAPS,TNTcond,cue,itemID,valence,subjID,gender,age,CB,order,block,intrusion,RT
8120,filler,bearteddy16,44,pos,25,1,20,1,354,0,,0.0
2308,filler,dumbbell0,49,neu,25,1,20,1,355,0,1,0.921
2870,filler,clock1,57,neu,25,1,20,1,356,0,0,0.77
2530,filler,nunchaku16,40,pos,25,1,20,1,357,0,2,0.453
2154,filler,button5,36,pos,25,1,20,1,358,0,2,0.503
2390,filler,stapler5,53,neu,25,1,20,1,359,0,1,0.737
2373,filler,decorativescreen10,38,pos,25,1,20,1,360,0,2,0.854
2980,filler,exercise_equipment5,58,neu,25,1,20,1,361,0,0,0.803
1303,filler,lock14,45,neu,25,1,20,1,362,0,2,0.704
1710,filler,hourglass16,33,pos,25,1,20,1,363,0,0,0.604
2398,t,rollerskates16,39,pos,25,1,20,1,399,1,,0.0
9611,nt,seashell9,12,neg1,25,1,20,1,400,1,0,0.954
9415,nt,pokercard14,10,neg1,25,1,20,1,401,1,2,0.754
2102,t,backpack6,46,neu,25,1,20,1,402,1,1,0.554
6212,nt,broom11,4,neg1,25,1,20,1,403,1,1,0.687
4626,t,cookpot16,41,pos,25,1,20,1,404,1,0,0.904
2309,t,windchime16,50,neu,25,1,20,1,405,1,1,0.903
9908,nt,chessboard14,13,neg1,25,1,20,1,406,1,0,0.621
2383,t,butterfly8,52,neu,25,1,20,1,407,1,2,0.337
6838,nt,fan2,6,neg1,25,1,20,1,408,1,1,0.637
2340,t,scissors5,37,pos,25,1,20,1,409,1,2,0.454
9290,nt,toothpaste14,9,neg1,25,1,20,1,410,1,1,0.27
1920,t,cushion2,34,pos,25,1,20,1,411,1,2,1.053
6520,nt,microwave1,5,neg1,25,1,20,1,412,1,1,0.387
1659,t,glove6,32,pos,25,1,20,1,413,1,1,1.237
2396,t,powerstrip12,54,neu,25,1,20,1,414,1,2,0.37
2749,t,tent4,56,neu,25,1,20,1,415,1,2,0.437
2273,t,gift15,48,neu,25,1,20,1,416,1,2,0.454
9187,nt,microscope1,8,neg1,25,1,20,1,417,1,1,0.753
2750,nt,cheese8,1,neg1,25,1,20,1,418,1,1,0.321
2272,t,bonzai14,47,neu,25,1,20,1,419,1,2,0.454
7230,t,turtle3,42,pos,25,1,20,1,420,1,2,0.337
7057,t,binoculars14,59,neu,25,1,20,1,421,1,2,0.671
9428,nt,abacus9,11,neg1,25,1,20,1,422,1,1,1.154
9075,nt,garbagetrash14,7,neg1,25,1,20,1,423,1,0,0.654
1601,t,calculator3,31,pos,25,1,20,1,424,1,2,0.852
1340,t,suitcase9,30,pos,25,1,20,1,425,1,,0.0
9909,nt,hairbrush9,14,neg1,25,1,20,1,426,1,0,0.437
2382,t,frame10,51,neu,25,1,20,1,427,1,2,0.603
3216,nt,cheesegrater14,2,neg1,25,1,20,1,428,1,0,0.603
2487,t,doorknob4,55,neu,25,1,20,1,429,1,2,0.788
7325,t,dresser12,43,pos,25,1,20,1,430,1,2,0.57
3300,nt,frisbee0,3,neg1,25,1,20,1,431,1,1,0.554
2091,t,coin15,35,pos,25,1,20,1,432,1,2,0.487
2683,nt,cookingpan3,0,neg1,25,1,20,1,433,1,1,1.003
2309,t,windchime16,50,neu,25,1,20,1,434,2,2,0.938
6838,nt,fan2,6,neg1,25,1,20,1,435,2,0,0.97
2683,nt,cookingpan3,0,neg1,25,1,20,1,436,2,0,0.92
1340,t,suitcase9,30,pos,25,1,20,1,437,2,2,0.27
2382,t,frame10,51,neu,25,1,20,1,438,2,2,0.52
2750,nt,cheese8,1,neg1,25,1,20,1,439,2,1,0.354
7325,t,dresser12,43,pos,25,1,20,1,440,2,2,0.287
6212,nt,broom11,4,neg1,25,1,20,1,441,2,1,0.321
2398,t,rollerskates16,39,pos,25,1,20,1,442,2,2,0.27
1659,t,glove6,32,pos,25,1,20,1,443,2,2,0.354
2340,t,scissors5,37,pos,25,1,20,1,444,2,2,0.454
9908,nt,chessboard14,13,neg1,25,1,20,1,445,2,0,1.087
9290,nt,toothpaste14,9,neg1,25,1,20,1,446,2,2,1.471
1601,t,calculator3,31,pos,25,1,20,1,447,2,2,1.12
2383,t,butterfly8,52,neu,25,1,20,1,448,2,2,0.337
2102,t,backpack6,46,neu,25,1,20,1,449,2,2,0.304
3216,nt,cheesegrater14,2,neg1,25,1,20,1,450,2,0,1.085
7230,t,turtle3,42,pos,25,1,20,1,451,2,2,0.487
2396,t,powerstrip12,54,neu,25,1,20,1,452,2,2,0.454
1920,t,cushion2,34,pos,25,1,20,1,453,2,1,0.854
9428,nt,abacus9,11,neg1,25,1,20,1,454,2,0,0.337
9909,nt,hairbrush9,14,neg1,25,1,20,1,455,2,1,0.32
2273,t,gift15,48,neu,25,1,20,1,456,2,2,0.604
4626,t,cookpot16,41,pos,25,1,20,1,457,2,1,1.237
3300,nt,frisbee0,3,neg1,25,1,20,1,458,2,0,1.037
2091,t,coin15,35,pos,25,1,20,1,459,2,0,0.337
9187,nt,microscope1,8,neg1,25,1,20,1,460,2,1,1.287
9075,nt,garbagetrash14,7,neg1,25,1,20,1,461,2,2,1.104
2272,t,bonzai14,47,neu,25,1,20,1,462,2,2,0.303
6520,nt,microwave1,5,neg1,25,1,20,1,463,2,1,0.585
7057,t,binoculars14,59,neu,25,1,20,1,464,2,2,0.653
9415,nt,pokercard14,10,neg1,25,1,20,1,465,2,1,1.037
2487,t,doorknob4,55,neu,25,1,20,1,466,2,1,0.937
2749,t,tent4,56,neu,25,1,20,1,467,2,2,0.304
9611,nt,seashell9,12,neg1,25,1,20,1,468,2,1,0.904
9611,nt,seashell9,12,neg1,25,1,20,1,469,3,1,1.42
1659,t,glove6,32,pos,25,1,20,1,470,3,2,0.371
7325,t,dresser12,43,pos,25,1,20,1,471,3,2,0.32
3216,nt,cheesegrater14,2,neg1,25,1,20,1,472,3,1,0.454
2340,t,scissors5,37,pos,25,1,20,1,473,3,2,0.354
2398,t,rollerskates16,39,pos,25,1,20,1,474,3,2,0.387
9908,nt,chessboard14,13,neg1,25,1,20,1,475,3,0,1.387
2382,t,frame10,51,neu,25,1,20,1,476,3,2,0.537
6520,nt,microwave1,5,neg1,25,1,20,1,477,3,1,0.52
2091,t,coin15,35,pos,25,1,20,1,478,3,2,0.253
3300,nt,frisbee0,3,neg1,25,1,20,1,479,3,1,0.453
2272,t,bonzai14,47,neu,25,1,20,1,480,3,2,0.32
2102,t,backpack6,46,neu,25,1,20,1,481,3,2,0.304
9187,nt,microscope1,8,neg1,25,1,20,1,482,3,2,0.87
2273,t,gift15,48,neu,25,1,20,1,483,3,0,1.104
9415,nt,pokercard14,10,neg1,25,1,20,1,484,3,1,1.17
1601,t,calculator3,31,pos,25,1,20,1,485,3,,0.0
9909,nt,hairbrush9,14,neg1,25,1,20,1,486,3,1,0.104
7057,t,binoculars14,59,neu,25,1,20,1,487,3,1,0.404
2383,t,butterfly8,52,neu,25,1,20,1,488,3,2,0.354
2683,nt,cookingpan3,0,neg1,25,1,20,1,489,3,1,0.62
2487,t,doorknob4,55,neu,25,1,20,1,490,3,2,0.704
6838,nt,fan2,6,neg1,25,1,20,1,491,3,1,0.97
2396,t,powerstrip12,54,neu,25,1,20,1,492,3,2,0.153
6212,nt,broom11,4,neg1,25,1,20,1,493,3,1,0.471
4626,t,cookpot16,41,pos,25,1,20,1,494,3,2,0.354
9290,nt,toothpaste14,9,neg1,25,1,20,1,495,3,0,0.521
1340,t,suitcase9,30,pos,25,1,20,1,496,3,2,0.337
1920,t,cushion2,34,pos,25,1,20,1,497,3,1,1.204
9075,nt,garbagetrash14,7,neg1,25,1,20,1,498,3,1,0.354
7230,t,turtle3,42,pos,25,1,20,1,499,3,2,0.17
2750,nt,cheese8,1,neg1,25,1,20,1,500,3,1,0.354
2309,t,windchime16,50,neu,25,1,20,1,501,3,2,0.52
2749,t,tent4,56,neu,25,1,20,1,502,3,2,0.338
9428,nt,abacus9,11,neg1,25,1,20,1,503,3,0,0.62
9908,nt,chessboard14,13,neg1,25,1,20,1,504,4,2,0.42
2091,t,coin15,35,pos,25,1,20,1,505,4,2,0.27
3216,nt,cheesegrater14,2,neg1,25,1,20,1,506,4,0,0.303
2382,t,frame10,51,neu,25,1,20,1,507,4,2,0.37
2396,t,powerstrip12,54,neu,25,1,20,1,508,4,2,0.371
9611,nt,seashell9,12,neg1,25,1,20,1,509,4,0,0.304
2102,t,backpack6,46,neu,25,1,20,1,510,4,2,0.27
2487,t,doorknob4,55,neu,25,1,20,1,511,4,2,0.32
2683,nt,cookingpan3,0,neg1,25,1,20,1,512,4,1,0.521
2398,t,rollerskates16,39,pos,25,1,20,1,513,4,2,0.471
9415,nt,pokercard14,10,neg1,25,1,20,1,514,4,1,0.303
6520,nt,microwave1,5,neg1,25,1,20,1,515,4,1,0.221
7057,t,binoculars14,59,neu,25,1,20,1,516,4,2,0.27
2309,t,windchime16,50,neu,25,1,20,1,517,4,2,0.254
9075,nt,garbagetrash14,7,neg1,25,1,20,1,518,4,1,0.604
1920,t,cushion2,34,pos,25,1,20,1,519,4,0,0.321
2749,t,tent4,56,neu,25,1,20,1,520,4,2,0.403
9428,nt,abacus9,11,neg1,25,1,20,1,521,4,1,0.42
4626,t,cookpot16,41,pos,25,1,20,1,522,4,,0.0
9909,nt,hairbrush9,14,neg1,25,1,20,1,523,4,1,0.687
1659,t,glove6,32,pos,25,1,20,1,524,4,2,0.37
6212,nt,broom11,4,neg1,25,1,20,1,525,4,1,0.12
7325,t,dresser12,43,pos,25,1,20,1,526,4,0,0.737
3300,nt,frisbee0,3,neg1,25,1,20,1,527,4,1,0.503
2383,t,butterfly8,52,neu,25,1,20,1,528,4,2,0.254
1601,t,calculator3,31,pos,25,1,20,1,529,4,2,0.17
9187,nt,microscope1,8,neg1,25,1,20,1,530,4,1,0.488
7230,t,turtle3,42,pos,25,1,20,1,531,4,2,0.22
2272,t,bonzai14,47,neu,25,1,20,1,532,4,2,0.287
6838,nt,fan2,6,neg1,25,1,20,1,533,4,1,0.77
2273,t,gift15,48,neu,25,1,20,1,534,4,2,0.27
2340,t,scissors5,37,pos,25,1,20,1,535,4,2,0.137
9290,nt,toothpaste14,9,neg1,25,1,20,1,536,4,1,0.253
2750,nt,cheese8,1,neg1,25,1,20,1,537,4,1,0.17
1340,t,suitcase9,30,pos,25,1,20,1,538,4,2,0.121
7057,t,binoculars14,59,neu,25,1,20,1,539,5,2,0.187
2750,nt,cheese8,1,neg1,25,1,20,1,540,5,1,0.137
2398,t,rollerskates16,39,pos,25,1,20,1,541,5,2,0.237
9428,nt,abacus9,11,neg1,25,1,20,1,542,5,0,0.387
1659,t,glove6,32,pos,25,1,20,1,543,5,2,0.521
9909,nt,hairbrush9,14,neg1,25,1,20,1,544,5,1,0.453
2383,t,butterfly8,52,neu,25,1,20,1,545,5,2,0.221
7230,t,turtle3,42,pos,25,1,20,1,546,5,2,0.287
9290,nt,toothpaste14,9,neg1,25,1,20,1,547,5,1,0.103
2340,t,scissors5,37,pos,25,1,20,1,548,5,2,0.22
9075,nt,garbagetrash14,7,neg1,25,1,20,1,549,5,1,0.704
7325,t,dresser12,43,pos,25,1,20,1,550,5,1,1.454
2091,t,coin15,35,pos,25,1,20,1,551,5,0,1.236
2102,t,backpack6,46,neu,25,1,20,1,552,5,2,0.253
6838,nt,fan2,6,neg1,25,1,20,1,553,5,1,0.637
9187,nt,microscope1,8,neg1,25,1,20,1,554,5,1,0.219
2382,t,frame10,51,neu,25,1,20,1,555,5,2,0.303
1920,t,cushion2,34,pos,25,1,20,1,556,5,1,0.47
6520,nt,microwave1,5,neg1,25,1,20,1,557,5,0,0.42
2487,t,doorknob4,55,neu,25,1,20,1,558,5,2,0.17
6212,nt,broom11,4,neg1,25,1,20,1,559,5,1,0.404
9611,nt,seashell9,12,neg1,25,1,20,1,560,5,0,0.92
2309,t,windchime16,50,neu,25,1,20,1,561,5,2,0.32
2273,t,gift15,48,neu,25,1,20,1,562,5,2,0.354
9415,nt,pokercard14,10,neg1,25,1,20,1,563,5,1,0.187
3216,nt,cheesegrater14,2,neg1,25,1,20,1,564,5,1,0.987
1340,t,suitcase9,30,pos,25,1,20,1,565,5,2,0.12
2683,nt,cookingpan3,0,neg1,25,1,20,1,566,5,0,0.87
2749,t,tent4,56,neu,25,1,20,1,567,5,2,0.637
2272,t,bonzai14,47,neu,25,1,20,1,568,5,2,0.387
3300,nt,frisbee0,3,neg1,25,1,20,1,569,5,0,0.353
2396,t,powerstrip12,54,neu,25,1,20,1,570,5,2,0.287
1601,t,calculator3,31,pos,25,1,20,1,571,5,2,0.421
4626,t,cookpot16,41,pos,25,1,20,1,572,5,1,0.254
9908,nt,chessboard14,13,neg1,25,1,20,1,573,5,0,0.62
7325,t,dresser12,43,pos,25,1,20,1,574,6,1,1.035
2340,t,scissors5,37,pos,25,1,20,1,575,6,2,0.37
3300,nt,frisbee0,3,neg1,25,1,20,1,576,6,1,0.437
9290,nt,toothpaste14,9,neg1,25,1,20,1,577,6,1,0.52
2396,t,powerstrip12,54,neu,25,1,20,1,578,6,2,0.37
9611,nt,seashell9,12,neg1,25,1,20,1,579,6,0,0.204
2091,t,coin15,35,pos,25,1,20,1,580,6,2,0.587
2309,t,windchime16,50,neu,25,1,20,1,581,6,2,0.237
1340,t,suitcase9,30,pos,25,1,20,1,582,6,2,0.187
2750,nt,cheese8,1,neg1,25,1,20,1,583,6,1,0.187
9908,nt,chessboard14,13,neg1,25,1,20,1,584,6,0,0.237
2382,t,frame10,51,neu,25,1,20,1,585,6,2,0.171
2487,t,doorknob4,55,neu,25,1,20,1,586,6,2,0.288
9428,nt,abacus9,11,neg1,25,1,20,1,587,6,1,1.153
1920,t,cushion2,34,pos,25,1,20,1,588,6,0,0.121
6212,nt,broom11,4,neg1,25,1,20,1,589,6,1,0.32
2398,t,rollerskates16,39,pos,25,1,20,1,590,6,2,0.337
6520,nt,microwave1,5,neg1,25,1,20,1,591,6,1,1.188
4626,t,cookpot16,41,pos,25,1,20,1,592,6,0,1.287
2102,t,backpack6,46,neu,25,1,20,1,593,6,2,0.27
2272,t,bonzai14,47,neu,25,1,20,1,594,6,2,0.253
3216,nt,cheesegrater14,2,neg1,25,1,20,1,595,6,0,0.238
2383,t,butterfly8,52,neu,25,1,20,1,596,6,2,0.103
2749,t,tent4,56,neu,25,1,20,1,597,6,2,0.153
6838,nt,fan2,6,neg1,25,1,20,1,598,6,1,0.204
2683,nt,cookingpan3,0,neg1,25,1,20,1,599,6,0,0.97
2273,t,gift15,48,neu,25,1,20,1,600,6,2,0.17
9415,nt,pokercard14,10,neg1,25,1,20,1,601,6,2,0.371
7230,t,turtle3,42,pos,25,1,20,1,602,6,2,0.137
9187,nt,microscope1,8,neg1,25,1,20,1,603,6,1,0.62
1601,t,calculator3,31,pos,25,1,20,1,604,6,2,0.187
7057,t,binoculars14,59,neu,25,1,20,1,605,6,2,1.154
9075,nt,garbagetrash14,7,neg1,25,1,20,1,606,6,1,0.187
9909,nt,hairbrush9,14,neg1,25,1,20,1,607,6,2,1.187
1659,t,glove6,32,pos,25,1,20,1,608,6,2,0.47
3216,nt,cheesegrater14,2,neg1,25,1,20,1,609,7,1,0.637
1920,t,cushion2,34,pos,25,1,20,1,610,7,0,0.221
2091,t,coin15,35,pos,25,1,20,1,611,7,1,0.503
2383,t,butterfly8,52,neu,25,1,20,1,612,7,2,0.204
2273,t,gift15,48,neu,25,1,20,1,613,7,2,0.403
9290,nt,toothpaste14,9,neg1,25,1,20,1,614,7,1,0.387
2102,t,backpack6,46,neu,25,1,20,1,615,7,2,0.253
2340,t,scissors5,37,pos,25,1,20,1,616,7,2,0.237
9611,nt,seashell9,12,neg1,25,1,20,1,617,7,0,0.27
6838,nt,fan2,6,neg1,25,1,20,1,618,7,0,0.521
4626,t,cookpot16,41,pos,25,1,20,1,619,7,2,0.771
2272,t,bonzai14,47,neu,25,1,20,1,620,7,2,0.47
9428,nt,abacus9,11,neg1,25,1,20,1,621,7,0,0.171
7057,t,binoculars14,59,neu,25,1,20,1,622,7,2,0.304
9908,nt,chessboard14,13,neg1,25,1,20,1,623,7,0,0.82
2398,t,rollerskates16,39,pos,25,1,20,1,624,7,2,0.654
2683,nt,cookingpan3,0,neg1,25,1,20,1,625,7,1,0.42
1601,t,calculator3,31,pos,25,1,20,1,626,7,2,0.42
1659,t,glove6,32,pos,25,1,20,1,627,7,2,0.204
9909,nt,hairbrush9,14,neg1,25,1,20,1,628,7,1,0.321
9415,nt,pokercard14,10,neg1,25,1,20,1,629,7,1,0.404
2382,t,frame10,51,neu,25,1,20,1,630,7,2,0.304
6520,nt,microwave1,5,neg1,25,1,20,1,631,7,2,0.304
1340,t,suitcase9,30,pos,25,1,20,1,632,7,2,0.404
2750,nt,cheese8,1,neg1,25,1,20,1,633,7,1,0.57
7230,t,turtle3,42,pos,25,1,20,1,634,7,2,0.236
2487,t,doorknob4,55,neu,25,1,20,1,635,7,2,0.237
2396,t,powerstrip12,54,neu,25,1,20,1,636,7,2,0.187
6212,nt,broom11,4,neg1,25,1,20,1,637,7,0,0.553
3300,nt,frisbee0,3,neg1,25,1,20,1,638,7,1,0.47
2309,t,windchime16,50,neu,25,1,20,1,639,7,2,0.253
9075,nt,garbagetrash14,7,neg1,25,1,20,1,640,7,1,0.504
7325,t,dresser12,43,pos,25,1,20,1,641,7,2,0.387
9187,nt,microscope1,8,neg1,25,1,20,1,642,7,1,0.37
2749,t,tent4,56,neu,25,1,20,1,643,7,2,0.204
6212,nt,broom11,4,neg1,25,1,20,1,644,8,1,1.153
2309,t,windchime16,50,neu,25,1,20,1,645,8,2,0.337
9428,nt,abacus9,11,neg1,25,1,20,1,646,8,0,0.321
2396,t,powerstrip12,54,neu,25,1,20,1,647,8,2,0.32
9075,nt,garbagetrash14,7,neg1,25,1,20,1,648,8,0,0.87
2382,t,frame10,51,neu,25,1,20,1,649,8,2,0.403
3216,nt,cheesegrater14,2,neg1,25,1,20,1,650,8,1,0.287
1659,t,glove6,32,pos,25,1,20,1,651,8,2,0.254
9611,nt,seashell9,12,neg1,25,1,20,1,652,8,0,0.771
2273,t,gift15,48,neu,25,1,20,1,653,8,2,0.37
1920,t,cushion2,34,pos,25,1,20,1,654,8,0,0.454
6838,nt,fan2,6,neg1,25,1,20,1,655,8,0,0.954
9187,nt,microscope1,8,neg1,25,1,20,1,656,8,1,0.403
1340,t,suitcase9,30,pos,25,1,20,1,657,8,2,0.787
2383,t,butterfly8,52,neu,25,1,20,1,658,8,2,0.303
2750,nt,cheese8,1,neg1,25,1,20,1,659,8,1,0.287
2091,t,coin15,35,pos,25,1,20,1,660,8,1,0.687
2683,nt,cookingpan3,0,neg1,25,1,20,1,661,8,0,0.804
2340,t,scissors5,37,pos,25,1,20,1,662,8,2,0.403
2102,t,backpack6,46,neu,25,1,20,1,663,8,2,0.504
