IAPS,TNTcond,cue,itemID,valence,subjID,gender,age,CB,order,correct,RT
1340,t,exercise_equipment5,30,pos,32,0,20,1,140,1,0.8657338740003979
6520,nt,tennisracquet7,5,neg1,32,0,20,1,141,1,0.7521116730003996
2390,filler,broom11,53,neu,32,0,20,1,142,1,0.80680568400021
9599,b,garbagetrash14,27,neg2,32,0,20,1,143,1,0.7068679819994941
2272,filler,binoculars14,47,neu,32,0,20,1,144,1,0.7985233010003867
2340,t,cookpot16,37,pos,32,0,20,1,145,1,0.7508055560001594
1601,t,microscope1,31,pos,32,0,20,1,146,1,0.8785665049999807
2750,nt,cheese8,1,neg1,32,0,20,1,147,1,0.814711578999777
2373,t,calculator3,38,pos,32,0,20,1,148,1,0.7628809079997154
8600,pre_new,NA,65,pos,32,0,20,1,149,1,0.9499023409998699
2393,pre_new,NA,158,neu,32,0,20,1,150,1,0.84951337000075
3300,nt,tape8,3,neg1,32,0,20,1,151,1,0.6785706290002054
4628,pre_new,NA,74,pos,32,0,20,1,152,1,0.8053755199998704
2487,t,dresser12,55,neu,32,0,20,1,153,1,1.151223005999782
2036,pre_new,NA,153,neu,32,0,20,1,154,1,0.9744735550002588
2579,pre_new,NA,165,neu,32,0,20,1,155,1,0.7993230859992764
9927,pre_new,NA,149,neg,32,0,20,1,156,1,0.7161064359997908
9183,pre_new,NA,125,neg,32,0,20,1,157,1,0.6686607399997229
9423,pre_new,NA,136,neg,32,0,20,1,158,1,0.8183293520005464
2400,pre_new,NA,159,neu,32,0,20,1,159,1,0.7101548820000971
2331,pre_new,NA,78,pos,32,0,20,1,160,1,0.6516951949997747
2383,t,dumbbell0,52,neu,32,0,20,1,161,1,0.7618947480004863
9187,nt,frame10,8,neg1,32,0,20,1,162,1,0.8058112409999012
5780,pre_new,NA,79,pos,32,0,20,1,163,1,0.7506670200000372
3280,pre_new,NA,108,neg,32,0,20,1,164,1,0.7508080879997578
9341,pre_new,NA,132,neg,32,0,20,1,165,1,0.6923750999994809
2435,pre_new,NA,161,neu,32,0,20,1,166,1,0.610717604000456
2299,pre_new,NA,75,pos,32,0,20,1,167,1,0.5997760689997449
9301,b,glove6,24,neg2,32,0,20,1,168,1,0.6202928840002642
2102,t,camera7,46,neu,32,0,20,1,169,1,0.6707901429999765
