IAPS,valence,cond,cue,sub,time,order
7405,pos,sub,lei9,7405,0,308
8470,pos,sub,tape8,8470,0,309
2370,pos,sub,scale13,2370,0,310
8330,pos,sub,stapler5,8330,0,311
2391,pos,sub,gift15,2391,0,312
1750,pos,pre_new,cookpot16,1750,0,313
5780,pos,pre_new,hourglass16,5780,0,314
2791,pos,sub,butterfly8,2791,0,315
8031,pos,sub,bonzai14,8031,0,316
8499,pos,sub,balloon10,8499,0,317
4614,pos,sub,pokercard14,4614,0,318
1605,pos,sub,frame10,1605,0,319
2216,pos,sub,suitcase9,2216,0,320
2560,pos,sub,cookingpan3,2560,0,321
2341,pos,sub,binoculars14,2341,0,322
8496,pos,sub,doorknob4,8496,0,323
8600,pos,sub,tent4,8600,0,324
5470,pos,pre_new,rollerskates16,5470,0,325
2339,pos,sub,powerstrip12,2339,0,326
1811,pos,sub,compass1,1811,0,327
2299,pos,sub,cushion2,2299,0,328
2331,pos,sub,hanger9,2331,0,329
1731,pos,sub,toothpaste14,1731,0,330
5199,pos,sub,exercise_equipment5,5199,0,331
8492,pos,pre_new,cookie1,8492,0,332
8205,pos,sub,broom11,8205,0,333
4616,pos,sub,decorativescreen10,4616,0,334
8497,pos,sub,chessboard14,8497,0,335
1419,pos,sub,bowtie11,1419,0,336
5726,pos,pre_new,microscope1,5726,0,337
2594,pos,pre_new,fan2,2594,0,338
1463,pos,sub,calculator3,1463,0,339
7440,pos,sub,dresser12,7440,0,340
8161,pos,pre_new,turtle3,8161,0,341
2035,pos,sub,glove6,2035,0,342
7580,pos,sub,coin15,7580,0,343
5910,pos,sub,clock1,5910,0,344
2208,pos,pre_new,scissors5,2208,0,345
2030,pos,pre_new,cheese8,2030,0,346
2224,pos,sub,handbag3,2224,0,347
2389,pos,sub,microwave1,2389,0,348
5621,pos,sub,button5,5621,0,349
2388,pos,sub,backpack6,2388,0,350
2037,pos,pre_new,seashell9,2037,0,351
2302,pos,sub,key3,2302,0,352
5621,pos,sub,button5,5621,1,363
1731,pos,sub,toothpaste14,1731,1,364
7440,pos,sub,dresser12,7440,1,365
8031,pos,sub,bonzai14,8031,1,366
2331,pos,sub,hanger9,2331,1,367
5199,pos,sub,exercise_equipment5,5199,1,368
8499,pos,sub,balloon10,8499,1,369
4616,pos,sub,decorativescreen10,4616,1,370
4614,pos,sub,pokercard14,4614,1,371
8205,pos,sub,broom11,8205,1,372
2560,pos,sub,cookingpan3,2560,1,373
2388,pos,sub,backpack6,2388,1,374
8496,pos,sub,doorknob4,8496,1,375
1811,pos,sub,compass1,1811,1,376
2389,pos,sub,microwave1,2389,1,377
1463,pos,sub,calculator3,1463,1,378
8330,pos,sub,stapler5,8330,1,379
7580,pos,sub,coin15,7580,1,380
2791,pos,sub,butterfly8,2791,1,381
2302,pos,sub,key3,2302,1,382
2339,pos,sub,powerstrip12,2339,1,383
2299,pos,sub,cushion2,2299,1,384
2224,pos,sub,handbag3,2224,1,385
2370,pos,sub,scale13,2370,1,386
1605,pos,sub,frame10,1605,1,387
1419,pos,sub,bowtie11,1419,1,388
7405,pos,sub,lei9,7405,1,389
2035,pos,sub,glove6,2035,1,390
2341,pos,sub,binoculars14,2341,1,391
2391,pos,sub,gift15,2391,1,392
2216,pos,sub,suitcase9,2216,1,393
5910,pos,sub,clock1,5910,1,394
8600,pos,sub,tent4,8600,1,395
8470,pos,sub,tape8,8470,1,396
8497,pos,sub,chessboard14,8497,1,397
