subjID,gender,age,phaseName,order,itemID,TNTcond,valence,cue,tar
10,1,19,encoding,0,35,filler,pos,scale13,2091.0
10,1,19,encoding,1,38,filler,pos,exercise_equipment5,2373.0
10,1,19,encoding,2,50,filler,neu,decorativescreen10,2309.0
10,1,19,encoding,3,47,filler,neu,cushion2,2272.0
10,1,19,encoding,4,37,filler,pos,broom11,2340.0
10,1,19,encoding,5,0,b,neg1,toothpaste14,2683.0
10,1,19,encoding,6,33,t,pos,frame10,1710.0
10,1,19,encoding,7,4,b,neg1,coin15,6212.0
10,1,19,encoding,8,6,b,neg1,calculator3,6838.0
10,1,19,encoding,9,32,t,pos,garbagetrash14,1659.0
10,1,19,encoding,10,15,nt,neg2,cookingpan3,2205.0
10,1,19,encoding,11,14,b,neg1,stapler5,9909.0
10,1,19,encoding,12,56,t,neu,scissors5,2749.0
10,1,19,encoding,13,11,b,neg1,bowtie11,9428.0
10,1,19,encoding,14,23,nt,neg2,backpack6,9163.0
10,1,19,encoding,15,12,b,neg1,rollerskates16,9611.0
10,1,19,encoding,16,24,nt,neg2,microscope1,9301.0
10,1,19,encoding,17,8,b,neg1,balloon10,9187.0
10,1,19,encoding,18,1,b,neg1,clock1,2750.0
10,1,19,encoding,19,3,b,neg1,turtle3,3300.0
10,1,19,encoding,20,48,t,neu,tape8,2273.0
10,1,19,encoding,21,5,b,neg1,cookie1,6520.0
10,1,19,encoding,22,43,t,pos,dresser12,7325.0
10,1,19,encoding,23,18,nt,neg2,cookpot16,2490.0
10,1,19,encoding,24,20,nt,neg2,lei9,3195.0
10,1,19,encoding,25,21,nt,neg2,lock14,3500.0
10,1,19,encoding,26,55,t,neu,tennisracquet7,2487.0
10,1,19,encoding,27,26,nt,neg2,hanger9,9425.0
10,1,19,encoding,28,28,nt,neg2,chessboard14,9910.0
10,1,19,encoding,29,45,t,neu,gift15,1303.0
10,1,19,encoding,30,29,nt,neg2,nunchaku16,9921.0
10,1,19,encoding,31,13,b,neg1,cheese8,9908.0
10,1,19,encoding,32,16,nt,neg2,bearteddy16,2345.1
10,1,19,encoding,33,7,b,neg1,doorknob4,9075.0
10,1,19,encoding,34,53,t,neu,ringbinder8,2390.0
10,1,19,encoding,35,36,t,pos,butterfly8,2154.0
10,1,19,encoding,36,49,t,neu,key3,2308.0
10,1,19,encoding,37,30,t,pos,dumbbell0,1340.0
10,1,19,encoding,38,44,t,pos,umbrella2,8120.0
10,1,19,encoding,39,41,t,pos,suitcase9,4626.0
10,1,19,encoding,40,54,t,neu,frisbee0,2396.0
10,1,19,encoding,41,19,nt,neg2,powerstrip12,2590.0
10,1,19,encoding,42,42,t,pos,glove6,7230.0
10,1,19,encoding,43,2,b,neg1,bonzai14,3216.0
10,1,19,encoding,44,58,t,neu,vase15,2980.0
10,1,19,encoding,45,22,nt,neg2,binoculars14,6821.0
10,1,19,encoding,46,9,b,neg1,tent4,9290.0
10,1,19,encoding,47,52,t,neu,camera7,2383.0
10,1,19,encoding,48,31,t,pos,fan2,1601.0
10,1,19,encoding,49,57,t,neu,pokercard14,2870.0
10,1,19,encoding,50,10,b,neg1,handbag3,9415.0
10,1,19,encoding,51,40,t,pos,button5,2530.0
10,1,19,encoding,52,17,nt,neg2,abacus9,2456.0
10,1,19,encoding,53,25,nt,neg2,windchime16,9321.0
10,1,19,encoding,54,27,nt,neg2,compass1,9599.0
10,1,19,encoding,55,34,filler,pos,hourglass16,1920.0
10,1,19,encoding,56,59,filler,neu,cheesegrater14,7057.0
10,1,19,encoding,57,51,filler,neu,seashell9,2382.0
10,1,19,encoding,58,46,filler,neu,hairbrush9,2102.0
10,1,19,encoding,59,39,filler,pos,microwave1,2398.0
