IAPS,TNTcond,cue,itemID,valence,subjID,gender,age,CB,order,val,aro,correct
2154,filler,garbagetrash14,36,pos,17,0,20,2,914,7,6,1
1659,filler,balloon10,32,pos,17,0,20,2,915,7,5,1
1920,filler,glove6,34,pos,17,0,20,2,916,8,5,1
2272,filler,powerstrip12,47,neu,17,0,20,2,917,5,3,1
2749,filler,bowtie11,56,neu,17,0,20,2,918,9,3,0
3300,b,suitcase9,3,neg1,17,0,20,2,919,3,6,1
2273,t,cookpot16,48,neu,17,0,20,2,920,5,3,1
2683,b,coin15,0,neg1,17,0,20,2,921,2,6,1
7057,t,scale13,59,neu,17,0,20,2,922,6,1,1
9425,nt,nunchaku16,26,neg2,17,0,20,2,923,3,6,1
9415,b,abacus9,10,neg1,17,0,20,2,924,4,5,1
2490,nt,umbrella2,18,neg2,17,0,20,2,925,6,3,1
2530,t,bearteddy16,40,pos,17,0,20,2,926,7,4,1
3500,nt,frisbee0,21,neg2,17,0,20,2,927,5,3,0
2750,b,vase15,1,neg1,17,0,20,2,928,3,6,1
6838,b,tent4,6,neg1,17,0,20,2,929,2,7,1
2398,t,turtle3,39,pos,17,0,20,2,930,6,4,0
9910,nt,cheesegrater14,28,neg2,17,0,20,2,931,4,6,1
2345.1,nt,exercise_equipment5,16,neg2,17,0,20,2,932,4,5,1
9909,b,tennisracquet7,14,neg1,17,0,20,2,933,3,6,1
9321,nt,cookingpan3,25,neg2,17,0,20,2,934,1,8,1
3195,nt,key3,20,neg2,17,0,20,2,935,4,7,1
2205,nt,pokercard14,15,neg2,17,0,20,2,936,4,2,1
2102,t,broom11,46,neu,17,0,20,2,937,4,3,1
2390,t,ringbinder8,53,neu,17,0,20,2,938,5,2,1
2870,t,clock1,57,neu,17,0,20,2,939,5,2,1
9187,b,hairbrush9,8,neg1,17,0,20,2,940,1,9,1
9290,b,stapler5,9,neg1,17,0,20,2,941,4,3,1
2340,t,lei9,37,pos,17,0,20,2,942,8,6,1
9163,nt,hanger9,23,neg2,17,0,20,2,943,4,5,1
2373,t,fan2,38,pos,17,0,20,2,944,7,2,1
6520,b,button5,5,neg1,17,0,20,2,945,3,7,1
2091,t,windchime16,35,pos,17,0,20,2,946,9,5,1
2382,t,gift15,51,neu,17,0,20,2,947,8,4,1
9599,nt,dresser12,27,neg2,17,0,20,2,948,4,7,1
9921,nt,dumbbell0,29,neg2,17,0,20,2,949,3,7,1
9301,nt,cookie1,24,neg2,17,0,20,2,950,1,9,1
2456,nt,chessboard14,17,neg2,17,0,20,2,951,5,1,1
4626,t,handbag3,41,pos,17,0,20,2,952,5,2,1
2590,nt,camera7,19,neg2,17,0,20,2,953,4,2,1
2309,t,binoculars14,50,neu,17,0,20,2,954,2,7,1
6212,b,cushion2,4,neg1,17,0,20,2,955,4,8,1
2487,t,decorativescreen10,55,neu,17,0,20,2,956,6,4,1
2980,t,seashell9,58,neu,17,0,20,2,957,5,1,1
9908,b,hourglass16,13,neg1,17,0,20,2,958,4,6,1
1340,t,tape8,30,pos,17,0,20,2,959,4,4,1
6821,nt,butterfly8,22,neg2,17,0,20,2,960,3,7,1
9611,b,doorknob4,12,neg1,17,0,20,2,961,2,6,1
1601,t,cheese8,31,pos,17,0,20,2,962,6,3,1
9428,b,frame10,11,neg1,17,0,20,2,963,3,7,1
7230,t,calculator3,42,pos,17,0,20,2,964,9,4,1
9075,b,rollerskates16,7,neg1,17,0,20,2,965,3,6,1
1303,t,backpack6,45,neu,17,0,20,2,966,7,7,1
1710,t,bonzai14,33,pos,17,0,20,2,967,9,6,1
3216,b,microscope1,2,neg1,17,0,20,2,968,5,6,1
2396,filler,scissors5,54,neu,17,0,20,2,969,6,2,1
2308,filler,lock14,49,neu,17,0,20,2,970,7,3,1
8120,filler,compass1,44,pos,17,0,20,2,971,6,2,1
2383,filler,toothpaste14,52,neu,17,0,20,2,972,5,2,1
7325,filler,microwave1,43,pos,17,0,20,2,973,9,6,1
