IAPS,TNTcond,cue,itemID,valence,subjID,gender,age,CB,order,block,intrusion,RT
1710,filler,coin15,33,pos,9,1,20,1,422,0,,0.0
2154,filler,camera7,36,pos,9,1,20,1,423,0,0,0.987
7325,filler,calculator3,43,pos,9,1,20,1,424,0,,0.0
1303,filler,abacus9,45,neu,9,1,20,1,425,0,2,0.92
2396,filler,backpack6,54,neu,9,1,20,1,426,0,1,0.704
2308,filler,fan2,49,neu,9,1,20,1,427,0,1,0.854
1601,filler,stapler5,31,pos,9,1,20,1,428,0,2,0.72
2487,filler,decorativescreen10,55,neu,9,1,20,1,429,0,1,0.821
2340,filler,hanger9,37,pos,9,1,20,1,430,0,2,0.687
2272,filler,frisbee0,47,neu,9,1,20,1,431,0,2,0.854
1920,t,button5,34,pos,9,1,20,1,467,1,2,0.687
9611,nt,powerstrip12,12,neg1,9,1,20,1,468,1,1,1.287
1659,t,cheesegrater14,32,pos,9,1,20,1,469,1,2,0.52
9428,nt,cookpot16,11,neg1,9,1,20,1,470,1,2,1.187
7230,t,scale13,42,pos,9,1,20,1,471,1,1,0.97
9909,nt,bonzai14,14,neg1,9,1,20,1,472,1,0,1.237
9075,nt,key3,7,neg1,9,1,20,1,473,1,1,0.87
2091,t,cookingpan3,35,pos,9,1,20,1,474,1,0,0.437
4626,t,cheese8,41,pos,9,1,20,1,475,1,2,0.82
3216,nt,bowtie11,2,neg1,9,1,20,1,476,1,1,1.237
8120,t,dresser12,44,pos,9,1,20,1,477,1,0,1.387
2398,t,vase15,39,pos,9,1,20,1,478,1,1,1.22
9415,nt,gift15,10,neg1,9,1,20,1,479,1,0,0.786
2102,t,windchime16,46,neu,9,1,20,1,480,1,1,1.153
9290,nt,rollerskates16,9,neg1,9,1,20,1,481,1,2,1.253
2530,t,cookie1,40,pos,9,1,20,1,482,1,,0.0
6520,nt,balloon10,5,neg1,9,1,20,1,483,1,1,0.303
2980,t,tennisracquet7,58,neu,9,1,20,1,484,1,2,0.603
2382,t,microscope1,51,neu,9,1,20,1,485,1,2,0.437
7057,t,frame10,59,neu,9,1,20,1,486,1,2,0.737
9187,nt,doorknob4,8,neg1,9,1,20,1,487,1,2,0.754
2683,nt,handbag3,0,neg1,9,1,20,1,488,1,2,0.337
2373,t,umbrella2,38,pos,9,1,20,1,489,1,2,0.47
2273,t,hairbrush9,48,neu,9,1,20,1,490,1,2,0.403
6838,nt,nunchaku16,6,neg1,9,1,20,1,491,1,0,0.687
2749,t,turtle3,56,neu,9,1,20,1,492,1,0,0.454
2390,t,toothpaste14,53,neu,9,1,20,1,493,1,2,0.62
9908,nt,compass1,13,neg1,9,1,20,1,494,1,1,0.637
2309,t,seashell9,50,neu,9,1,20,1,495,1,2,0.337
3300,nt,broom11,3,neg1,9,1,20,1,496,1,1,0.604
2870,t,tent4,57,neu,9,1,20,1,497,1,0,0.587
2750,nt,chessboard14,1,neg1,9,1,20,1,498,1,0,1.037
1340,t,exercise_equipment5,30,pos,9,1,20,1,499,1,1,0.804
2383,t,tape8,52,neu,9,1,20,1,500,1,2,0.787
6212,nt,hourglass16,4,neg1,9,1,20,1,501,1,1,0.621
1340,t,exercise_equipment5,30,pos,9,1,20,1,502,2,1,0.603
6838,nt,nunchaku16,6,neg1,9,1,20,1,503,2,1,0.687
2398,t,vase15,39,pos,9,1,20,1,504,2,0,0.604
9909,nt,bonzai14,14,neg1,9,1,20,1,505,2,2,0.67
2980,t,tennisracquet7,58,neu,9,1,20,1,506,2,1,0.72
2091,t,cookingpan3,35,pos,9,1,20,1,507,2,0,0.754
2373,t,umbrella2,38,pos,9,1,20,1,508,2,2,0.653
2750,nt,chessboard14,1,neg1,9,1,20,1,509,2,0,0.954
2530,t,cookie1,40,pos,9,1,20,1,510,2,0,0.537
9290,nt,rollerskates16,9,neg1,9,1,20,1,511,2,2,0.504
8120,t,dresser12,44,pos,9,1,20,1,512,2,1,0.637
9187,nt,doorknob4,8,neg1,9,1,20,1,513,2,2,0.437
6520,nt,balloon10,5,neg1,9,1,20,1,514,2,2,1.187
2870,t,tent4,57,neu,9,1,20,1,515,2,2,0.721
1659,t,cheesegrater14,32,pos,9,1,20,1,516,2,1,0.404
9908,nt,compass1,13,neg1,9,1,20,1,517,2,1,0.937
9611,nt,powerstrip12,12,neg1,9,1,20,1,518,2,2,0.62
2382,t,microscope1,51,neu,9,1,20,1,519,2,2,0.504
2102,t,windchime16,46,neu,9,1,20,1,520,2,0,0.937
9428,nt,cookpot16,11,neg1,9,1,20,1,521,2,2,0.654
2273,t,hairbrush9,48,neu,9,1,20,1,522,2,1,0.753
7057,t,frame10,59,neu,9,1,20,1,523,2,2,0.654
6212,nt,hourglass16,4,neg1,9,1,20,1,524,2,1,0.436
3300,nt,broom11,3,neg1,9,1,20,1,525,2,0,0.752
2390,t,toothpaste14,53,neu,9,1,20,1,526,2,1,0.421
2683,nt,handbag3,0,neg1,9,1,20,1,527,2,1,0.72
2383,t,tape8,52,neu,9,1,20,1,528,2,2,0.353
4626,t,cheese8,41,pos,9,1,20,1,529,2,2,0.487
9415,nt,gift15,10,neg1,9,1,20,1,530,2,0,0.387
9075,nt,key3,7,neg1,9,1,20,1,531,2,2,0.304
7230,t,scale13,42,pos,9,1,20,1,532,2,1,0.52
1920,t,button5,34,pos,9,1,20,1,533,2,1,0.52
2749,t,turtle3,56,neu,9,1,20,1,534,2,2,0.854
3216,nt,bowtie11,2,neg1,9,1,20,1,535,2,2,0.337
2309,t,seashell9,50,neu,9,1,20,1,536,2,2,0.353
2980,t,tennisracquet7,58,neu,9,1,20,1,537,3,1,0.72
9908,nt,compass1,13,neg1,9,1,20,1,538,3,0,0.87
8120,t,dresser12,44,pos,9,1,20,1,539,3,0,0.338
2273,t,hairbrush9,48,neu,9,1,20,1,540,3,2,0.32
9415,nt,gift15,10,neg1,9,1,20,1,541,3,0,0.403
7057,t,frame10,59,neu,9,1,20,1,542,3,2,0.353
9428,nt,cookpot16,11,neg1,9,1,20,1,543,3,0,0.287
2530,t,cookie1,40,pos,9,1,20,1,544,3,1,0.437
2102,t,windchime16,46,neu,9,1,20,1,545,3,2,0.52
9290,nt,rollerskates16,9,neg1,9,1,20,1,546,3,2,0.72
3216,nt,bowtie11,2,neg1,9,1,20,1,547,3,2,0.604
2390,t,toothpaste14,53,neu,9,1,20,1,548,3,2,0.587
2683,nt,handbag3,0,neg1,9,1,20,1,549,3,2,0.487
2309,t,seashell9,50,neu,9,1,20,1,550,3,2,0.321
2091,t,cookingpan3,35,pos,9,1,20,1,551,3,0,0.254
6520,nt,balloon10,5,neg1,9,1,20,1,552,3,0,0.704
6212,nt,hourglass16,4,neg1,9,1,20,1,553,3,2,0.57
2749,t,turtle3,56,neu,9,1,20,1,554,3,0,0.354
1920,t,button5,34,pos,9,1,20,1,555,3,2,0.32
9909,nt,bonzai14,14,neg1,9,1,20,1,556,3,1,1.017
2373,t,umbrella2,38,pos,9,1,20,1,557,3,2,0.721
2383,t,tape8,52,neu,9,1,20,1,558,3,0,0.803
3300,nt,broom11,3,neg1,9,1,20,1,559,3,2,0.437
1659,t,cheesegrater14,32,pos,9,1,20,1,560,3,1,0.954
2398,t,vase15,39,pos,9,1,20,1,561,3,0,0.587
2382,t,microscope1,51,neu,9,1,20,1,562,3,1,0.504
9187,nt,doorknob4,8,neg1,9,1,20,1,563,3,1,0.453
2750,nt,chessboard14,1,neg1,9,1,20,1,564,3,2,0.503
4626,t,cheese8,41,pos,9,1,20,1,565,3,2,0.353
2870,t,tent4,57,neu,9,1,20,1,566,3,2,0.337
6838,nt,nunchaku16,6,neg1,9,1,20,1,567,3,2,0.404
9611,nt,powerstrip12,12,neg1,9,1,20,1,568,3,0,0.37
7230,t,scale13,42,pos,9,1,20,1,569,3,1,0.387
9075,nt,key3,7,neg1,9,1,20,1,570,3,0,0.77
1340,t,exercise_equipment5,30,pos,9,1,20,1,571,3,2,0.77
1659,t,cheesegrater14,32,pos,9,1,20,1,572,4,0,0.92
2683,nt,handbag3,0,neg1,9,1,20,1,573,4,0,0.787
2373,t,umbrella2,38,pos,9,1,20,1,574,4,2,0.437
9908,nt,compass1,13,neg1,9,1,20,1,575,4,0,0.57
9909,nt,bonzai14,14,neg1,9,1,20,1,576,4,1,0.52
2091,t,cookingpan3,35,pos,9,1,20,1,577,4,0,0.337
2749,t,turtle3,56,neu,9,1,20,1,578,4,0,0.387
2102,t,windchime16,46,neu,9,1,20,1,579,4,0,0.554
9428,nt,cookpot16,11,neg1,9,1,20,1,580,4,0,0.92
2309,t,seashell9,50,neu,9,1,20,1,581,4,2,0.353
6520,nt,balloon10,5,neg1,9,1,20,1,582,4,2,0.804
7230,t,scale13,42,pos,9,1,20,1,583,4,2,0.354
2870,t,tent4,57,neu,9,1,20,1,584,4,2,0.37
9415,nt,gift15,10,neg1,9,1,20,1,585,4,0,0.354
2273,t,hairbrush9,48,neu,9,1,20,1,586,4,1,0.654
