IAPS,TNTcond,cue,itemID,valence,subjID,gender,age,CB,order
1601,filler,microscope1,31,pos,43,1,20,1,0
2154,filler,cheese8,36,pos,43,1,20,1,1
1340,filler,toothpaste14,30,pos,43,1,20,1,2
2396,filler,suitcase9,54,neu,43,1,20,1,3
2308,filler,garbagetrash14,49,neu,43,1,20,1,4
2340,t,hourglass16,37,pos,43,1,20,1,5
2683,nt,key3,0,neg1,43,1,20,1,6
2345.1,b,microwave1,16,neg2,43,1,20,1,7
9187,nt,scissors5,8,neg1,43,1,20,1,8
2750,nt,frame10,1,neg1,43,1,20,1,9
2490,b,gift15,18,neg2,43,1,20,1,10
9425,b,nunchaku16,26,neg2,43,1,20,1,11
2980,t,abacus9,58,neu,43,1,20,1,12
9611,nt,bowtie11,12,neg1,43,1,20,1,13
2102,t,hanger9,46,neu,43,1,20,1,14
6821,b,butterfly8,22,neg2,43,1,20,1,15
9415,nt,umbrella2,10,neg1,43,1,20,1,16
6520,nt,cookie1,5,neg1,43,1,20,1,17
2272,t,vase15,47,neu,43,1,20,1,18
2383,t,fan2,52,neu,43,1,20,1,19
7057,t,binoculars14,59,neu,43,1,20,1,20
9075,nt,decorativescreen10,7,neg1,43,1,20,1,21
2590,b,bearteddy16,19,neg2,43,1,20,1,22
9428,nt,hairbrush9,11,neg1,43,1,20,1,23
9290,nt,bonzai14,9,neg1,43,1,20,1,24
2456,b,exercise_equipment5,17,neg2,43,1,20,1,25
2091,t,dresser12,35,pos,43,1,20,1,26
7325,t,backpack6,43,pos,43,1,20,1,27
2749,t,cushion2,56,neu,43,1,20,1,28
2373,t,windchime16,38,pos,43,1,20,1,29
1659,t,button5,32,pos,43,1,20,1,30
3500,b,turtle3,21,neg2,43,1,20,1,31
9301,b,frisbee0,24,neg2,43,1,20,1,32
6212,nt,cookingpan3,4,neg1,43,1,20,1,33
2205,b,tennisracquet7,15,neg2,43,1,20,1,34
9908,nt,tape8,13,neg1,43,1,20,1,35
9909,nt,cheesegrater14,14,neg1,43,1,20,1,36
3216,nt,pokercard14,2,neg1,43,1,20,1,37
2487,t,coin15,55,neu,43,1,20,1,38
1710,t,calculator3,33,pos,43,1,20,1,39
9599,b,lock14,27,neg2,43,1,20,1,40
3300,nt,powerstrip12,3,neg1,43,1,20,1,41
6838,nt,chessboard14,6,neg1,43,1,20,1,42
9321,b,broom11,25,neg2,43,1,20,1,43
9163,b,clock1,23,neg2,43,1,20,1,44
2530,t,tent4,40,pos,43,1,20,1,45
2398,t,stapler5,39,pos,43,1,20,1,46
9921,b,cookpot16,29,neg2,43,1,20,1,47
2309,t,rollerskates16,50,neu,43,1,20,1,48
9910,b,lei9,28,neg2,43,1,20,1,49
8120,t,dumbbell0,44,pos,43,1,20,1,50
1303,t,camera7,45,neu,43,1,20,1,51
3195,b,scale13,20,neg2,43,1,20,1,52
2382,t,balloon10,51,neu,43,1,20,1,53
4626,t,ringbinder8,41,pos,43,1,20,1,54
2273,filler,doorknob4,48,neu,43,1,20,1,55
1920,filler,glove6,34,pos,43,1,20,1,56
7230,filler,handbag3,42,pos,43,1,20,1,57
2390,filler,compass1,53,neu,43,1,20,1,58
2870,filler,seashell9,57,neu,43,1,20,1,59
