IAPS,TNTcond,cue,itemID,valence,subjID,gender,age,CB,order,cycleN,correct
9163,b,scissors5,23,neg2,36,1,19,1,60,0,1
9428,nt,butterfly8,11,neg1,36,1,19,1,61,0,1
2205,b,balloon10,15,neg2,36,1,19,1,62,0,1
1920,t,cushion2,34,pos,36,1,19,1,63,0,1
2530,t,pokercard14,40,pos,36,1,19,1,64,0,1
3300,nt,cookpot16,3,neg1,36,1,19,1,65,0,1
1601,filler,lei9,31,pos,36,1,19,1,66,0,1
2398,filler,seashell9,39,pos,36,1,19,1,67,0,1
9075,nt,glove6,7,neg1,36,1,19,1,68,0,1
9910,b,bearteddy16,28,neg2,36,1,19,1,69,0,1
1710,t,lock14,33,pos,36,1,19,1,70,0,1
3216,nt,scale13,2,neg1,36,1,19,1,71,0,1
9909,nt,tennisracquet7,14,neg1,36,1,19,1,72,0,1
2683,nt,windchime16,0,neg1,36,1,19,1,73,0,1
8120,t,ringbinder8,44,pos,36,1,19,1,74,0,1
2340,t,cookingpan3,37,pos,36,1,19,1,75,0,1
2396,t,exercise_equipment5,54,neu,36,1,19,1,76,0,1
2870,t,garbagetrash14,57,neu,36,1,19,1,77,0,1
1303,filler,stapler5,45,neu,36,1,19,1,78,0,1
9301,b,hanger9,24,neg2,36,1,19,1,79,0,1
7057,t,bonzai14,59,neu,36,1,19,1,80,0,1
6212,nt,frame10,4,neg1,36,1,19,1,81,0,1
9611,nt,cheese8,12,neg1,36,1,19,1,82,0,1
2980,t,handbag3,58,neu,36,1,19,1,83,0,1
2102,t,gift15,46,neu,36,1,19,1,84,0,1
4626,t,backpack6,41,pos,36,1,19,1,85,0,1
2750,nt,toothpaste14,1,neg1,36,1,19,1,86,0,1
9290,nt,tent4,9,neg1,36,1,19,1,87,0,1
2154,t,cheesegrater14,36,pos,36,1,19,1,88,0,1
2383,t,button5,52,neu,36,1,19,1,89,0,1
2309,t,bowtie11,50,neu,36,1,19,1,90,0,1
6838,nt,clock1,6,neg1,36,1,19,1,91,0,1
3500,b,nunchaku16,21,neg2,36,1,19,1,92,0,1
2272,filler,fan2,47,neu,36,1,19,1,93,0,1
9415,nt,doorknob4,10,neg1,36,1,19,1,94,0,1
7230,filler,rollerskates16,42,pos,36,1,19,1,95,0,1
9599,b,frisbee0,27,neg2,36,1,19,1,96,0,1
2490,b,cookie1,18,neg2,36,1,19,1,97,0,1
6821,b,calculator3,22,neg2,36,1,19,1,98,0,1
2390,filler,powerstrip12,53,neu,36,1,19,1,99,0,1
2382,t,key3,51,neu,36,1,19,1,100,0,1
2345.1,b,compass1,16,neg2,36,1,19,1,101,0,0
2308,filler,hourglass16,49,neu,36,1,19,1,102,0,1
2091,t,umbrella2,35,pos,36,1,19,1,103,0,1
1659,t,turtle3,32,pos,36,1,19,1,104,0,1
2456,b,binoculars14,17,neg2,36,1,19,1,105,0,1
1340,filler,dumbbell0,30,pos,36,1,19,1,106,0,1
9321,b,vase15,25,neg2,36,1,19,1,107,0,1
2749,filler,microscope1,56,neu,36,1,19,1,108,0,1
2273,t,abacus9,48,neu,36,1,19,1,109,0,1
2373,t,chessboard14,38,pos,36,1,19,1,110,0,1
9187,nt,camera7,8,neg1,36,1,19,1,111,0,1
2487,t,hairbrush9,55,neu,36,1,19,1,112,0,1
9908,nt,coin15,13,neg1,36,1,19,1,113,0,1
7325,filler,decorativescreen10,43,pos,36,1,19,1,114,0,1
3195,b,broom11,20,neg2,36,1,19,1,115,0,0
9921,b,dresser12,29,neg2,36,1,19,1,116,0,1
2590,b,suitcase9,19,neg2,36,1,19,1,117,0,1
9425,b,tape8,26,neg2,36,1,19,1,118,0,1
6520,nt,microwave1,5,neg1,36,1,19,1,119,0,1
3195,b,broom11,20,neg2,36,1,19,1,120,1,1
2345.1,b,compass1,16,neg2,36,1,19,1,121,1,1
