IAPS,TNTcond,cue,itemID,valence,subjID,gender,age,CB,order,correct,RT
9910,nt,scissors5,28,neg2,6,1,22,2,744,1,0.7497957759987912
7057,filler,calculator3,59,neu,6,1,22,2,745,1,0.6007126530021196
2383,t,toothpaste14,52,neu,6,1,22,2,746,1,0.5691519360007078
8210,post_new,NA,74,pos,6,1,22,2,747,1,0.8495499240016215
1731,sub,gift15,36,pos,6,1,22,2,748,1,0.8693850859999657
8031,sub,suitcase9,22,pos,6,1,22,2,749,1,0.899249216003227
3220,post_new,NA,107,neg,6,1,22,2,750,1,0.7152868429984665
9435,post_new,NA,140,neg,6,1,22,2,751,1,0.7197501920018112
1303,t,hairbrush9,45,neu,6,1,22,2,752,1,0.6706833009993716
9419,post_new,NA,134,neg,6,1,22,2,753,1,0.6979822409994085
9909,b,microwave1,14,neg1,6,1,22,2,754,1,0.6396866499999305
2490,nt,frame10,18,neg2,6,1,22,2,755,1,0.5987295129998529
1920,t,bonzai14,34,pos,6,1,22,2,756,0,0.5982588709994161
3211,post_new,NA,169,neu,6,1,22,2,757,1,1.6905168299999787
2489,post_new,NA,162,neu,6,1,22,2,758,1,0.7039316789996519
1601,filler,stapler5,31,pos,6,1,22,2,759,1,0.613334534002206
8492,sub,handbag3,27,pos,6,1,22,2,760,1,0.8027254799999355
9428,b,windchime16,11,neg1,6,1,22,2,761,1,0.756903154997417
3195,nt,cushion2,20,neg2,6,1,22,2,762,1,0.6400621089997003
2359,post_new,NA,156,neu,6,1,22,2,763,1,0.8303718569986813
2273,t,camera7,48,neu,6,1,22,2,764,1,0.5919690480004647
3216,b,lock14,2,neg1,6,1,22,2,765,1,0.6575595149988658
6242,post_new,NA,111,neg,6,1,22,2,766,1,0.6219112550024875
8162,sub,cookie1,29,pos,6,1,22,2,767,1,0.9009158539993223
4599,sub,doorknob4,17,pos,6,1,22,2,768,1,0.6209828020000714
2154,t,gift15,36,pos,6,1,22,2,769,1,0.6019896190009604
1111,post_new,NA,90,neg,6,1,22,2,770,1,0.7753403880014957
2102,t,exercise_equipment5,46,neu,6,1,22,2,771,1,0.800619669000298
6520,b,lei9,5,neg1,6,1,22,2,772,1,0.6045154960011132
2590,nt,cookingpan3,19,neg2,6,1,22,2,773,1,0.6111100310008624
9300,post_new,NA,128,neg,6,1,22,2,774,1,0.8505506990004505
5910,sub,broom11,15,pos,6,1,22,2,775,1,0.6992669289975311
8370,sub,button5,58,pos,6,1,22,2,776,1,0.9515476929991564
2870,filler,hanger9,57,neu,6,1,22,2,777,1,0.6489569660006964
7506,post_new,NA,176,neu,6,1,22,2,778,1,0.7382372210013273
2377,post_new,NA,157,neu,6,1,22,2,779,1,0.6547274990007281
1645,post_new,NA,150,neu,6,1,22,2,780,1,0.7411903769971104
9922,post_new,NA,148,neg,6,1,22,2,781,1,0.8523543580013211
2224,post_new,NA,68,pos,6,1,22,2,782,1,0.6790147930005332
2703,post_new,NA,101,neg,6,1,22,2,783,1,0.6984739870022167
6312,post_new,NA,112,neg,6,1,22,2,784,1,0.7126188009970065
8030,post_new,NA,64,pos,6,1,22,2,785,0,1.5251955129970156
2518,post_new,NA,163,neu,6,1,22,2,786,1,0.7647828519984614
2373,t,turtle3,38,pos,6,1,22,2,787,1,0.6007771280019369
1463,sub,chessboard14,16,pos,6,1,22,2,788,1,1.377625278000778
7242,post_new,NA,174,neu,6,1,22,2,789,1,0.6919765730017389
2398,t,cheese8,39,pos,6,1,22,2,790,1,0.7275245679993532
2341,post_new,NA,75,pos,6,1,22,2,791,1,0.8628880869982822
1710,filler,rollerskates16,33,pos,6,1,22,2,792,1,0.7198666170006618
1441,post_new,NA,77,pos,6,1,22,2,793,1,0.6746070480003254
4616,sub,balloon10,40,pos,6,1,22,2,794,1,0.905857048001053
6550,post_new,NA,115,neg,6,1,22,2,795,1,1.1001757119993272
1605,post_new,NA,63,pos,6,1,22,2,796,1,1.1405423610012804
2791,sub,bonzai14,34,pos,6,1,22,2,797,1,0.8532332920003682
2370,post_new,NA,78,pos,6,1,22,2,798,1,0.7515330189999077
5780,post_new,NA,88,pos,6,1,22,2,799,1,0.7480819989978045
2302,post_new,NA,67,pos,6,1,22,2,800,1,0.622600231999968
2655,sub,ringbinder8,54,pos,6,1,22,2,801,0,1.349073691999365
2346,sub,tape8,23,pos,6,1,22,2,802,1,0.6510256030014716
8497,sub,tennisracquet7,32,pos,6,1,22,2,803,0,0.7502170830011892
2560,sub,hairbrush9,45,pos,6,1,22,2,804,0,1.511677182999847
6313,post_new,NA,113,neg,6,1,22,2,805,0,0.6297861530001683
5731,post_new,NA,172,neu,6,1,22,2,806,1,0.7677215580006305
3185,post_new,NA,106,neg,6,1,22,2,807,1,0.7751307580001594
8330,sub,umbrella2,21,pos,6,1,22,2,808,0,0.6204520010032866
2037,sub,pokercard14,24,pos,6,1,22,2,809,1,0.7359302380027657
3350,post_new,NA,109,neg,6,1,22,2,810,1,0.6626028889986628
6838,b,seashell9,6,neg1,6,1,22,2,811,1,0.6201427609994425
1811,sub,cheesegrater14,47,pos,6,1,22,2,812,1,0.9507527080022555
9075,b,vase15,7,neg1,6,1,22,2,813,1,0.5881570910023584
2396,t,ringbinder8,54,neu,6,1,22,2,814,1,0.6501797350028937
9187,b,scale13,8,neg1,6,1,22,2,815,1,0.5554600110008323
2340,filler,fan2,37,pos,6,1,22,2,816,1,0.6485898700011603
1659,t,tennisracquet7,32,pos,6,1,22,2,817,1,0.6011051189998398
2272,t,cheesegrater14,47,neu,6,1,22,2,818,1,0.6482047579993377
9908,b,hourglass16,13,neg1,6,1,22,2,819,1,0.654027912998572
9290,b,bearteddy16,9,neg1,6,1,22,2,820,1,0.6765565629975754
2389,sub,nunchaku16,55,pos,6,1,22,2,821,0,0.9005619349991321
9001,post_new,NA,120,neg,6,1,22,2,822,1,0.6110647560017242
2299,sub,butterfly8,41,pos,6,1,22,2,823,1,0.7496735940003418
9342,post_new,NA,133,neg,6,1,22,2,824,1,1.42647897900315
2382,filler,coin15,51,neu,6,1,22,2,825,1,0.8713745340028254
2345.1,nt,chessboard14,16,neg2,6,1,22,2,826,1,0.5527188199994271
2980,t,button5,58,neu,6,1,22,2,827,1,0.6480261560027429
2700,post_new,NA,100,neg,6,1,22,2,828,1,1.6130328979998012
9599,nt,handbag3,27,neg2,6,1,22,2,829,1,0.6256802629977756
2390,t,clock1,53,neu,6,1,22,2,830,1,0.6072277700004634
2580,post_new,NA,166,neu,6,1,22,2,831,1,0.7513072740002826
9921,nt,cookie1,29,neg2,6,1,22,2,832,1,0.649617662998935
7440,sub,turtle3,38,pos,6,1,22,2,833,1,0.6519080250000115
4621,post_new,NA,110,neg,6,1,22,2,834,1,0.6796976519981399
9611,b,bowtie11,12,neg1,6,1,22,2,835,1,0.5999474240015843
2595,post_new,NA,168,neu,6,1,22,2,836,1,0.8626548020001792
2683,b,abacus9,0,neg1,6,1,22,2,837,1,0.7182624870001746
9421,post_new,NA,135,neg,6,1,22,2,838,1,0.6710219369997503
9415,b,frisbee0,10,neg1,6,1,22,2,839,1,0.6119226720002189
9163,nt,tape8,23,neg2,6,1,22,2,840,1,0.6085454129970458
9425,nt,key3,26,neg2,6,1,22,2,841,1,0.6892215469997609
8232,post_new,NA,179,neu,6,1,22,2,842,1,0.5997898310015444
2141,post_new,NA,97,neg,6,1,22,2,843,1,0.6491029539974988
2456,nt,doorknob4,17,neg2,6,1,22,2,844,1,0.7353632230006042
4626,t,butterfly8,41,pos,6,1,22,2,845,1,0.6499573629989754
6821,nt,suitcase9,22,neg2,6,1,22,2,846,1,0.5785238259995822
7279,post_new,NA,61,pos,6,1,22,2,847,1,0.5876004620004096
2331,post_new,NA,86,pos,6,1,22,2,848,1,0.5215217179975298
1340,filler,decorativescreen10,30,pos,6,1,22,2,849,1,0.6114097299978312
7230,t,tent4,42,pos,6,1,22,2,850,1,0.5611601330019766
8496,sub,microscope1,35,pos,6,1,22,2,851,1,0.6511144020005304
4612,sub,key3,26,pos,6,1,22,2,852,0,1.3316659150004853
2026,post_new,NA,151,neu,6,1,22,2,853,1,0.5741072060009174
2030,sub,toothpaste14,52,pos,6,1,22,2,854,1,0.6999574420005956
5470,post_new,NA,70,pos,6,1,22,2,855,1,0.6503813330018602
2594,sub,cookingpan3,19,pos,6,1,22,2,856,0,0.7507934910026961
3300,b,garbagetrash14,3,neg1,6,1,22,2,857,1,0.5773442030003935
5833,sub,camera7,48,pos,6,1,22,2,858,1,0.6114212920001592
8600,sub,clock1,53,pos,6,1,22,2,859,1,0.7998268150004151
2309,filler,dumbbell0,50,neu,6,1,22,2,860,1,0.5736500980019628
2749,filler,cookpot16,56,neu,6,1,22,2,861,1,0.5500028860005841
3500,nt,umbrella2,21,neg2,6,1,22,2,862,1,0.6120069660028093
2388,post_new,NA,83,pos,6,1,22,2,863,1,0.7251054150001437
9295,post_new,NA,127,neg,6,1,22,2,864,1,0.7542691540002124
9424,post_new,NA,137,neg,6,1,22,2,865,1,0.6114428630025941
6212,b,glove6,4,neg1,6,1,22,2,866,1,0.6511164539988386
7359,post_new,NA,119,neg,6,1,22,2,867,1,0.6124695079997764
2800,post_new,NA,103,neg,6,1,22,2,868,1,0.912962324997352
8499,post_new,NA,73,pos,6,1,22,2,869,1,0.830666829002439
9900,post_new,NA,145,neg,6,1,22,2,870,1,1.1876645449992793
9341,post_new,NA,132,neg,6,1,22,2,871,1,0.5754499469985603
7495,post_new,NA,175,neu,6,1,22,2,872,1,0.5115835689975938
2391,post_new,NA,81,pos,6,1,22,2,873,1,0.6128763759988942
7280,sub,cushion2,20,pos,6,1,22,2,874,0,0.550869311002316
2750,b,dresser12,1,neg1,6,1,22,2,875,1,0.6222287150012562
2314,sub,scissors5,28,pos,6,1,22,2,876,1,0.5799755669977458
9321,nt,compass1,25,neg2,6,1,22,2,877,1,0.6555885079978907
5726,sub,tent4,42,pos,6,1,22,2,878,0,0.5633140259997163
2308,t,backpack6,49,neu,6,1,22,2,879,1,0.6666069899983995
2339,sub,powerstrip12,44,pos,6,1,22,2,880,1,0.688069687999814
9301,nt,pokercard14,24,neg2,6,1,22,2,881,1,0.5702377699999488
2205,nt,broom11,15,neg2,6,1,22,2,882,1,0.5500968410015048
8120,t,powerstrip12,44,pos,6,1,22,2,883,1,0.7000624680003966
5621,sub,cheese8,39,pos,6,1,22,2,884,1,0.5777541110001039
9184,post_new,NA,126,neg,6,1,22,2,885,1,0.6739202869975998
2156,sub,exercise_equipment5,46,pos,6,1,22,2,886,0,0.49384284500047215
9427,post_new,NA,138,neg,6,1,22,2,887,1,0.9390204459996312
9423,post_new,NA,136,neg,6,1,22,2,888,1,0.7677166059984302
2091,t,microscope1,35,pos,6,1,22,2,889,1,1.000130499000079
9635.1,post_new,NA,144,neg,6,1,22,2,890,1,0.7265854600009334
2158,sub,compass1,25,pos,6,1,22,2,891,0,0.6791928749989893
7405,sub,frame10,18,pos,6,1,22,2,892,1,0.6745849420003651
2400,post_new,NA,159,neu,6,1,22,2,893,1,0.6914235039985215
2035,sub,backpack6,49,pos,6,1,22,2,894,1,0.5302460480015725
2487,t,nunchaku16,55,neu,6,1,22,2,895,1,0.6204023089994735
7325,filler,binoculars14,43,pos,6,1,22,2,896,1,0.5281455570002436
2530,t,balloon10,40,pos,6,1,22,2,897,1,0.5981374339971808
6315,post_new,NA,114,neg,6,1,22,2,898,1,0.6498803719987336
