IAPS,TNTcond,cue,itemID,valence,subjID,gender,age,CB,order,val,aro,correct
2273,filler,doorknob4,48,neu,43,1,20,1,260,6,5,1
1340,filler,toothpaste14,30,pos,43,1,20,1,261,4,7,1
1920,filler,glove6,34,pos,43,1,20,1,262,8,6,1
2154,filler,cheese8,36,pos,43,1,20,1,263,8,5,1
2870,filler,seashell9,57,neu,43,1,20,1,264,7,7,1
2398,t,stapler5,39,pos,43,1,20,1,265,6,4,1
7325,t,backpack6,43,pos,43,1,20,1,266,7,5,1
3300,nt,powerstrip12,3,neg1,43,1,20,1,267,5,4,1
9425,b,nunchaku16,26,neg2,43,1,20,1,268,6,6,1
9075,nt,decorativescreen10,7,neg1,43,1,20,1,269,5,3,1
9187,nt,scissors5,8,neg1,43,1,20,1,270,5,5,1
2980,t,abacus9,58,neu,43,1,20,1,271,5,5,1
9321,b,broom11,25,neg2,43,1,20,1,272,6,4,1
6520,nt,cookie1,5,neg1,43,1,20,1,273,5,6,1
2272,t,vase15,47,neu,43,1,20,1,274,7,5,1
2309,t,rollerskates16,50,neu,43,1,20,1,275,5,5,1
2345.1,b,microwave1,16,neg2,43,1,20,1,276,6,5,1
2749,t,cushion2,56,neu,43,1,20,1,277,7,6,1
1659,t,button5,32,pos,43,1,20,1,278,7,5,1
6838,nt,chessboard14,6,neg1,43,1,20,1,279,5,7,1
2530,t,tent4,40,pos,43,1,20,1,280,7,6,1
3216,nt,pokercard14,2,neg1,43,1,20,1,281,6,4,1
2340,t,hourglass16,37,pos,43,1,20,1,282,8,6,1
9910,b,lei9,28,neg2,43,1,20,1,283,4,5,1
9163,b,clock1,23,neg2,43,1,20,1,284,5,4,1
2382,t,balloon10,51,neu,43,1,20,1,285,5,4,1
2373,t,windchime16,38,pos,43,1,20,1,286,6,3,1
9908,nt,tape8,13,neg1,43,1,20,1,287,7,4,1
2456,b,exercise_equipment5,17,neg2,43,1,20,1,288,5,4,1
9428,nt,hairbrush9,11,neg1,43,1,20,1,289,5,6,1
9290,nt,bonzai14,9,neg1,43,1,20,1,290,3,6,1
1303,t,camera7,45,neu,43,1,20,1,291,7,6,1
2590,b,bearteddy16,19,neg2,43,1,20,1,292,4,4,1
9415,nt,umbrella2,10,neg1,43,1,20,1,293,6,5,1
9611,nt,bowtie11,12,neg1,43,1,20,1,294,4,5,1
3195,b,scale13,20,neg2,43,1,20,1,295,4,5,1
9301,b,frisbee0,24,neg2,43,1,20,1,296,2,6,1
3500,b,turtle3,21,neg2,43,1,20,1,297,6,5,1
2102,t,hanger9,46,neu,43,1,20,1,298,6,5,1
2205,b,tennisracquet7,15,neg2,43,1,20,1,299,5,4,1
6821,b,butterfly8,22,neg2,43,1,20,1,300,5,3,1
2750,nt,frame10,1,neg1,43,1,20,1,301,4,2,1
4626,t,ringbinder8,41,pos,43,1,20,1,302,7,6,1
2383,t,fan2,52,neu,43,1,20,1,303,6,4,1
9599,b,lock14,27,neg2,43,1,20,1,304,4,3,1
2683,nt,key3,0,neg1,43,1,20,1,305,7,7,1
1710,t,calculator3,33,pos,43,1,20,1,306,6,3,1
8120,t,dumbbell0,44,pos,43,1,20,1,307,7,7,1
2091,t,dresser12,35,pos,43,1,20,1,308,6,2,1
9909,nt,cheesegrater14,14,neg1,43,1,20,1,309,5,6,1
9921,b,cookpot16,29,neg2,43,1,20,1,310,2,6,1
6212,nt,cookingpan3,4,neg1,43,1,20,1,311,4,6,1
2490,b,gift15,18,neg2,43,1,20,1,312,7,6,1
2487,t,coin15,55,neu,43,1,20,1,313,7,6,1
7057,t,binoculars14,59,neu,43,1,20,1,314,6,4,1
2390,filler,compass1,53,neu,43,1,20,1,315,5,4,1
2396,filler,suitcase9,54,neu,43,1,20,1,316,6,7,1
1601,filler,microscope1,31,pos,43,1,20,1,317,6,3,1
7230,filler,handbag3,42,pos,43,1,20,1,318,6,4,1
2308,filler,garbagetrash14,49,neu,43,1,20,1,319,6,3,1
