IAPS,TNTcond,cue,itemID,valence,subjID,gender,age,CB,order
8120,filler,microscope1,44,pos,10,1,22,2,0
2396,filler,frame10,54,neu,10,1,22,2,1
2382,filler,scissors5,51,neu,10,1,22,2,2
2154,filler,microwave1,36,pos,10,1,22,2,3
2308,filler,toothpaste14,49,neu,10,1,22,2,4
3216,b,lei9,2,neg1,10,1,22,2,5
1920,t,cheesegrater14,34,pos,10,1,22,2,6
9921,nt,glove6,29,neg2,10,1,22,2,7
6212,b,cushion2,4,neg1,10,1,22,2,8
1303,t,nunchaku16,45,neu,10,1,22,2,9
2373,t,hairbrush9,38,pos,10,1,22,2,10
9415,b,hanger9,10,neg1,10,1,22,2,11
2980,t,hourglass16,58,neu,10,1,22,2,12
9321,nt,cheese8,25,neg2,10,1,22,2,13
2683,b,gift15,0,neg1,10,1,22,2,14
2750,b,bearteddy16,1,neg1,10,1,22,2,15
9163,nt,binoculars14,23,neg2,10,1,22,2,16
9910,nt,tent4,28,neg2,10,1,22,2,17
9187,b,doorknob4,8,neg1,10,1,22,2,18
9425,nt,garbagetrash14,26,neg2,10,1,22,2,19
1659,t,handbag3,32,pos,10,1,22,2,20
9301,nt,backpack6,24,neg2,10,1,22,2,21
2870,t,clock1,57,neu,10,1,22,2,22
2309,t,tape8,50,neu,10,1,22,2,23
2456,nt,umbrella2,17,neg2,10,1,22,2,24
2390,t,dumbbell0,53,neu,10,1,22,2,25
1710,t,bonzai14,33,pos,10,1,22,2,26
9290,b,exercise_equipment5,9,neg1,10,1,22,2,27
2345.1,nt,ringbinder8,16,neg2,10,1,22,2,28
2205,nt,bowtie11,15,neg2,10,1,22,2,29
2487,t,seashell9,55,neu,10,1,22,2,30
2340,t,suitcase9,37,pos,10,1,22,2,31
9908,b,key3,13,neg1,10,1,22,2,32
2273,t,butterfly8,48,neu,10,1,22,2,33
1601,t,cookingpan3,31,pos,10,1,22,2,34
2530,t,camera7,40,pos,10,1,22,2,35
2749,t,abacus9,56,neu,10,1,22,2,36
9909,b,broom11,14,neg1,10,1,22,2,37
3195,nt,powerstrip12,20,neg2,10,1,22,2,38
2490,nt,scale13,18,neg2,10,1,22,2,39
9611,b,cookpot16,12,neg1,10,1,22,2,40
6520,b,compass1,5,neg1,10,1,22,2,41
4626,t,pokercard14,41,pos,10,1,22,2,42
3500,nt,stapler5,21,neg2,10,1,22,2,43
1340,t,tennisracquet7,30,pos,10,1,22,2,44
6821,nt,cookie1,22,neg2,10,1,22,2,45
9428,b,lock14,11,neg1,10,1,22,2,46
6838,b,rollerskates16,6,neg1,10,1,22,2,47
9599,nt,decorativescreen10,27,neg2,10,1,22,2,48
2590,nt,calculator3,19,neg2,10,1,22,2,49
2398,t,dresser12,39,pos,10,1,22,2,50
3300,b,fan2,3,neg1,10,1,22,2,51
9075,b,balloon10,7,neg1,10,1,22,2,52
2272,t,windchime16,47,neu,10,1,22,2,53
7057,t,button5,59,neu,10,1,22,2,54
7325,filler,vase15,43,pos,10,1,22,2,55
2383,filler,frisbee0,52,neu,10,1,22,2,56
2102,filler,turtle3,46,neu,10,1,22,2,57
2091,filler,chessboard14,35,pos,10,1,22,2,58
7230,filler,coin15,42,pos,10,1,22,2,59
