IAPS,TNTcond,cue,itemID,valence,subjID,gender,age,CB,order,block,intrusion,RT
1601,filler,cheesegrater14,31,pos,41,1,25,1,345,0,,0.0
2530,filler,frame10,40,pos,41,1,25,1,346,0,1,0.804
2154,filler,compass1,36,pos,41,1,25,1,347,0,2,0.77
2870,filler,cheese8,57,neu,41,1,25,1,348,0,2,0.387
2980,filler,hanger9,58,neu,41,1,25,1,349,0,1,0.304
7230,filler,decorativescreen10,42,pos,41,1,25,1,350,0,2,0.521
7057,filler,abacus9,59,neu,41,1,25,1,351,0,1,1.02
2308,filler,exercise_equipment5,49,neu,41,1,25,1,352,0,2,1.021
7325,filler,cookpot16,43,pos,41,1,25,1,353,0,2,0.387
2396,filler,backpack6,54,neu,41,1,25,1,354,0,1,0.92
2102,t,bearteddy16,46,neu,41,1,25,1,390,1,0,1.404
9290,nt,butterfly8,9,neg1,41,1,25,1,391,1,0,1.12
6520,nt,scissors5,5,neg1,41,1,25,1,392,1,,0.0
2398,t,dresser12,39,pos,41,1,25,1,393,1,0,1.221
3300,nt,windchime16,3,neg1,41,1,25,1,394,1,0,0.371
2272,t,powerstrip12,47,neu,41,1,25,1,395,1,1,1.037
8120,t,bowtie11,44,pos,41,1,25,1,396,1,0,1.187
9909,nt,hairbrush9,14,neg1,41,1,25,1,397,1,0,0.537
1920,t,hourglass16,34,pos,41,1,25,1,398,1,1,0.92
6838,nt,clock1,6,neg1,41,1,25,1,399,1,0,0.57
2750,nt,button5,1,neg1,41,1,25,1,400,1,0,0.371
2309,t,cushion2,50,neu,41,1,25,1,401,1,2,0.537
1340,t,frisbee0,30,pos,41,1,25,1,402,1,2,0.92
9187,nt,toothpaste14,8,neg1,41,1,25,1,403,1,0,1.204
2273,t,ringbinder8,48,neu,41,1,25,1,404,1,0,0.718
9075,nt,chessboard14,7,neg1,41,1,25,1,405,1,0,0.671
2373,t,camera7,38,pos,41,1,25,1,406,1,2,0.837
1303,t,vase15,45,neu,41,1,25,1,407,1,1,1.254
2382,t,doorknob4,51,neu,41,1,25,1,408,1,0,1.27
2091,t,turtle3,35,pos,41,1,25,1,409,1,1,1.104
2487,t,coin15,55,neu,41,1,25,1,410,1,2,0.587
3216,nt,calculator3,2,neg1,41,1,25,1,411,1,2,1.253
1710,t,key3,33,pos,41,1,25,1,412,1,2,1.221
2683,nt,stapler5,0,neg1,41,1,25,1,413,1,0,0.321
2383,t,dumbbell0,52,neu,41,1,25,1,414,1,1,0.954
9908,nt,gift15,13,neg1,41,1,25,1,415,1,0,0.287
2390,t,suitcase9,53,neu,41,1,25,1,416,1,1,0.57
9415,nt,nunchaku16,10,neg1,41,1,25,1,417,1,0,0.287
4626,t,microwave1,41,pos,41,1,25,1,418,1,1,0.937
6212,nt,tape8,4,neg1,41,1,25,1,419,1,0,0.72
2749,t,handbag3,56,neu,41,1,25,1,420,1,2,0.986
1659,t,cookingpan3,32,pos,41,1,25,1,421,1,1,1.104
9611,nt,pokercard14,12,neg1,41,1,25,1,422,1,2,1.453
2340,t,microscope1,37,pos,41,1,25,1,423,1,2,1.236
9428,nt,lei9,11,neg1,41,1,25,1,424,1,0,0.337
9908,nt,gift15,13,neg1,41,1,25,1,425,2,0,1.153
4626,t,microwave1,41,pos,41,1,25,1,426,2,0,0.97
1920,t,hourglass16,34,pos,41,1,25,1,427,2,2,0.387
9075,nt,chessboard14,7,neg1,41,1,25,1,428,2,1,1.237
2749,t,handbag3,56,neu,41,1,25,1,429,2,2,0.27
9290,nt,butterfly8,9,neg1,41,1,25,1,430,2,0,0.721
8120,t,bowtie11,44,pos,41,1,25,1,431,2,1,0.371
3300,nt,windchime16,3,neg1,41,1,25,1,432,2,0,0.288
2390,t,suitcase9,53,neu,41,1,25,1,433,2,2,0.97
2273,t,ringbinder8,48,neu,41,1,25,1,434,2,1,1.004
6838,nt,clock1,6,neg1,41,1,25,1,435,2,0,0.387
2373,t,camera7,38,pos,41,1,25,1,436,2,1,1.137
2487,t,coin15,55,neu,41,1,25,1,437,2,0,0.354
9187,nt,toothpaste14,8,neg1,41,1,25,1,438,2,0,0.337
3216,nt,calculator3,2,neg1,41,1,25,1,439,2,1,1.17
1303,t,vase15,45,neu,41,1,25,1,440,2,2,1.17
9909,nt,hairbrush9,14,neg1,41,1,25,1,441,2,0,0.32
2091,t,turtle3,35,pos,41,1,25,1,442,2,2,1.271
2340,t,microscope1,37,pos,41,1,25,1,443,2,2,0.254
2683,nt,stapler5,0,neg1,41,1,25,1,444,2,1,1.237
9428,nt,lei9,11,neg1,41,1,25,1,445,2,0,0.687
1340,t,frisbee0,30,pos,41,1,25,1,446,2,2,0.487
2382,t,doorknob4,51,neu,41,1,25,1,447,2,2,0.304
2398,t,dresser12,39,pos,41,1,25,1,448,2,2,0.321
6520,nt,scissors5,5,neg1,41,1,25,1,449,2,,0.0
