itemID,cond,value,subjID,gender,age,CB
0,r,2,32,0,20,1
1,r,2,32,0,20,1
2,n,2,32,0,20,1
3,n,2,32,0,20,1
4,r,2,32,0,20,1
5,n,1,32,0,20,1
6,n,1,32,0,20,1
7,r,1,32,0,20,1
8,n,1,32,0,20,1
9,r,2,32,0,20,1
10,r,2,32,0,20,1
11,n,1,32,0,20,1
12,n,1,32,0,20,1
13,n,2,32,0,20,1
14,r,1,32,0,20,1
15,r,1,32,0,20,1
16,n,4,32,0,20,1
17,n,3,32,0,20,1
18,r,1,32,0,20,1
19,r,2,32,0,20,1
