IAPS,TNTcond,cue,itemID,valence,subjID,gender,age,CB,order
2091,filler,umbrella2,35,pos,32,0,20,1,0
2980,filler,pokercard14,58,neu,32,0,20,1,1
2308,filler,nunchaku16,49,neu,32,0,20,1,2
1920,filler,cheesegrater14,34,pos,32,0,20,1,3
2390,filler,broom11,53,neu,32,0,20,1,4
9321,b,abacus9,25,neg2,32,0,20,1,5
2154,t,hourglass16,36,pos,32,0,20,1,6
2309,t,key3,50,neu,32,0,20,1,7
7325,t,backpack6,43,pos,32,0,20,1,8
9301,b,glove6,24,neg2,32,0,20,1,9
2490,b,lock14,18,neg2,32,0,20,1,10
1340,t,exercise_equipment5,30,pos,32,0,20,1,11
9910,b,stapler5,28,neg2,32,0,20,1,12
9611,nt,butterfly8,12,neg1,32,0,20,1,13
7057,t,doorknob4,59,neu,32,0,20,1,14
2205,b,powerstrip12,15,neg2,32,0,20,1,15
9921,b,frisbee0,29,neg2,32,0,20,1,16
9415,nt,fan2,10,neg1,32,0,20,1,17
9599,b,garbagetrash14,27,neg2,32,0,20,1,18
1303,t,compass1,45,neu,32,0,20,1,19
2456,b,microwave1,17,neg2,32,0,20,1,20
4626,t,hanger9,41,pos,32,0,20,1,21
2345.1,b,lei9,16,neg2,32,0,20,1,22
1601,t,microscope1,31,pos,32,0,20,1,23
2750,nt,cheese8,1,neg1,32,0,20,1,24
2396,t,cookingpan3,54,neu,32,0,20,1,25
2273,t,button5,48,neu,32,0,20,1,26
2398,t,cookie1,39,pos,32,0,20,1,27
2749,t,tent4,56,neu,32,0,20,1,28
2373,t,calculator3,38,pos,32,0,20,1,29
9428,nt,gift15,11,neg1,32,0,20,1,30
9908,nt,balloon10,13,neg1,32,0,20,1,31
3300,nt,tape8,3,neg1,32,0,20,1,32
3216,nt,windchime16,2,neg1,32,0,20,1,33
6838,nt,turtle3,6,neg1,32,0,20,1,34
9909,nt,seashell9,14,neg1,32,0,20,1,35
2870,t,bonzai14,57,neu,32,0,20,1,36
6212,nt,cushion2,4,neg1,32,0,20,1,37
2340,t,cookpot16,37,pos,32,0,20,1,38
2102,t,camera7,46,neu,32,0,20,1,39
6821,b,chessboard14,22,neg2,32,0,20,1,40
1710,t,rollerskates16,33,pos,32,0,20,1,41
6520,nt,tennisracquet7,5,neg1,32,0,20,1,42
9425,b,clock1,26,neg2,32,0,20,1,43
9075,nt,vase15,7,neg1,32,0,20,1,44
9163,b,bowtie11,23,neg2,32,0,20,1,45
2590,b,coin15,19,neg2,32,0,20,1,46
2683,nt,ringbinder8,0,neg1,32,0,20,1,47
2383,t,dumbbell0,52,neu,32,0,20,1,48
3500,b,scale13,21,neg2,32,0,20,1,49
9290,nt,decorativescreen10,9,neg1,32,0,20,1,50
1659,t,hairbrush9,32,pos,32,0,20,1,51
3195,b,scissors5,20,neg2,32,0,20,1,52
2487,t,dresser12,55,neu,32,0,20,1,53
9187,nt,frame10,8,neg1,32,0,20,1,54
7230,filler,handbag3,42,pos,32,0,20,1,55
8120,filler,suitcase9,44,pos,32,0,20,1,56
2530,filler,toothpaste14,40,pos,32,0,20,1,57
2272,filler,binoculars14,47,neu,32,0,20,1,58
2382,filler,bearteddy16,51,neu,32,0,20,1,59
