IAPS,TNTcond,cue,itemID,valence,subjID,gender,age,CB,order,correct,RT
2411,post_new,NA,160,neu,18,0,22,1,770,1,0.6362432460000491
2302,post_new,NA,85,pos,18,0,22,1,771,1,0.5532948649997707
2272,filler,umbrella2,47,neu,18,0,22,1,772,1,0.6000280139996903
7440,post_new,NA,74,pos,18,0,22,1,773,1,0.5637894740002594
8497,sub,bearteddy16,39,pos,18,0,22,1,774,1,1.051759533999757
2521,post_new,NA,164,neu,18,0,22,1,775,1,0.7407789290000437
9321,b,fan2,25,neg2,18,0,22,1,776,1,0.7077497239997683
8162,sub,cookpot16,9,pos,18,0,22,1,777,1,0.7032003980002628
9910,b,lei9,28,neg2,18,0,22,1,778,1,0.579225168999983
5731,post_new,NA,172,neu,18,0,22,1,779,1,0.65620468599991
8470,sub,broom11,3,pos,18,0,22,1,780,1,0.7222193739999057
2091,t,bowtie11,35,pos,18,0,22,1,781,1,1.0514916129995981
7280,post_new,NA,71,pos,18,0,22,1,782,1,0.8536188469997796
1659,t,suitcase9,32,pos,18,0,22,1,783,1,0.6235111519999919
9419,post_new,NA,134,neg,18,0,22,1,784,1,0.7257686880002439
9183,post_new,NA,125,neg,18,0,22,1,785,1,0.6021347980004066
1605,sub,stapler5,53,pos,18,0,22,1,786,1,0.6938087580001593
1111,post_new,NA,90,neg,18,0,22,1,787,1,0.6150885819997711
9040,post_new,NA,122,neg,18,0,22,1,788,1,0.737967129000026
4614,post_new,NA,64,pos,18,0,22,1,789,1,0.685938948000512
9424,post_new,NA,137,neg,18,0,22,1,790,1,0.6412656279999283
2389,sub,balloon10,52,pos,18,0,22,1,791,0,0.6645714120004413
2154,t,chessboard14,36,pos,18,0,22,1,792,1,0.5531617229999028
3195,b,pokercard14,20,neg2,18,0,22,1,793,1,0.6094725390003077
5199,post_new,NA,60,pos,18,0,22,1,794,1,0.6320717529997637
2026,post_new,NA,151,neu,18,0,22,1,795,1,0.6283429509994676
9599,b,hairbrush9,27,neg2,18,0,22,1,796,1,0.5755748060000769
2373,filler,button5,38,pos,18,0,22,1,797,1,0.5523567620002723
3500,b,doorknob4,21,neg2,18,0,22,1,798,1,0.6005633459999444
9425,b,powerstrip12,26,neg2,18,0,22,1,799,1,0.6245955550002691
1750,sub,microscope1,0,pos,18,0,22,1,800,0,0.6011171499994816
9160,post_new,NA,124,neg,18,0,22,1,801,1,0.8032744230004027
9908,nt,frame10,13,neg1,18,0,22,1,802,1,0.6394242719998147
2158,post_new,NA,72,pos,18,0,22,1,803,1,0.7248980899994422
2530,t,backpack6,40,pos,18,0,22,1,804,1,0.5999066109998239
