IAPS,TNTcond,cue,itemID,valence,subjID,gender,age,CB,order,cycleN,correct
9910,b,butterfly8,28,neg2,13,0,19,1,60,0,1
9599,b,cheese8,27,neg2,13,0,19,1,61,0,1
2490,b,compass1,18,neg2,13,0,19,1,62,0,1
3300,nt,turtle3,3,neg1,13,0,19,1,63,0,1
9611,nt,suitcase9,12,neg1,13,0,19,1,64,0,1
2309,filler,hanger9,50,neu,13,0,19,1,65,0,1
1659,filler,windchime16,32,pos,13,0,19,1,66,0,1
2750,nt,binoculars14,1,neg1,13,0,19,1,67,0,1
6520,nt,chessboard14,5,neg1,13,0,19,1,68,0,1
4626,t,vase15,41,pos,13,0,19,1,69,0,1
2398,filler,cookingpan3,39,pos,13,0,19,1,70,0,1
2749,filler,coin15,56,neu,13,0,19,1,71,0,1
9187,nt,doorknob4,8,neg1,13,0,19,1,72,0,1
9921,b,tent4,29,neg2,13,0,19,1,73,0,1
2396,t,handbag3,54,neu,13,0,19,1,74,0,1
2383,filler,dumbbell0,52,neu,13,0,19,1,75,0,1
2530,t,glove6,40,pos,13,0,19,1,76,0,1
2683,nt,hairbrush9,0,neg1,13,0,19,1,77,0,1
9075,nt,garbagetrash14,7,neg1,13,0,19,1,78,0,1
9415,nt,fan2,10,neg1,13,0,19,1,79,0,1
2272,t,rollerskates16,47,neu,13,0,19,1,80,0,1
6212,nt,abacus9,4,neg1,13,0,19,1,81,0,1
8120,t,umbrella2,44,pos,13,0,19,1,82,0,1
9425,b,seashell9,26,neg2,13,0,19,1,83,0,1
9163,b,cookpot16,23,neg2,13,0,19,1,84,0,1
1710,filler,backpack6,33,pos,13,0,19,1,85,0,1
2373,t,cushion2,38,pos,13,0,19,1,86,0,1
2205,b,tennisracquet7,15,neg2,13,0,19,1,87,0,1
3216,nt,gift15,2,neg1,13,0,19,1,88,0,1
6838,nt,pokercard14,6,neg1,13,0,19,1,89,0,1
2980,filler,scissors5,58,neu,13,0,19,1,90,0,1
2390,t,tape8,53,neu,13,0,19,1,91,0,1
2340,t,lock14,37,pos,13,0,19,1,92,0,1
2870,filler,calculator3,57,neu,13,0,19,1,93,0,1
1340,filler,frame10,30,pos,13,0,19,1,94,0,1
2345.1,b,ringbinder8,16,neg2,13,0,19,1,95,0,1
1303,t,cheesegrater14,45,neu,13,0,19,1,96,0,1
9909,nt,clock1,14,neg1,13,0,19,1,97,0,1
9908,nt,scale13,13,neg1,13,0,19,1,98,0,1
2091,t,decorativescreen10,35,pos,13,0,19,1,99,0,1
9428,nt,frisbee0,11,neg1,13,0,19,1,100,0,1
2308,t,exercise_equipment5,49,neu,13,0,19,1,101,0,1
2456,b,microscope1,17,neg2,13,0,19,1,102,0,1
7230,t,camera7,42,pos,13,0,19,1,103,0,1
7325,t,button5,43,pos,13,0,19,1,104,0,1
2487,t,lei9,55,neu,13,0,19,1,105,0,1
3195,b,bearteddy16,20,neg2,13,0,19,1,106,0,1
7057,t,cookie1,59,neu,13,0,19,1,107,0,1
2273,t,balloon10,48,neu,13,0,19,1,108,0,1
1601,filler,dresser12,31,pos,13,0,19,1,109,0,1
6821,b,toothpaste14,22,neg2,13,0,19,1,110,0,1
9290,nt,bowtie11,9,neg1,13,0,19,1,111,0,1
1920,t,hourglass16,34,pos,13,0,19,1,112,0,1
9321,b,stapler5,25,neg2,13,0,19,1,113,0,1
2590,b,bonzai14,19,neg2,13,0,19,1,114,0,1
2154,t,nunchaku16,36,pos,13,0,19,1,115,0,1
3500,b,broom11,21,neg2,13,0,19,1,116,0,1
2102,t,key3,46,neu,13,0,19,1,117,0,1
9301,b,microwave1,24,neg2,13,0,19,1,118,0,1
2382,t,powerstrip12,51,neu,13,0,19,1,119,0,1
