IAPS,TNTcond,cue,itemID,valence,subjID,gender,age,CB,order
2398,filler,lei9,39,pos,45,1,24,2,0
2382,filler,clock1,51,neu,45,1,24,2,1
2980,filler,garbagetrash14,58,neu,45,1,24,2,2
2530,filler,compass1,40,pos,45,1,24,2,3
1659,filler,microscope1,32,pos,45,1,24,2,4
2205,nt,tennisracquet7,15,neg2,45,1,24,2,5
2102,t,rollerskates16,46,neu,45,1,24,2,6
9611,b,abacus9,12,neg1,45,1,24,2,7
2309,t,backpack6,50,neu,45,1,24,2,8
6821,nt,frisbee0,22,neg2,45,1,24,2,9
2590,nt,hairbrush9,19,neg2,45,1,24,2,10
2750,b,exercise_equipment5,1,neg1,45,1,24,2,11
3216,b,umbrella2,2,neg1,45,1,24,2,12
7325,t,handbag3,43,pos,45,1,24,2,13
2340,t,vase15,37,pos,45,1,24,2,14
2154,t,seashell9,36,pos,45,1,24,2,15
1303,t,scissors5,45,neu,45,1,24,2,16
4626,t,powerstrip12,41,pos,45,1,24,2,17
9908,b,scale13,13,neg1,45,1,24,2,18
9921,nt,calculator3,29,neg2,45,1,24,2,19
2396,t,cushion2,54,neu,45,1,24,2,20
9163,nt,frame10,23,neg2,45,1,24,2,21
9290,b,cookie1,9,neg1,45,1,24,2,22
3300,b,lock14,3,neg1,45,1,24,2,23
9415,b,pokercard14,10,neg1,45,1,24,2,24
9599,nt,ringbinder8,27,neg2,45,1,24,2,25
2490,nt,tent4,18,neg2,45,1,24,2,26
9301,nt,cheesegrater14,24,neg2,45,1,24,2,27
3195,nt,cookpot16,20,neg2,45,1,24,2,28
1601,t,bowtie11,31,pos,45,1,24,2,29
1710,t,suitcase9,33,pos,45,1,24,2,30
9909,b,broom11,14,neg1,45,1,24,2,31
2308,t,chessboard14,49,neu,45,1,24,2,32
9321,nt,turtle3,25,neg2,45,1,24,2,33
2456,nt,button5,17,neg2,45,1,24,2,34
9075,b,cookingpan3,7,neg1,45,1,24,2,35
6838,b,nunchaku16,6,neg1,45,1,24,2,36
2683,b,bonzai14,0,neg1,45,1,24,2,37
9428,b,key3,11,neg1,45,1,24,2,38
2870,t,bearteddy16,57,neu,45,1,24,2,39
2091,t,toothpaste14,35,pos,45,1,24,2,40
2373,t,tape8,38,pos,45,1,24,2,41
7057,t,camera7,59,neu,45,1,24,2,42
9910,nt,windchime16,28,neg2,45,1,24,2,43
2272,t,doorknob4,47,neu,45,1,24,2,44
9187,b,dumbbell0,8,neg1,45,1,24,2,45
1920,t,decorativescreen10,34,pos,45,1,24,2,46
7230,t,dresser12,42,pos,45,1,24,2,47
2749,t,glove6,56,neu,45,1,24,2,48
6520,b,stapler5,5,neg1,45,1,24,2,49
2390,t,hanger9,53,neu,45,1,24,2,50
3500,nt,coin15,21,neg2,45,1,24,2,51
2345.1,nt,balloon10,16,neg2,45,1,24,2,52
6212,b,hourglass16,4,neg1,45,1,24,2,53
9425,nt,fan2,26,neg2,45,1,24,2,54
2487,filler,gift15,55,neu,45,1,24,2,55
2383,filler,binoculars14,52,neu,45,1,24,2,56
1340,filler,microwave1,30,pos,45,1,24,2,57
8120,filler,cheese8,44,pos,45,1,24,2,58
2273,filler,butterfly8,48,neu,45,1,24,2,59
