IAPS,valence,cond,cue,sub,time,order
8499,pos,sub,frame10,8499,0,324
2302,pos,sub,doorknob4,2302,0,325
2655,pos,sub,fan2,2655,0,326
2158,pos,pre_new,garbagetrash14,2158,0,327
1463,pos,sub,tape8,1463,0,328
4700,pos,pre_new,backpack6,4700,0,329
2339,pos,sub,turtle3,2339,0,330
4599,pos,sub,microscope1,4599,0,331
2389,pos,sub,cookpot16,2389,0,332
8161,pos,sub,toothpaste14,8161,0,333
2594,pos,sub,dresser12,2594,0,334
8496,pos,sub,hanger9,8496,0,335
2216,pos,sub,hourglass16,2216,0,336
1811,pos,pre_new,camera7,1811,0,337
7440,pos,sub,compass1,7440,0,338
8210,pos,pre_new,windchime16,8210,0,339
8370,pos,sub,bonzai14,8370,0,340
8330,pos,pre_new,tennisracquet7,8330,0,341
7280,pos,sub,butterfly8,7280,0,342
4614,pos,sub,tent4,4614,0,343
7405,pos,sub,seashell9,7405,0,344
8205,pos,sub,rollerskates16,8205,0,345
7279,pos,pre_new,bearteddy16,7279,0,346
2035,pos,sub,lei9,2035,0,347
2208,pos,pre_new,bowtie11,2208,0,348
8162,pos,sub,key3,8162,0,349
5833,pos,sub,chessboard14,5833,0,350
1441,pos,sub,cushion2,1441,0,351
8600,pos,pre_new,button5,8600,0,352
2346,pos,sub,microwave1,2346,0,353
2391,pos,sub,clock1,2391,0,354
2331,pos,sub,stapler5,2331,0,355
2791,pos,sub,umbrella2,2791,0,356
2156,pos,sub,powerstrip12,2156,0,357
5199,pos,sub,coin15,5199,0,358
8492,pos,sub,lock14,8492,0,359
2341,pos,sub,cheese8,2341,0,360
8030,pos,pre_new,abacus9,8030,0,361
1419,pos,pre_new,scissors5,1419,0,362
2388,pos,sub,dumbbell0,2388,0,363
2370,pos,sub,cookingpan3,2370,0,364
2224,pos,sub,exercise_equipment5,2224,0,365
5726,pos,sub,suitcase9,5726,0,366
7580,pos,sub,broom11,7580,0,367
2598,pos,sub,hairbrush9,2598,0,368
2216,pos,sub,hourglass16,2216,1,379
2370,pos,sub,cookingpan3,2370,1,380
2388,pos,sub,dumbbell0,2388,1,381
8205,pos,sub,rollerskates16,8205,1,382
4599,pos,sub,microscope1,4599,1,383
2598,pos,sub,hairbrush9,2598,1,384
2655,pos,sub,fan2,2655,1,385
2156,pos,sub,powerstrip12,2156,1,386
2035,pos,sub,lei9,2035,1,387
2346,pos,sub,microwave1,2346,1,388
2594,pos,sub,dresser12,2594,1,389
2339,pos,sub,turtle3,2339,1,390
7580,pos,sub,broom11,7580,1,391
2391,pos,sub,clock1,2391,1,392
2302,pos,sub,doorknob4,2302,1,393
8162,pos,sub,key3,8162,1,394
2389,pos,sub,cookpot16,2389,1,395
8492,pos,sub,lock14,8492,1,396
7280,pos,sub,butterfly8,7280,1,397
5726,pos,sub,suitcase9,5726,1,398
4614,pos,sub,tent4,4614,1,399
2331,pos,sub,stapler5,2331,1,400
2341,pos,sub,cheese8,2341,1,401
8161,pos,sub,toothpaste14,8161,1,402
1463,pos,sub,tape8,1463,1,403
7405,pos,sub,seashell9,7405,1,404
7440,pos,sub,compass1,7440,1,405
8496,pos,sub,hanger9,8496,1,406
8499,pos,sub,frame10,8499,1,407
2791,pos,sub,umbrella2,2791,1,408
5199,pos,sub,coin15,5199,1,409
8370,pos,sub,bonzai14,8370,1,410
5833,pos,sub,chessboard14,5833,1,411
1441,pos,sub,cushion2,1441,1,412
2224,pos,sub,exercise_equipment5,2224,1,413
