IAPS,TNTcond,cue,itemID,valence,subjID,gender,age,CB,order,val,aro,correct
1340,filler,hairbrush9,30,pos,37,1,23,2,252,7,1,1
2373,filler,suitcase9,38,pos,37,1,23,2,253,7,5,1
1659,filler,turtle3,32,pos,37,1,23,2,254,5,3,1
2487,filler,tennisracquet7,55,neu,37,1,23,2,255,7,7,1
7230,filler,seashell9,42,pos,37,1,23,2,256,9,7,1
2205,nt,windchime16,15,neg2,37,1,23,2,257,3,3,1
2340,t,ringbinder8,37,pos,37,1,23,2,258,6,2,1
2396,t,decorativescreen10,54,neu,37,1,23,2,259,5,1,1
3500,nt,backpack6,21,neg2,37,1,23,2,260,3,7,1
9415,b,rollerskates16,10,neg1,37,1,23,2,261,3,7,1
2490,nt,lock14,18,neg2,37,1,23,2,262,5,3,1
2590,nt,hourglass16,19,neg2,37,1,23,2,263,5,3,1
9187,b,bowtie11,8,neg1,37,1,23,2,264,1,9,1
2273,t,doorknob4,48,neu,37,1,23,2,265,5,2,1
9909,b,binoculars14,14,neg1,37,1,23,2,266,6,6,1
6212,b,abacus9,4,neg1,37,1,23,2,267,3,4,1
3216,b,cheesegrater14,2,neg1,37,1,23,2,268,3,7,1
9428,b,microwave1,11,neg1,37,1,23,2,269,3,3,1
2345.1,nt,camera7,16,neg2,37,1,23,2,270,4,8,1
2750,b,toothpaste14,1,neg1,37,1,23,2,271,7,6,1
6838,b,bonzai14,6,neg1,37,1,23,2,272,,,0
1601,t,powerstrip12,31,pos,37,1,23,2,273,6,1,1
2390,t,hanger9,53,neu,37,1,23,2,274,5,1,1
2456,nt,glove6,17,neg2,37,1,23,2,275,6,2,1
3195,nt,handbag3,20,neg2,37,1,23,2,276,2,9,1
9910,nt,scale13,28,neg2,37,1,23,2,277,3,2,1
6821,nt,tent4,22,neg2,37,1,23,2,278,3,1,1
8120,t,tape8,44,pos,37,1,23,2,279,,,0
2530,t,exercise_equipment5,40,pos,37,1,23,2,280,5,2,1
7325,t,umbrella2,43,pos,37,1,23,2,281,8,4,1
2091,t,lei9,35,pos,37,1,23,2,282,8,1,1
9321,nt,chessboard14,25,neg2,37,1,23,2,283,2,9,1
2102,t,butterfly8,46,neu,37,1,23,2,284,5,1,1
9599,nt,key3,27,neg2,37,1,23,2,285,2,9,1
2870,t,cheese8,57,neu,37,1,23,2,286,8,8,1
2383,t,bearteddy16,52,neu,37,1,23,2,287,5,1,1
9163,nt,frisbee0,23,neg2,37,1,23,2,288,4,1,1
9611,b,scissors5,12,neg1,37,1,23,2,289,2,8,1
9290,b,coin15,9,neg1,37,1,23,2,290,1,8,1
1710,t,balloon10,33,pos,37,1,23,2,291,8,2,1
2272,t,gift15,47,neu,37,1,23,2,292,6,2,1
2683,b,button5,0,neg1,37,1,23,2,293,3,6,1
2749,t,frame10,56,neu,37,1,23,2,294,5,5,1
3300,b,fan2,3,neg1,37,1,23,2,295,3,4,1
9301,nt,stapler5,24,neg2,37,1,23,2,296,1,9,1
4626,t,vase15,41,pos,37,1,23,2,297,8,3,1
1303,t,microscope1,45,neu,37,1,23,2,298,6,7,1
9908,b,garbagetrash14,13,neg1,37,1,23,2,299,6,5,1
6520,b,cookpot16,5,neg1,37,1,23,2,300,,,0
9075,b,cookie1,7,neg1,37,1,23,2,301,3,7,1
2980,t,pokercard14,58,neu,37,1,23,2,302,7,1,1
9425,nt,broom11,26,neg2,37,1,23,2,303,2,7,1
1920,t,calculator3,34,pos,37,1,23,2,304,8,3,1
2398,t,compass1,39,pos,37,1,23,2,305,5,1,1
9921,nt,dumbbell0,29,neg2,37,1,23,2,306,3,4,1
2308,filler,dresser12,49,neu,37,1,23,2,307,7,2,1
2309,filler,cushion2,50,neu,37,1,23,2,308,6,2,1
2154,filler,cookingpan3,36,pos,37,1,23,2,309,8,8,1
7057,filler,clock1,59,neu,37,1,23,2,310,4,6,1
2382,filler,nunchaku16,51,neu,37,1,23,2,311,3,6,1
