IAPS,TNTcond,cue,itemID,valence,subjID,gender,age,CB,order,val,aro,correct
2383,filler,tent4,52,neu,16,1,19,2,898,7,1,1
2154,filler,frame10,36,pos,16,1,19,2,899,7,1,1
2340,filler,abacus9,37,pos,16,1,19,2,900,7,1,1
2382,filler,windchime16,51,neu,16,1,19,2,901,7,1,1
1303,filler,stapler5,45,neu,16,1,19,2,902,7,1,1
2490,nt,scale13,18,neg2,16,1,19,2,903,7,1,1
3195,nt,seashell9,20,neg2,16,1,19,2,904,7,1,1
6520,b,tape8,5,neg1,16,1,19,2,905,8,1,1
8120,t,toothpaste14,44,pos,16,1,19,2,906,7,1,1
2487,t,backpack6,55,neu,16,1,19,2,907,7,1,1
9910,nt,clock1,28,neg2,16,1,19,2,908,7,1,1
2750,b,pokercard14,1,neg1,16,1,19,2,909,7,1,1
2102,t,cookie1,46,neu,16,1,19,2,910,7,2,1
7230,t,calculator3,42,pos,16,1,19,2,911,7,1,1
2396,t,binoculars14,54,neu,16,1,19,2,912,7,1,1
9187,b,hairbrush9,8,neg1,16,1,19,2,913,7,1,1
9908,b,lock14,13,neg1,16,1,19,2,914,7,1,1
9321,nt,hanger9,25,neg2,16,1,19,2,915,7,1,1
9163,nt,dresser12,23,neg2,16,1,19,2,916,7,1,1
2309,t,glove6,50,neu,16,1,19,2,917,7,1,1
2345.1,nt,powerstrip12,16,neg2,16,1,19,2,918,7,1,1
2373,t,cheesegrater14,38,pos,16,1,19,2,919,7,1,1
2870,t,umbrella2,57,neu,16,1,19,2,920,7,1,1
9921,nt,fan2,29,neg2,16,1,19,2,921,7,1,1
9075,b,bearteddy16,7,neg1,16,1,19,2,922,7,1,1
2749,t,bonzai14,56,neu,16,1,19,2,923,7,1,1
1920,t,butterfly8,34,pos,16,1,19,2,924,7,1,1
9415,b,bowtie11,10,neg1,16,1,19,2,925,7,1,1
2398,t,frisbee0,39,pos,16,1,19,2,926,7,1,1
6821,nt,suitcase9,22,neg2,16,1,19,2,927,7,1,1
2308,t,coin15,49,neu,16,1,19,2,928,7,1,1
7325,t,tennisracquet7,43,pos,16,1,19,2,929,7,1,1
3300,b,lei9,3,neg1,16,1,19,2,930,7,1,1
1340,t,decorativescreen10,30,pos,16,1,19,2,931,7,1,1
2456,nt,exercise_equipment5,17,neg2,16,1,19,2,932,7,1,1
9301,nt,ringbinder8,24,neg2,16,1,19,2,933,7,1,1
2272,t,vase15,47,neu,16,1,19,2,934,7,1,1
9599,nt,broom11,27,neg2,16,1,19,2,935,7,1,1
2205,nt,cookingpan3,15,neg2,16,1,19,2,936,7,1,1
2530,t,chessboard14,40,pos,16,1,19,2,937,7,1,1
7057,t,microwave1,59,neu,16,1,19,2,938,7,1,1
3216,b,balloon10,2,neg1,16,1,19,2,939,7,1,1
1601,t,turtle3,31,pos,16,1,19,2,940,7,1,1
9909,b,camera7,14,neg1,16,1,19,2,941,7,1,1
9425,nt,cushion2,26,neg2,16,1,19,2,942,7,1,1
9611,b,button5,12,neg1,16,1,19,2,943,7,2,1
9428,b,cookpot16,11,neg1,16,1,19,2,944,7,1,1
2390,t,gift15,53,neu,16,1,19,2,945,7,1,1
6838,b,key3,6,neg1,16,1,19,2,946,7,1,1
9290,b,doorknob4,9,neg1,16,1,19,2,947,7,1,1
3500,nt,cheese8,21,neg2,16,1,19,2,948,7,1,1
2091,t,hourglass16,35,pos,16,1,19,2,949,7,1,1
2590,nt,scissors5,19,neg2,16,1,19,2,950,7,1,1
6212,b,dumbbell0,4,neg1,16,1,19,2,951,7,1,1
2683,b,nunchaku16,0,neg1,16,1,19,2,952,7,1,1
2273,filler,garbagetrash14,48,neu,16,1,19,2,953,7,1,1
4626,filler,handbag3,41,pos,16,1,19,2,954,6,1,1
1710,filler,compass1,33,pos,16,1,19,2,955,7,1,1
2980,filler,rollerskates16,58,neu,16,1,19,2,956,7,1,1
1659,filler,microscope1,32,pos,16,1,19,2,957,7,1,1
