IAPS,valence,cond,cue,sub,time,order
2594,pos,pre_new,umbrella2,2594,0,302
8030,pos,sub,abacus9,8030,0,303
4616,pos,sub,chessboard14,4616,0,304
4599,pos,sub,toothpaste14,4599,0,305
8205,pos,sub,turtle3,8205,0,306
2655,pos,pre_new,ringbinder8,2655,0,307
8497,pos,sub,binoculars14,8497,0,308
2037,pos,pre_new,scale13,2037,0,309
2331,pos,sub,button5,2331,0,310
2339,pos,sub,calculator3,2339,0,311
1605,pos,sub,powerstrip12,1605,0,312
5833,pos,sub,frisbee0,5833,0,313
1463,pos,pre_new,scissors5,1463,0,314
1750,pos,sub,bearteddy16,1750,0,315
8496,pos,sub,frame10,8496,0,316
8118,pos,sub,bowtie11,8118,0,317
5780,pos,sub,vase15,5780,0,318
1419,pos,pre_new,clock1,1419,0,319
2346,pos,pre_new,suitcase9,2346,0,320
2314,pos,sub,seashell9,2314,0,321
7405,pos,sub,handbag3,7405,0,322
8031,pos,sub,gift15,8031,0,323
2030,pos,pre_new,camera7,2030,0,324
7440,pos,sub,key3,7440,0,325
5199,pos,pre_new,hanger9,5199,0,326
2388,pos,sub,decorativescreen10,2388,0,327
2224,pos,sub,hourglass16,2224,0,328
7279,pos,sub,cookie1,7279,0,329
4614,pos,sub,microwave1,4614,0,330
8492,pos,sub,dresser12,8492,0,331
8162,pos,pre_new,broom11,8162,0,332
1650,pos,sub,doorknob4,1650,0,333
7280,pos,sub,stapler5,7280,0,334
4612,pos,sub,backpack6,4612,0,335
2370,pos,sub,cookpot16,2370,0,336
1731,pos,sub,lock14,1731,0,337
5470,pos,sub,lei9,5470,0,338
2389,pos,sub,tent4,2389,0,339
8210,pos,sub,glove6,8210,0,340
2341,pos,sub,compass1,2341,0,341
5621,pos,pre_new,tennisracquet7,5621,0,342
5726,pos,sub,cheese8,5726,0,343
2302,pos,sub,hairbrush9,2302,0,344
5910,pos,sub,tape8,5910,0,345
4628,pos,sub,dumbbell0,4628,0,346
5780,pos,sub,vase15,5780,1,357
5726,pos,sub,cheese8,5726,1,358
7405,pos,sub,handbag3,7405,1,359
5910,pos,sub,tape8,5910,1,360
2339,pos,sub,calculator3,2339,1,361
8496,pos,sub,frame10,8496,1,362
1731,pos,sub,lock14,1731,1,363
7280,pos,sub,stapler5,7280,1,364
7279,pos,sub,cookie1,7279,1,365
8118,pos,sub,bowtie11,8118,1,366
2341,pos,sub,compass1,2341,1,367
8497,pos,sub,binoculars14,8497,1,368
4614,pos,sub,microwave1,4614,1,369
2224,pos,sub,hourglass16,2224,1,370
1605,pos,sub,powerstrip12,1605,1,371
1650,pos,sub,doorknob4,1650,1,372
1750,pos,sub,bearteddy16,1750,1,373
2302,pos,sub,hairbrush9,2302,1,374
2331,pos,sub,button5,2331,1,375
8031,pos,sub,gift15,8031,1,376
4616,pos,sub,chessboard14,4616,1,377
7440,pos,sub,key3,7440,1,378
4599,pos,sub,toothpaste14,4599,1,379
2389,pos,sub,tent4,2389,1,380
5470,pos,sub,lei9,5470,1,381
2370,pos,sub,cookpot16,2370,1,382
8210,pos,sub,glove6,8210,1,383
8492,pos,sub,dresser12,8492,1,384
8030,pos,sub,abacus9,8030,1,385
2314,pos,sub,seashell9,2314,1,386
2388,pos,sub,decorativescreen10,2388,1,387
8205,pos,sub,turtle3,8205,1,388
4628,pos,sub,dumbbell0,4628,1,389
4612,pos,sub,backpack6,4612,1,390
5833,pos,sub,frisbee0,5833,1,391
