IAPS,TNTcond,cue,itemID,valence,subjID,gender,age,CB,order
2373,filler,camera7,38,pos,5,1,23,5,0
2870,filler,scale13,57,neu,5,1,23,5,1
2749,filler,lei9,56,neu,5,1,23,5,2
2340,filler,backpack6,37,pos,5,1,23,5,3
1710,filler,cookie1,33,pos,5,1,23,5,4
2487,t,tent4,55,neu,5,1,23,5,5
3300,b,tape8,3,neg1,5,1,23,5,6
9908,b,compass1,13,neg1,5,1,23,5,7
8120,t,cheese8,44,pos,5,1,23,5,8
6838,b,pokercard14,6,neg1,5,1,23,5,9
2383,t,butterfly8,52,neu,5,1,23,5,10
2345.1,nt,balloon10,16,neg2,5,1,23,5,11
9910,nt,key3,28,neg2,5,1,23,5,12
9611,b,bearteddy16,12,neg1,5,1,23,5,13
2382,t,hourglass16,51,neu,5,1,23,5,14
2390,t,button5,53,neu,5,1,23,5,15
2530,t,seashell9,40,pos,5,1,23,5,16
2205,nt,microscope1,15,neg2,5,1,23,5,17
4626,t,rollerskates16,41,pos,5,1,23,5,18
1659,t,tennisracquet7,32,pos,5,1,23,5,19
9301,nt,vase15,24,neg2,5,1,23,5,20
9428,b,powerstrip12,11,neg1,5,1,23,5,21
6520,b,cookingpan3,5,neg1,5,1,23,5,22
9163,nt,bonzai14,23,neg2,5,1,23,5,23
3216,b,handbag3,2,neg1,5,1,23,5,24
2683,b,gift15,0,neg1,5,1,23,5,25
6821,nt,abacus9,22,neg2,5,1,23,5,26
1340,t,glove6,30,pos,5,1,23,5,27
3195,nt,binoculars14,20,neg2,5,1,23,5,28
9909,b,bowtie11,14,neg1,5,1,23,5,29
1601,t,calculator3,31,pos,5,1,23,5,30
6212,b,turtle3,4,neg1,5,1,23,5,31
9290,b,frame10,9,neg1,5,1,23,5,32
2456,nt,frisbee0,17,neg2,5,1,23,5,33
9921,nt,suitcase9,29,neg2,5,1,23,5,34
2272,t,garbagetrash14,47,neu,5,1,23,5,35
2273,t,scissors5,48,neu,5,1,23,5,36
9599,nt,hairbrush9,27,neg2,5,1,23,5,37
9187,b,doorknob4,8,neg1,5,1,23,5,38
9425,nt,ringbinder8,26,neg2,5,1,23,5,39
2750,b,nunchaku16,1,neg1,5,1,23,5,40
9321,nt,microwave1,25,neg2,5,1,23,5,41
2154,t,umbrella2,36,pos,5,1,23,5,42
1920,t,decorativescreen10,34,pos,5,1,23,5,43
1303,t,broom11,45,neu,5,1,23,5,44
7325,t,clock1,43,pos,5,1,23,5,45
2490,nt,windchime16,18,neg2,5,1,23,5,46
9075,b,exercise_equipment5,7,neg1,5,1,23,5,47
3500,nt,dumbbell0,21,neg2,5,1,23,5,48
2980,t,chessboard14,58,neu,5,1,23,5,49
9415,b,cushion2,10,neg1,5,1,23,5,50
2590,nt,dresser12,19,neg2,5,1,23,5,51
2102,t,toothpaste14,46,neu,5,1,23,5,52
2396,t,coin15,54,neu,5,1,23,5,53
2398,t,cheesegrater14,39,pos,5,1,23,5,54
2309,filler,lock14,50,neu,5,1,23,5,55
2091,filler,cookpot16,35,pos,5,1,23,5,56
7057,filler,hanger9,59,neu,5,1,23,5,57
2308,filler,fan2,49,neu,5,1,23,5,58
7230,filler,stapler5,42,pos,5,1,23,5,59
