IAPS,valence,cond,cue,sub,time,order
2030,pos,pre_new,button5,2030,0,303
8162,pos,sub,suitcase9,8162,0,304
4628,pos,sub,turtle3,4628,0,305
8030,pos,sub,camera7,8030,0,306
1750,pos,sub,coin15,1750,0,307
1419,pos,sub,scale13,1419,0,308
2370,pos,sub,hairbrush9,2370,0,309
4599,pos,sub,chessboard14,4599,0,310
2314,pos,sub,glove6,2314,0,311
7280,pos,sub,cheesegrater14,7280,0,312
5726,pos,pre_new,seashell9,5726,0,313
2655,pos,sub,calculator3,2655,0,314
2389,pos,sub,fan2,2389,0,315
8370,pos,sub,gift15,8370,0,316
8205,pos,sub,exercise_equipment5,8205,0,317
8470,pos,sub,lei9,8470,0,318
1441,pos,pre_new,decorativescreen10,1441,0,319
8118,pos,sub,garbagetrash14,8118,0,320
4612,pos,pre_new,hanger9,4612,0,321
2388,pos,pre_new,microwave1,2388,0,322
4616,pos,sub,nunchaku16,4616,0,323
2216,pos,sub,powerstrip12,2216,0,324
2560,pos,sub,pokercard14,2560,0,325
5780,pos,sub,scissors5,5780,0,326
5199,pos,sub,microscope1,5199,0,327
1811,pos,pre_new,cookpot16,1811,0,328
7580,pos,sub,abacus9,7580,0,329
2208,pos,sub,bearteddy16,2208,0,330
8031,pos,sub,tape8,8031,0,331
8210,pos,pre_new,key3,8210,0,332
2299,pos,sub,clock1,2299,0,333
8330,pos,sub,dumbbell0,8330,0,334
2598,pos,sub,frisbee0,2598,0,335
7405,pos,sub,frame10,7405,0,336
7279,pos,sub,broom11,7279,0,337
2331,pos,pre_new,vase15,2331,0,338
5470,pos,sub,windchime16,5470,0,339
1650,pos,sub,cushion2,1650,0,340
1605,pos,sub,handbag3,1605,0,341
2346,pos,sub,rollerskates16,2346,0,342
8492,pos,pre_new,bowtie11,8492,0,343
2037,pos,sub,toothpaste14,2037,0,344
2339,pos,sub,tent4,2339,0,345
5621,pos,pre_new,cookingpan3,5621,0,346
2391,pos,sub,backpack6,2391,0,347
4628,pos,sub,turtle3,4628,1,358
1419,pos,sub,scale13,1419,1,359
2391,pos,sub,backpack6,2391,1,360
2655,pos,sub,calculator3,2655,1,361
7580,pos,sub,abacus9,7580,1,362
5199,pos,sub,microscope1,5199,1,363
5780,pos,sub,scissors5,5780,1,364
8470,pos,sub,lei9,8470,1,365
7280,pos,sub,cheesegrater14,7280,1,366
2299,pos,sub,clock1,2299,1,367
1750,pos,sub,coin15,1750,1,368
2370,pos,sub,hairbrush9,2370,1,369
5470,pos,sub,windchime16,5470,1,370
2314,pos,sub,glove6,2314,1,371
2208,pos,sub,bearteddy16,2208,1,372
2598,pos,sub,frisbee0,2598,1,373
8162,pos,sub,suitcase9,8162,1,374
4599,pos,sub,chessboard14,4599,1,375
2346,pos,sub,rollerskates16,2346,1,376
2339,pos,sub,tent4,2339,1,377
2216,pos,sub,powerstrip12,2216,1,378
7405,pos,sub,frame10,7405,1,379
1650,pos,sub,cushion2,1650,1,380
7279,pos,sub,broom11,7279,1,381
8205,pos,sub,exercise_equipment5,8205,1,382
1605,pos,sub,handbag3,1605,1,383
2037,pos,sub,toothpaste14,2037,1,384
8031,pos,sub,tape8,8031,1,385
4616,pos,sub,nunchaku16,4616,1,386
8118,pos,sub,garbagetrash14,8118,1,387
2560,pos,sub,pokercard14,2560,1,388
2389,pos,sub,fan2,2389,1,389
8370,pos,sub,gift15,8370,1,390
8330,pos,sub,dumbbell0,8330,1,391
8030,pos,sub,camera7,8030,1,392
