IAPS,TNTcond,cue,itemID,valence,subjID,gender,age,CB,order,val,aro,correct
2308,filler,bearteddy16,49,neu,30,1,22,2,254,5,4,1
2102,filler,backpack6,46,neu,30,1,22,2,255,7,2,1
1340,filler,stapler5,30,pos,30,1,22,2,256,9,7,1
2272,filler,broom11,47,neu,30,1,22,2,257,3,5,1
4626,filler,lei9,41,pos,30,1,22,2,258,8,3,1
3195,nt,bonzai14,20,neg2,30,1,22,2,259,2,8,1
6838,b,cookpot16,6,neg1,30,1,22,2,260,3,6,1
9425,nt,exercise_equipment5,26,neg2,30,1,22,2,261,4,7,1
7057,t,key3,59,neu,30,1,22,2,262,8,1,1
2309,t,rollerskates16,50,neu,30,1,22,2,263,2,6,1
9163,nt,powerstrip12,23,neg2,30,1,22,2,264,2,7,1
7230,t,pokercard14,42,pos,30,1,22,2,265,7,3,1
6520,b,lock14,5,neg1,30,1,22,2,266,1,7,1
2398,t,coin15,39,pos,30,1,22,2,267,7,3,1
9921,nt,hairbrush9,29,neg2,30,1,22,2,268,2,9,1
9611,b,scissors5,12,neg1,30,1,22,2,269,3,7,1
9908,b,binoculars14,13,neg1,30,1,22,2,270,4,6,1
2683,b,cookingpan3,0,neg1,30,1,22,2,271,4,7,1
9301,nt,butterfly8,24,neg2,30,1,22,2,272,4,5,1
1710,t,tennisracquet7,33,pos,30,1,22,2,273,9,2,1
2980,t,windchime16,58,neu,30,1,22,2,274,4,2,1
9599,nt,suitcase9,27,neg2,30,1,22,2,275,2,7,0
2382,t,compass1,51,neu,30,1,22,2,276,8,3,1
2456,nt,button5,17,neg2,30,1,22,2,277,8,3,0
2205,nt,dresser12,15,neg2,30,1,22,2,278,3,2,1
2590,nt,frisbee0,19,neg2,30,1,22,2,279,4,2,1
9075,b,dumbbell0,7,neg1,30,1,22,2,280,3,2,1
9187,b,hourglass16,8,neg1,30,1,22,2,281,2,8,1
9321,nt,chessboard14,25,neg2,30,1,22,2,282,7,3,0
9909,b,gift15,14,neg1,30,1,22,2,283,2,6,1
6212,b,toothpaste14,4,neg1,30,1,22,2,284,4,4,1
2273,t,microwave1,48,neu,30,1,22,2,285,5,5,0
1920,t,clock1,34,pos,30,1,22,2,286,9,2,0
2749,t,umbrella2,56,neu,30,1,22,2,287,8,1,1
7325,t,cookie1,43,pos,30,1,22,2,288,9,2,1
2383,t,balloon10,52,neu,30,1,22,2,289,4,6,1
3216,b,seashell9,2,neg1,30,1,22,2,290,4,6,1
6821,nt,glove6,22,neg2,30,1,22,2,291,4,6,1
2750,b,calculator3,1,neg1,30,1,22,2,292,1,9,1
9428,b,handbag3,11,neg1,30,1,22,2,293,6,4,1
2396,t,cheese8,54,neu,30,1,22,2,294,7,3,1
2345.1,nt,garbagetrash14,16,neg2,30,1,22,2,295,3,3,1
8120,t,hanger9,44,pos,30,1,22,2,296,9,3,1
2340,t,fan2,37,pos,30,1,22,2,297,6,4,1
2390,t,doorknob4,53,neu,30,1,22,2,298,5,2,1
9290,b,cushion2,9,neg1,30,1,22,2,299,2,6,1
9415,b,vase15,10,neg1,30,1,22,2,300,3,7,0
1659,t,cheesegrater14,32,pos,30,1,22,2,301,9,2,1
3500,nt,microscope1,21,neg2,30,1,22,2,302,4,6,1
2091,t,camera7,35,pos,30,1,22,2,303,8,1,1
9910,nt,frame10,28,neg2,30,1,22,2,304,4,6,1
2490,nt,scale13,18,neg2,30,1,22,2,305,3,2,1
2154,t,abacus9,36,pos,30,1,22,2,306,8,2,1
3300,b,decorativescreen10,3,neg1,30,1,22,2,307,6,3,1
2487,t,tape8,55,neu,30,1,22,2,308,7,2,0
2530,filler,tent4,40,pos,30,1,22,2,309,9,2,1
1601,filler,nunchaku16,31,pos,30,1,22,2,310,8,2,1
2373,filler,bowtie11,38,pos,30,1,22,2,311,8,4,1
2870,filler,ringbinder8,57,neu,30,1,22,2,312,4,6,1
1303,filler,turtle3,45,neu,30,1,22,2,313,9,1,1
